s,a,s',p_r,reward,number_occurrences
<>,START,<START>,1.0,0.0,2000
<A_ACCEPTED | 37>,A_FINALIZED,<A_FINALIZED | 2>,1.0,0.0,806
<O_CREATED | 46>,O_SENT,<O_ACCEPTED | 24>,0.01694915254237288,0.0,1
<O_CREATED | 46>,O_SENT,<O_SENT | 19>,0.01694915254237288,0.0,1
<O_CREATED | 46>,O_SENT,<O_SENT | 24>,0.1864406779661017,0.0,11
<O_CREATED | 46>,O_SENT,<O_SENT | 46>,0.7796610169491526,0.0,46
<O_CREATED | 47>,O_SENT,<O_SENT | 47>,0.9230769230769231,0.0,12
<O_CREATED | 47>,O_SENT,<O_SENT_BACK | 47>,0.07692307692307693,0.0,1
<O_CREATED | 48>,O_SENT,<O_SENT | 48>,0.8888888888888888,0.0,24
<O_CREATED | 48>,O_SENT,<O_SENT | 88>,0.1111111111111111,0.0,3
<O_CREATED | 49>,O_SENT,<O_ACCEPTED | 49>,0.045454545454545456,0.0,2
<O_CREATED | 49>,O_SENT,<O_SENT | 16>,0.13636363636363635,0.0,6
<O_CREATED | 49>,O_SENT,<O_SENT | 49>,0.8181818181818182,0.0,36
<O_CREATED | 4>,O_SENT,<O_SENT | 34>,0.06896551724137931,0.0,2
<O_CREATED | 4>,O_SENT,<O_SENT | 4>,0.8620689655172413,0.0,25
<O_CREATED | 4>,O_SENT,<O_SENT | 99>,0.06896551724137931,0.0,2
<O_CREATED | 51>,O_SENT,<O_ACCEPTED | 70>,0.023255813953488372,0.0,1
<O_CREATED | 51>,O_SENT,<O_SENT | 42>,0.20930232558139536,0.0,9
<O_CREATED | 51>,O_SENT,<O_SENT | 51>,0.5813953488372093,0.0,25
<O_CREATED | 51>,O_SENT,<O_SENT | 70>,0.046511627906976744,0.0,2
<O_CREATED | 51>,O_SENT,<O_SENT | 9>,0.13953488372093023,0.0,6
<O_CREATED | 52>,O_SENT,<O_SENT | 52>,1.0,0.0,6
<O_CREATED | 58>,O_SENT,<O_SENT | 31>,0.07894736842105263,0.0,3
<O_CREATED | 58>,O_SENT,<O_SENT | 49>,0.02631578947368421,0.0,1
<O_CREATED | 58>,O_SENT,<O_SENT | 58>,0.8947368421052632,0.0,34
<O_CREATED | 5>,O_SENT,<O_ACCEPTED | 42>,0.013888888888888888,0.0,1
<O_CREATED | 5>,O_SENT,<O_SENT | 42>,0.041666666666666664,0.0,3
<O_CREATED | 5>,O_SENT,<O_SENT | 51>,0.041666666666666664,0.0,3
<O_CREATED | 5>,O_SENT,<O_SENT | 5>,0.7777777777777778,0.0,56
<O_CREATED | 5>,O_SENT,<O_SENT | 84>,0.125,0.0,9
<O_CREATED | 60>,O_SENT,<O_ACCEPTED | 60>,0.013157894736842105,0.0,1
<O_CREATED | 60>,O_SENT,<O_SENT | 5>,0.06578947368421052,0.0,5
<O_CREATED | 60>,O_SENT,<O_SENT | 60>,0.9078947368421053,0.0,69
<O_CREATED | 60>,O_SENT,<O_SENT_BACK | 60>,0.013157894736842105,0.0,1
<O_CREATED | 62>,O_SENT,<O_SENT | 4>,0.034482758620689655,0.0,1
<O_CREATED | 62>,O_SENT,<O_SENT | 62>,0.9310344827586207,0.0,27
<O_CREATED | 62>,O_SENT,<O_SENT | 99>,0.034482758620689655,0.0,1
<O_CREATED | 63>,O_SENT,<O_SENT | 1>,0.0975609756097561,0.0,4
<O_CREATED | 63>,O_SENT,<O_SENT | 45>,0.12195121951219512,0.0,5
<O_CREATED | 63>,O_SENT,<O_SENT | 63>,0.7804878048780488,0.0,32
<O_CREATED | 64>,O_SENT,<O_ACCEPTED | 21>,0.037037037037037035,0.0,1
<O_CREATED | 64>,O_SENT,<O_SENT | 21>,0.037037037037037035,0.0,1
<O_CREATED | 64>,O_SENT,<O_SENT | 64>,0.9259259259259259,0.0,25
<O_CREATED | 66>,O_SENT,<O_SENT | 21>,0.06060606060606061,0.0,2
<O_CREATED | 66>,O_SENT,<O_SENT | 66>,0.9393939393939394,0.0,31
<O_CREATED | 70>,O_SENT,<O_SENT | 58>,0.2,0.0,9
<O_CREATED | 70>,O_SENT,<O_SENT | 70>,0.7777777777777778,0.0,35
<O_CREATED | 70>,O_SENT,<O_SENT | 9>,0.022222222222222223,0.0,1
<O_CREATED | 71>,O_SENT,<O_SENT | 16>,0.08695652173913043,0.0,2
<O_CREATED | 71>,O_SENT,<O_SENT | 71>,0.9130434782608695,0.0,21
<O_CREATED | 73>,O_SENT,<O_ACCEPTED | 73>,0.010869565217391304,0.0,1
<O_CREATED | 73>,O_SENT,<O_SENT | 42>,0.18478260869565216,0.0,17
<O_CREATED | 73>,O_SENT,<O_SENT | 51>,0.06521739130434782,0.0,6
<O_CREATED | 73>,O_SENT,<O_SENT | 73>,0.7391304347826086,0.0,68
<O_CREATED | 76>,O_SENT,<O_SENT | 76>,0.9743589743589743,0.0,38
<O_CREATED | 76>,O_SENT,<O_SENT_BACK | 47>,0.02564102564102564,0.0,1
<O_CREATED | 79>,O_SENT,<O_SENT | 24>,0.6842105263157895,0.0,13
<O_CREATED | 79>,O_SENT,<O_SENT | 79>,0.3157894736842105,0.0,6
<O_CREATED | 82>,O_SENT,<O_SENT | 71>,0.10344827586206896,0.0,3
<O_CREATED | 82>,O_SENT,<O_SENT | 82>,0.896551724137931,0.0,26
<O_CREATED | 83>,O_SENT,<O_SENT | 83>,1.0,0.0,10
<O_CREATED | 84>,O_SENT,<O_SENT | 42>,0.027777777777777776,0.0,1
<O_CREATED | 84>,O_SENT,<O_SENT | 70>,0.2222222222222222,0.0,8
<O_CREATED | 84>,O_SENT,<O_SENT | 84>,0.75,0.0,27
<O_CREATED | 88>,O_SENT,<O_SENT | 34>,0.13636363636363635,0.0,3
<O_CREATED | 88>,O_SENT,<O_SENT | 88>,0.8636363636363636,0.0,19
<O_CREATED | 8>,O_SENT,<O_SENT | 8>,0.9565217391304348,0.0,44
<O_CREATED | 8>,O_SENT,<O_SENT_BACK | 8>,0.043478260869565216,0.0,2
<O_CREATED | 90>,O_SENT,<O_SENT | 90>,1.0,0.0,5
<O_CREATED | 91>,O_SENT,<O_ACCEPTED | 91>,0.025,0.0,1
<O_CREATED | 91>,O_SENT,<O_DECLINED | 91>,0.025,0.0,1
<O_CREATED | 91>,O_SENT,<O_SENT | 48>,0.075,0.0,3
<O_CREATED | 91>,O_SENT,<O_SENT | 91>,0.875,0.0,35
<O_CREATED | 92>,O_SENT,<O_SENT | 28>,0.06666666666666667,0.0,1
<O_CREATED | 92>,O_SENT,<O_SENT | 92>,0.9333333333333333,0.0,14
<O_CREATED | 93>,O_SENT,<O_SENT | 5>,0.325,0.0,13
<O_CREATED | 93>,O_SENT,<O_SENT | 60>,0.225,0.0,9
<O_CREATED | 93>,O_SENT,<O_SENT | 73>,0.1,0.0,4
<O_CREATED | 93>,O_SENT,<O_SENT | 93>,0.35,0.0,14
<O_CREATED | 94>,O_SENT,<O_SENT | 94>,1.0,0.0,12
<O_CREATED | 96>,O_SENT,<O_ACCEPTED | 21>,0.029411764705882353,0.0,1
<O_CREATED | 96>,O_SENT,<O_SENT | 21>,0.08823529411764706,0.0,3
<O_CREATED | 96>,O_SENT,<O_SENT | 96>,0.8823529411764706,0.0,30
<O_CREATED | 98>,O_SENT,<O_SENT | 98>,1.0,0.0,5
<O_CREATED | 99>,O_SENT,<O_ACCEPTED | 99>,0.043478260869565216,0.0,1
<O_CREATED | 99>,O_SENT,<O_SENT | 22>,0.08695652173913043,0.0,2
<O_CREATED | 99>,O_SENT,<O_SENT | 34>,0.08695652173913043,0.0,2
<O_CREATED | 99>,O_SENT,<O_SENT | 99>,0.782608695652174,0.0,18
<O_CREATED | 9>,O_SENT,<O_SENT | 49>,0.09836065573770492,0.0,6
<O_CREATED | 9>,O_SENT,<O_SENT | 58>,0.03278688524590164,0.0,2
<O_CREATED | 9>,O_SENT,<O_SENT | 9>,0.8688524590163934,0.0,53
<O_DECLINED | 0>,A_DECLINED,<A_DECLINED | 0>,0.13725490196078433,0.0,7
<O_DECLINED | 0>,A_DECLINED,<A_DECLINED | 97>,0.8627450980392157,0.0,44
<O_DECLINED | 12>,A_DECLINED,<A_DECLINED | 50>,1.0,0.0,157
<O_DECLINED | 15>,A_DECLINED,<A_DECLINED | 15>,0.2,0.0,3
<O_DECLINED | 15>,A_DECLINED,<A_DECLINED | 97>,0.8,0.0,12
<O_DECLINED | 16>,A_DECLINED,<A_DECLINED | 74>,1.0,0.0,2
<O_DECLINED | 19>,A_DECLINED,<A_DECLINED | 19>,1.0,0.0,1
<O_DECLINED | 21>,A_DECLINED,<A_DECLINED | 53>,1.0,0.0,1
<O_DECLINED | 24>,A_DECLINED,<A_DECLINED | 24>,1.0,0.0,5
<O_DECLINED | 28>,A_DECLINED,<A_DECLINED | 78>,1.0,0.0,1
<O_DECLINED | 37>,A_DECLINED,<A_DECLINED | 37>,1.0,0.0,263
<O_DECLINED | 3>,A_DECLINED,<A_DECLINED | 78>,1.0,0.0,1
<O_DECLINED | 45>,A_DECLINED,<A_DECLINED | 45>,1.0,0.0,2
<O_DECLINED | 46>,A_DECLINED,<A_DECLINED | 46>,1.0,0.0,5
<O_DECLINED | 47>,A_DECLINED,<A_DECLINED | 47>,1.0,0.0,1
<O_DECLINED | 4>,A_DECLINED,<A_DECLINED | 74>,1.0,0.0,1
<O_DECLINED | 51>,A_DECLINED,<A_DECLINED | 51>,1.0,0.0,1
<O_DECLINED | 52>,A_DECLINED,<A_DECLINED | 74>,1.0,0.0,1
<O_DECLINED | 5>,A_DECLINED,<A_DECLINED | 5>,1.0,0.0,1
<O_DECLINED | 62>,A_DECLINED,<A_DECLINED | 53>,1.0,0.0,1
<O_DECLINED | 63>,A_DECLINED,<A_DECLINED | 97>,1.0,0.0,2
<O_DECLINED | 64>,A_DECLINED,<A_DECLINED | 53>,1.0,0.0,3
<O_DECLINED | 66>,A_DECLINED,<A_DECLINED | 53>,1.0,0.0,2
<O_DECLINED | 70>,A_DECLINED,<A_DECLINED | 70>,1.0,0.0,2
<O_DECLINED | 73>,A_DECLINED,<A_DECLINED | 73>,1.0,0.0,4
<O_DECLINED | 76>,A_DECLINED,<A_DECLINED | 76>,1.0,0.0,6
<O_DECLINED | 79>,A_DECLINED,<A_DECLINED | 97>,1.0,0.0,2
<O_DECLINED | 82>,A_DECLINED,<A_DECLINED | 82>,1.0,0.0,1
<O_DECLINED | 84>,A_DECLINED,<A_DECLINED | 84>,1.0,0.0,5
<O_DECLINED | 88>,A_DECLINED,<A_DECLINED | 74>,1.0,0.0,1
<O_DECLINED | 8>,A_DECLINED,<A_DECLINED | 50>,0.9705882352941176,0.0,33
<O_DECLINED | 8>,A_DECLINED,<A_DECLINED | 8>,0.029411764705882353,0.0,1
<O_DECLINED | 91>,A_DECLINED,<A_DECLINED | 91>,1.0,0.0,2
<O_DECLINED | 92>,A_DECLINED,<A_DECLINED | 78>,1.0,0.0,1
<O_DECLINED | 93>,A_DECLINED,<A_DECLINED | 93>,0.2,0.0,1
<O_DECLINED | 93>,A_DECLINED,<A_DECLINED | 97>,0.8,0.0,4
<O_DECLINED | 95>,A_DECLINED,<A_DECLINED | 37>,1.0,0.0,6
<O_DECLINED | 96>,A_DECLINED,<A_DECLINED | 53>,1.0,0.0,1
<O_DECLINED | 99>,A_DECLINED,<A_DECLINED | 74>,1.0,0.0,2
<O_DECLINED | 9>,A_DECLINED,<A_DECLINED | 9>,1.0,0.0,1
<O_SELECTED | 0>,O_CREATED,<O_CREATED | 0>,0.6875,0.0,132
<O_SELECTED | 0>,O_CREATED,<O_CREATED | 60>,0.2708333333333333,0.0,52
<O_SELECTED | 0>,O_CREATED,<O_CREATED | 93>,0.041666666666666664,0.0,8
<O_SELECTED | 12>,O_CREATED,<O_CREATED | 12>,0.9142857142857143,0.0,160
<O_SELECTED | 12>,O_CREATED,<O_CREATED | 8>,0.08571428571428572,0.0,15
<O_SELECTED | 14>,O_CREATED,<O_CREATED | 14>,0.9285714285714286,0.0,13
<O_SELECTED | 14>,O_CREATED,<O_CREATED | 98>,0.07142857142857142,0.0,1
<O_SELECTED | 15>,O_CREATED,<O_CREATED | 15>,0.7671232876712328,0.0,56
<O_SELECTED | 15>,O_CREATED,<O_CREATED | 46>,0.2054794520547945,0.0,15
<O_SELECTED | 15>,O_CREATED,<O_CREATED | 79>,0.0273972602739726,0.0,2
<O_SELECTED | 16>,O_CREATED,<O_CREATED | 16>,0.8461538461538461,0.0,22
<O_SELECTED | 16>,O_CREATED,<O_CREATED | 27>,0.15384615384615385,0.0,4
<O_SELECTED | 19>,O_CREATED,<O_CREATED | 19>,0.9285714285714286,0.0,26
<O_SELECTED | 19>,O_CREATED,<O_CREATED | 91>,0.07142857142857142,0.0,2
<O_SELECTED | 1>,O_CREATED,<O_CREATED | 1>,0.8571428571428571,0.0,42
<O_SELECTED | 1>,O_CREATED,<O_CREATED | 64>,0.08163265306122448,0.0,4
<O_SELECTED | 1>,O_CREATED,<O_CREATED | 66>,0.061224489795918366,0.0,3
<O_SELECTED | 21>,O_CREATED,<O_CREATED | 21>,0.8648648648648649,0.0,32
<O_SELECTED | 21>,O_CREATED,<O_CREATED | 4>,0.13513513513513514,0.0,5
<O_SELECTED | 22>,O_CREATED,<O_CREATED | 22>,0.9,0.0,18
<O_SELECTED | 22>,O_CREATED,<O_CREATED | 92>,0.1,0.0,2
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 24>,0.967741935483871,0.0,30
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 82>,0.03225806451612903,0.0,1
<O_SELECTED | 27>,O_CREATED,<O_CREATED | 27>,1.0,0.0,18
<O_SELECTED | 28>,O_CREATED,<O_CREATED | 28>,1.0,0.0,11
<O_SELECTED | 31>,O_CREATED,<O_CREATED | 27>,0.09523809523809523,0.0,2
<O_SELECTED | 31>,O_CREATED,<O_CREATED | 31>,0.9047619047619048,0.0,19
<O_SELECTED | 32>,O_CREATED,<O_CREATED | 32>,1.0,0.0,7
<O_SELECTED | 34>,O_CREATED,<O_CREATED | 34>,1.0,0.0,22
<O_SELECTED | 3>,O_CREATED,<O_CREATED | 3>,1.0,0.0,6
<O_SELECTED | 42>,O_CREATED,<O_CREATED | 42>,0.9074074074074074,0.0,49
<O_SELECTED | 42>,O_CREATED,<O_CREATED | 70>,0.018518518518518517,0.0,1
<O_SELECTED | 42>,O_CREATED,<O_CREATED | 9>,0.07407407407407407,0.0,4
<O_SELECTED | 45>,O_CREATED,<O_CREATED | 45>,0.7857142857142857,0.0,33
<O_SELECTED | 45>,O_CREATED,<O_CREATED | 66>,0.09523809523809523,0.0,4
<O_SELECTED | 45>,O_CREATED,<O_CREATED | 96>,0.11904761904761904,0.0,5
<O_SELECTED | 46>,O_CREATED,<O_CREATED | 24>,0.13725490196078433,0.0,7
<O_SELECTED | 46>,O_CREATED,<O_CREATED | 46>,0.8627450980392157,0.0,44
<O_SELECTED | 47>,O_CREATED,<O_CREATED | 47>,1.0,0.0,12
<O_SELECTED | 48>,O_CREATED,<O_CREATED | 48>,0.9565217391304348,0.0,22
<O_SELECTED | 48>,O_CREATED,<O_CREATED | 88>,0.043478260869565216,0.0,1
<O_SELECTED | 49>,O_CREATED,<O_CREATED | 16>,0.05,0.0,2
<O_SELECTED | 49>,O_CREATED,<O_CREATED | 31>,0.025,0.0,1
<O_SELECTED | 49>,O_CREATED,<O_CREATED | 49>,0.925,0.0,37
<O_SELECTED | 4>,O_CREATED,<O_CREATED | 34>,0.1111111111111111,0.0,3
<O_SELECTED | 4>,O_CREATED,<O_CREATED | 4>,0.8518518518518519,0.0,23
<O_SELECTED | 4>,O_CREATED,<O_CREATED | 94>,0.037037037037037035,0.0,1
<O_SELECTED | 51>,O_CREATED,<O_CREATED | 42>,0.125,0.0,7
<O_SELECTED | 51>,O_CREATED,<O_CREATED | 51>,0.6785714285714286,0.0,38
<O_SELECTED | 51>,O_CREATED,<O_CREATED | 70>,0.07142857142857142,0.0,4
<O_SELECTED | 51>,O_CREATED,<O_CREATED | 9>,0.125,0.0,7
<O_SELECTED | 52>,O_CREATED,<O_CREATED | 52>,1.0,0.0,6
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 31>,0.08823529411764706,0.0,3
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 49>,0.029411764705882353,0.0,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 58>,0.8823529411764706,0.0,30
<O_SELECTED | 5>,O_CREATED,<O_CREATED | 42>,0.057692307692307696,0.0,3
<O_SELECTED | 5>,O_CREATED,<O_CREATED | 5>,0.8076923076923077,0.0,42
<O_SELECTED | 5>,O_CREATED,<O_CREATED | 84>,0.1346153846153846,0.0,7
<O_SELECTED | 60>,O_CREATED,<O_CREATED | 60>,0.48,0.0,12
<O_SELECTED | 60>,O_CREATED,<O_CREATED | 73>,0.52,0.0,13
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 4>,0.038461538461538464,0.0,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 62>,0.9230769230769231,0.0,24
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 99>,0.038461538461538464,0.0,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 1>,0.06382978723404255,0.0,3
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 45>,0.06382978723404255,0.0,3
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 63>,0.8723404255319149,0.0,41
<O_SELECTED | 64>,O_CREATED,<O_CREATED | 62>,0.19230769230769232,0.0,5
<O_SELECTED | 64>,O_CREATED,<O_CREATED | 64>,0.8076923076923077,0.0,21
<O_SELECTED | 66>,O_CREATED,<O_CREATED | 21>,0.034482758620689655,0.0,1
<O_SELECTED | 66>,O_CREATED,<O_CREATED | 64>,0.06896551724137931,0.0,2
<O_SELECTED | 66>,O_CREATED,<O_CREATED | 66>,0.896551724137931,0.0,26
<O_SELECTED | 68>,O_CREATED,<O_CREATED | 33>,0.9987908101571947,0.0,826
<O_SELECTED | 68>,O_CREATED,<O_CREATED | 47>,0.0012091898428053204,0.0,1
<O_SELECTED | 70>,O_CREATED,<O_CREATED | 58>,0.18604651162790697,0.0,8
<O_SELECTED | 70>,O_CREATED,<O_CREATED | 70>,0.7674418604651163,0.0,33
<O_SELECTED | 70>,O_CREATED,<O_CREATED | 9>,0.046511627906976744,0.0,2
<O_SELECTED | 71>,O_CREATED,<O_CREATED | 16>,0.047619047619047616,0.0,1
<O_SELECTED | 71>,O_CREATED,<O_CREATED | 71>,0.9523809523809523,0.0,20
<O_SELECTED | 73>,O_CREATED,<O_CREATED | 42>,0.1326530612244898,0.0,13
<O_SELECTED | 73>,O_CREATED,<O_CREATED | 51>,0.05102040816326531,0.0,5
<O_SELECTED | 73>,O_CREATED,<O_CREATED | 5>,0.01020408163265306,0.0,1
<O_SELECTED | 73>,O_CREATED,<O_CREATED | 73>,0.8061224489795918,0.0,79
<O_SELECTED | 76>,O_CREATED,<O_CREATED | 76>,1.0,0.0,39
<O_SELECTED | 79>,O_CREATED,<O_CREATED | 24>,0.4,0.0,12
<O_SELECTED | 79>,O_CREATED,<O_CREATED | 79>,0.5666666666666667,0.0,17
<O_SELECTED | 79>,O_CREATED,<O_CREATED | 82>,0.03333333333333333,0.0,1
<O_SELECTED | 82>,O_CREATED,<O_CREATED | 71>,0.1,0.0,3
<O_SELECTED | 82>,O_CREATED,<O_CREATED | 82>,0.9,0.0,27
<O_SELECTED | 83>,O_CREATED,<O_CREATED | 83>,0.8333333333333334,0.0,10
<O_SELECTED | 83>,O_CREATED,<O_CREATED | 88>,0.16666666666666666,0.0,2
<O_SELECTED | 84>,O_CREATED,<O_CREATED | 70>,0.2,0.0,7
<O_SELECTED | 84>,O_CREATED,<O_CREATED | 84>,0.8,0.0,28
<O_SELECTED | 88>,O_CREATED,<O_CREATED | 34>,0.13636363636363635,0.0,3
<O_SELECTED | 88>,O_CREATED,<O_CREATED | 88>,0.8636363636363636,0.0,19
<O_SELECTED | 8>,O_CREATED,<O_CREATED | 45>,0.03125,0.0,1
<O_SELECTED | 8>,O_CREATED,<O_CREATED | 8>,0.96875,0.0,31
<O_SELECTED | 90>,O_CREATED,<O_CREATED | 90>,1.0,0.0,5
<O_SELECTED | 91>,O_CREATED,<O_CREATED | 48>,0.11627906976744186,0.0,5
<O_SELECTED | 91>,O_CREATED,<O_CREATED | 91>,0.8837209302325582,0.0,38
<O_SELECTED | 92>,O_CREATED,<O_CREATED | 28>,0.06666666666666667,0.0,1
<O_SELECTED | 92>,O_CREATED,<O_CREATED | 3>,0.06666666666666667,0.0,1
<O_SELECTED | 92>,O_CREATED,<O_CREATED | 92>,0.8666666666666667,0.0,13
<O_SELECTED | 93>,O_CREATED,<O_CREATED | 5>,0.3918918918918919,0.0,29
<O_SELECTED | 93>,O_CREATED,<O_CREATED | 60>,0.16216216216216217,0.0,12
<O_SELECTED | 93>,O_CREATED,<O_CREATED | 84>,0.013513513513513514,0.0,1
<O_SELECTED | 93>,O_CREATED,<O_CREATED | 93>,0.43243243243243246,0.0,32
<O_SELECTED | 94>,O_CREATED,<O_CREATED | 14>,0.08333333333333333,0.0,1
<O_SELECTED | 94>,O_CREATED,<O_CREATED | 94>,0.9166666666666666,0.0,11
<O_SELECTED | 96>,O_CREATED,<O_CREATED | 21>,0.2564102564102564,0.0,10
<O_SELECTED | 96>,O_CREATED,<O_CREATED | 96>,0.7435897435897436,0.0,29
<O_SELECTED | 98>,O_CREATED,<O_CREATED | 98>,1.0,0.0,4
<O_SELECTED | 99>,O_CREATED,<O_CREATED | 22>,0.043478260869565216,0.0,1
<O_SELECTED | 99>,O_CREATED,<O_CREATED | 99>,0.9565217391304348,0.0,22
<O_SELECTED | 9>,O_CREATED,<O_CREATED | 49>,0.1111111111111111,0.0,6
<O_SELECTED | 9>,O_CREATED,<O_CREATED | 9>,0.8888888888888888,0.0,48
<O_SENT | 0>,O_CANCELLED,<O_CANCELLED | 60>,1.0,0.0,1
<O_SENT | 0>,W_Call_after_offer,<W_Call_after_offer | 60>,1.0,0.0,1
<O_SENT | 11>,O_CANCELLED,<O_DECLINED | 76>,1.0,0.0,1
<O_SENT | 11>,O_SELECTED,<O_SELECTED | 47>,0.2,0.0,9
<O_SENT | 11>,O_SELECTED,<O_SELECTED | 76>,0.8,0.0,36
<O_SENT | 11>,W_Call_after_offer,<O_DECLINED | 12>,0.10026737967914438,0.0,75
<O_SENT | 11>,W_Call_after_offer,<O_SENT_BACK | 12>,0.356951871657754,0.0,267
<O_SENT | 11>,W_Call_after_offer,<W_Call_after_offer | 47>,0.10561497326203209,0.0,79
<O_SENT | 11>,W_Call_after_offer,<W_Call_after_offer | 76>,0.43716577540106955,0.0,327
<O_SENT | 12>,O_SELECTED,<O_SELECTED | 12>,1.0,0.0,5
<O_SENT | 12>,W_Call_after_offer,<O_DECLINED | 12>,0.05555555555555555,0.0,7
<O_SENT | 12>,W_Call_after_offer,<O_DECLINED | 8>,0.07142857142857142,0.0,9
<O_SENT | 12>,W_Call_after_offer,<O_SENT_BACK | 12>,0.14285714285714285,0.0,18
<O_SENT | 12>,W_Call_after_offer,<O_SENT_BACK | 8>,0.2698412698412698,0.0,34
<O_SENT | 12>,W_Call_after_offer,<W_Call_after_offer | 12>,0.373015873015873,0.0,47
<O_SENT | 12>,W_Call_after_offer,<W_Call_after_offer | 8>,0.0873015873015873,0.0,11
<O_SENT | 14>,O_CANCELLED,<O_ACCEPTED | 92>,1.0,0.0,1
<O_SENT | 14>,O_SELECTED,<O_SELECTED | 14>,1.0,0.0,4
<O_SENT | 14>,W_Call_after_offer,<O_ACCEPTED | 14>,0.2222222222222222,0.0,2
<O_SENT | 14>,W_Call_after_offer,<W_Call_after_offer | 14>,0.7777777777777778,0.0,7
<O_SENT | 15>,O_SELECTED,<O_SELECTED | 46>,1.0,0.0,1
<O_SENT | 15>,W_Call_after_offer,<O_SENT_BACK | 46>,0.3333333333333333,0.0,4
<O_SENT | 15>,W_Call_after_offer,<W_Call_after_offer | 15>,0.16666666666666666,0.0,2
<O_SENT | 15>,W_Call_after_offer,<W_Call_after_offer | 46>,0.5,0.0,6
<O_SENT | 16>,O_SELECTED,<O_SELECTED | 16>,1.0,0.0,3
<O_SENT | 16>,W_Call_after_offer,<O_DECLINED | 16>,0.038461538461538464,0.0,1
<O_SENT | 16>,W_Call_after_offer,<W_Call_after_offer | 16>,0.8846153846153846,0.0,23
<O_SENT | 16>,W_Call_after_offer,<W_Call_after_offer | 27>,0.07692307692307693,0.0,2
<O_SENT | 19>,O_SELECTED,<O_SELECTED | 19>,1.0,0.0,1
<O_SENT | 19>,W_Call_after_offer,<O_ACCEPTED | 19>,0.045454545454545456,0.0,1
<O_SENT | 19>,W_Call_after_offer,<O_SENT_BACK | 19>,0.22727272727272727,0.0,5
<O_SENT | 19>,W_Call_after_offer,<W_Call_after_offer | 19>,0.5,0.0,11
<O_SENT | 19>,W_Call_after_offer,<W_Call_after_offer | 91>,0.22727272727272727,0.0,5
<O_SENT | 1>,O_CANCELLED,<O_ACCEPTED | 1>,1.0,0.0,1
<O_SENT | 1>,O_SELECTED,<O_SELECTED | 1>,1.0,0.0,4
<O_SENT | 1>,W_Call_after_offer,<O_ACCEPTED | 1>,0.0625,0.0,2
<O_SENT | 1>,W_Call_after_offer,<O_DECLINED | 66>,0.03125,0.0,1
<O_SENT | 1>,W_Call_after_offer,<O_SENT_BACK | 1>,0.03125,0.0,1
<O_SENT | 1>,W_Call_after_offer,<W_Call_after_offer | 1>,0.75,0.0,24
<O_SENT | 1>,W_Call_after_offer,<W_Call_after_offer | 64>,0.09375,0.0,3
<O_SENT | 1>,W_Call_after_offer,<W_Call_after_offer | 66>,0.03125,0.0,1
<O_SENT | 21>,O_CANCELLED,<O_ACCEPTED | 4>,0.5,0.0,1
<O_SENT | 21>,O_CANCELLED,<O_CANCELLED | 21>,0.5,0.0,1
<O_SENT | 21>,W_Call_after_offer,<O_ACCEPTED | 21>,0.07142857142857142,0.0,3
<O_SENT | 21>,W_Call_after_offer,<O_ACCEPTED | 4>,0.047619047619047616,0.0,2
<O_SENT | 21>,W_Call_after_offer,<W_Call_after_offer | 21>,0.8333333333333334,0.0,35
<O_SENT | 21>,W_Call_after_offer,<W_Call_after_offer | 4>,0.023809523809523808,0.0,1
<O_SENT | 21>,W_Call_after_offer,<W_Call_after_offer | 62>,0.023809523809523808,0.0,1
<O_SENT | 22>,O_SELECTED,<O_SELECTED | 22>,1.0,0.0,2
<O_SENT | 22>,W_Call_after_offer,<O_ACCEPTED | 22>,0.0625,0.0,1
<O_SENT | 22>,W_Call_after_offer,<O_ACCEPTED | 92>,0.0625,0.0,1
<O_SENT | 22>,W_Call_after_offer,<O_DECLINED | 92>,0.0625,0.0,1
<O_SENT | 22>,W_Call_after_offer,<W_Call_after_offer | 22>,0.8125,0.0,13
<O_SENT | 24>,O_CANCELLED,<O_CANCELLED | 24>,1.0,0.0,1
<O_SENT | 24>,W_Call_after_offer,<O_ACCEPTED | 24>,0.09375,0.0,6
<O_SENT | 24>,W_Call_after_offer,<O_ACCEPTED | 82>,0.015625,0.0,1
<O_SENT | 24>,W_Call_after_offer,<O_DECLINED | 24>,0.015625,0.0,1
<O_SENT | 24>,W_Call_after_offer,<O_SENT_BACK | 24>,0.078125,0.0,5
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 24>,0.765625,0.0,49
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 82>,0.03125,0.0,2
<O_SENT | 27>,O_CANCELLED,<O_CANCELLED | 27>,1.0,0.0,1
<O_SENT | 27>,W_Call_after_offer,<O_ACCEPTED | 27>,0.12,0.0,3
