s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,10469,0.35158155611316727,1.0,1
<A_ACCEPTED | 0>,A_DECLINED,<A_DECLINED | 48>,1.0,0.0,10,0.040193560273017764,0.9866142981514303,0
<O_DECLINED | 2>,END,<END | 100>,0.5,0.0214301921434059,4,0.030022087869208815,0.9640275800758169,1
<O_DECLINED | 2>,END,<END | 2>,0.5,0.0408545152440066,4,0.030022087869208815,0.9640275800758169,1
<O_DECLINED | 31>,END,<END | 31>,1.0,0.0407856001069096,1,0.009989154623516872,0.24491866240370908,1
<O_DECLINED | 43>,END,<END | 100>,1.0,0.0214301921434059,2,0.00990325947284653,0.4621171572600098,1
<O_DECLINED | 49>,END,<END | 133>,1.0,0.0,1,0.0,0.24491866240370908,1
<O_DECLINED | 57>,END,<END | 100>,0.9940652818991098,0.0214301921434058,335,0.02138743598963603,1.0,1
<O_DECLINED | 57>,END,<END | 23>,0.0059347181008902,0.0142257802331998,2,0.02138743598963603,1.0,1
<O_DECLINED | 64>,END,<END | 100>,0.0625,0.0214301921434059,1,0.03960195553630355,0.999329299739067,1
<O_DECLINED | 64>,END,<END | 64>,0.9375,0.0408417572220867,15,0.03960195553630355,0.999329299739067,1
<O_DECLINED | 6>,END,<END | 23>,1.0,0.0142257802331998,1,0.0034841590663644197,0.24491866240370908,1
<O_DECLINED | 74>,END,<END | 100>,1.0,0.0214301921434059,1,0.005248653994817448,0.24491866240370908,1
<O_DECLINED | 87>,END,<END | 100>,0.5,0.0214301921434059,1,0.008238618297009231,0.4621171572600098,1
<O_DECLINED | 87>,END,<END | 23>,0.5,0.0142257802331998,1,0.008238618297009231,0.4621171572600098,1
<O_DECLINED | 8>,END,<END | 8>,1.0,0.0408474202136885,1,0.010004295521378815,0.24491866240370908,1
<O_DECLINED | 95>,END,<END | 133>,0.6,2.0816681711721685e-17,33,0.005098255469631269,0.99999999999772,1
<O_DECLINED | 95>,END,<END | 54>,0.4,0.0127456386741072,22,0.005098255469631269,0.99999999999772,1
<O_SELECTED | 102>,O_CREATED,<O_CREATED | 102>,0.3076923076923077,0.0,4,0.4553718963180048,0.996997635486526,1
<O_SELECTED | 102>,O_CREATED,<O_CREATED | 134>,0.5384615384615384,0.0,7,0.4553718963180048,0.996997635486526,1
<O_SELECTED | 102>,O_CREATED,<O_CREATED | 5>,0.0769230769230769,0.0,1,0.4553718963180048,0.996997635486526,1
<O_SELECTED | 102>,O_CREATED,<O_CREATED | 98>,0.0769230769230769,0.0,1,0.4553718963180048,0.996997635486526,1
<O_SELECTED | 110>,O_CREATED,<O_CREATED | 24>,1.0,0.0,16,0.3457426965286447,0.999329299739067,1
<O_SELECTED | 114>,O_CREATED,<O_CREATED | 114>,0.8846153846153846,0.0,115,0.36061858133145375,1.0,1
<O_SELECTED | 114>,O_CREATED,<O_CREATED | 138>,0.0615384615384615,0.0,8,0.36061858133145375,1.0,1
<O_SELECTED | 114>,O_CREATED,<O_CREATED | 8>,0.0538461538461538,0.0,7,0.36061858133145375,1.0,1
<O_SELECTED | 116>,O_CREATED,<O_CREATED | 116>,0.875,0.0,28,0.4990507479562807,0.9999997749296758,1
<O_SELECTED | 116>,O_CREATED,<O_CREATED | 20>,0.125,0.0,4,0.4990507479562807,0.9999997749296758,1
<O_SELECTED | 117>,O_CREATED,<O_CREATED | 62>,1.0,0.0,3,0.28938382438489396,0.6351489523872873,1
<O_SELECTED | 123>,O_CREATED,<O_CREATED | 123>,1.0,0.0,1,6.642358264713189e-05,0.24491866240370908,1
<O_SELECTED | 124>,A_FINALIZED,<A_FINALIZED | 124>,1.0,0.0,182,0.3531742763063649,1.0,1
<O_SELECTED | 128>,O_CREATED,<O_CREATED | 128>,1.0,0.0,4,0.23185816506721824,0.7615941559557649,1
<O_SELECTED | 131>,A_FINALIZED,<A_FINALIZED | 124>,1.0,0.0,2,0.16320789258405857,0.4621171572600098,1
<O_SELECTED | 134>,O_CREATED,<O_CREATED | 134>,1.0,0.0,4,0.36111850606096896,0.7615941559557649,1
<O_SELECTED | 137>,O_CREATED,<O_CREATED | 137>,1.0,0.0,2,0.05855339803078416,0.4621171572600098,1
<O_SELECTED | 138>,O_CREATED,<O_CREATED | 138>,0.8478260869565217,0.0,39,0.3546450279965199,0.9999999997947624,1
<O_SELECTED | 138>,O_CREATED,<O_CREATED | 6>,0.0652173913043478,0.0,3,0.3546450279965199,0.9999999997947624,1
<O_SELECTED | 138>,O_CREATED,<O_CREATED | 76>,0.0869565217391304,0.0,4,0.3546450279965199,0.9999999997947624,1
<O_SELECTED | 19>,O_CREATED,<O_CREATED | 128>,0.25,0.0,1,0.21469365038200988,0.7615941559557649,1
<O_SELECTED | 19>,O_CREATED,<O_CREATED | 19>,0.5,0.0,2,0.21469365038200988,0.7615941559557649,1
<O_SELECTED | 19>,O_CREATED,<O_CREATED | 61>,0.25,0.0,1,0.21469365038200988,0.7615941559557649,1
<O_SELECTED | 1>,O_CREATED,<O_CREATED | 102>,0.1052631578947368,0.0,2,0.4694053565402518,0.9998503075449787,1
<O_SELECTED | 1>,O_CREATED,<O_CREATED | 134>,0.8947368421052632,0.0,17,0.4694053565402518,0.9998503075449787,1
<O_SELECTED | 20>,O_CREATED,<O_CREATED | 20>,1.0,0.0,11,0.5152528972539273,0.9918597245682077,1
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 114>,0.1052631578947368,0.0,10,0.3475263094048616,1.0,1
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 24>,0.8210526315789474,0.0,78,0.3475263094048616,1.0,1
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 87>,0.0105263157894736,0.0,1,0.3475263094048616,1.0,1
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 8>,0.0631578947368421,0.0,6,0.3475263094048616,1.0,1
<O_SELECTED | 26>,O_CREATED,<O_CREATED | 134>,0.375,0.0,6,0.46113947077110307,0.999329299739067,1
<O_SELECTED | 26>,O_CREATED,<O_CREATED | 26>,0.5625,0.0,9,0.46113947077110307,0.999329299739067,1
<O_SELECTED | 26>,O_CREATED,<O_CREATED | 81>,0.0625,0.0,1,0.46113947077110307,0.999329299739067,1
<O_SELECTED | 36>,O_CREATED,<O_CREATED | 116>,0.1935483870967742,0.0,12,0.4844498611100163,0.9999999999999312,1
<O_SELECTED | 36>,O_CREATED,<O_CREATED | 36>,0.8064516129032258,0.0,50,0.4844498611100163,0.9999999999999312,1
<O_SELECTED | 37>,A_FINALIZED,<A_FINALIZED | 124>,1.0,0.0,2,0.16320789258405857,0.4621171572600098,1
<O_SELECTED | 39>,O_CREATED,<O_CREATED | 128>,0.6,0.0,3,0.2196708121524374,0.8482836399575129,1
<O_SELECTED | 39>,O_CREATED,<O_CREATED | 19>,0.2,0.0,1,0.2196708121524374,0.8482836399575129,1
<O_SELECTED | 39>,O_CREATED,<O_CREATED | 49>,0.2,0.0,1,0.2196708121524374,0.8482836399575129,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 134>,0.3076923076923077,0.0,4,0.4115457913213274,0.996997635486526,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 40>,0.4615384615384615,0.0,6,0.4115457913213274,0.996997635486526,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 5>,0.1538461538461538,0.0,2,0.4115457913213274,0.996997635486526,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 98>,0.0769230769230769,0.0,1,0.4115457913213274,0.996997635486526,1
<O_SELECTED | 48>,A_FINALIZED,<A_FINALIZED | 124>,0.0330901511203751,0.0,127,0.35531214825585794,1.0,1
<O_SELECTED | 48>,A_FINALIZED,<A_FINALIZED | 35>,0.9669098488796248,0.0,3711,0.35531214825585794,1.0,1
<O_SELECTED | 49>,O_CREATED,<O_CREATED | 49>,1.0,0.0,2,0.09570703807190442,0.4621171572600098,1
<O_SELECTED | 50>,O_CREATED,<O_CREATED | 50>,1.0,0.0,1,6.642358264713189e-05,0.24491866240370908,1
<O_SELECTED | 51>,O_CREATED,<O_CREATED | 36>,1.0,0.0,2,0.22257692862855857,0.4621171572600098,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 110>,0.8883878241262683,0.0,788,0.35208228318034807,1.0,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 114>,0.0552423900789177,0.0,49,0.35208228318034807,1.0,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 24>,0.0552423900789177,0.0,49,0.35208228318034807,1.0,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 87>,0.0011273957158962,0.0,1,0.35208228318034807,1.0,1
<O_SELECTED | 5>,O_CREATED,<O_CREATED | 5>,1.0,0.0,3,0.3018884284475313,0.6351489523872873,1
<O_SELECTED | 61>,O_CREATED,<O_CREATED | 61>,1.0,0.0,3,0.3013214821780349,0.6351489523872873,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 134>,0.0459770114942528,0.0,4,0.4588385745267543,1.0,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 26>,0.6666666666666666,0.0,58,0.4588385745267543,1.0,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 62>,0.2873563218390804,0.0,25,0.4588385745267543,1.0,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 134>,0.2777777777777778,0.0,5,0.4439311913699545,0.9997532108480275,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 5>,0.2777777777777778,0.0,5,0.4439311913699545,0.9997532108480275,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 81>,0.4444444444444444,0.0,8,0.4439311913699545,0.9997532108480275,1
<O_SELECTED | 67>,O_CREATED,<O_CREATED | 67>,1.0,0.0,6,0.2054478055099619,0.9051482536448664,1
<O_SELECTED | 6>,O_CREATED,<O_CREATED | 6>,1.0,0.0,37,0.3184437598842036,0.9999999815251008,1
<O_SELECTED | 76>,O_CREATED,<O_CREATED | 76>,1.0,0.0,5,0.20440184969734454,0.8482836399575129,1
<O_SELECTED | 77>,O_CREATED,<O_CREATED | 49>,1.0,0.0,1,0.05072401961047066,0.24491866240370908,1
<O_SELECTED | 81>,O_CREATED,<O_CREATED | 5>,0.3333333333333333,0.0,1,0.2724060651569491,0.6351489523872873,1
<O_SELECTED | 81>,O_CREATED,<O_CREATED | 81>,0.6666666666666666,0.0,2,0.2724060651569491,0.6351489523872873,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 138>,0.0638297872340425,0.0,3,0.3422045690290627,0.9999999998755171,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 6>,0.1276595744680851,0.0,6,0.3422045690290627,0.9999999998755171,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 87>,0.5106382978723404,0.0,24,0.3422045690290627,0.9999999998755171,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 8>,0.2978723404255319,0.0,14,0.3422045690290627,0.9999999998755171,1
<O_SELECTED | 8>,O_CREATED,<O_CREATED | 6>,0.0410958904109589,0.0,3,0.3451085488329736,0.9999999999999997,1
<O_SELECTED | 8>,O_CREATED,<O_CREATED | 8>,0.958904109589041,0.0,70,0.3451085488329736,0.9999999999999997,1
<O_SELECTED | 90>,O_CREATED,<O_CREATED | 90>,1.0,0.0,3,0.14073776442856173,0.6351489523872873,1
<O_SELECTED | 98>,O_CREATED,<O_CREATED | 61>,0.25,0.0,2,0.42136008552514226,0.9640275800758169,1
<O_SELECTED | 98>,O_CREATED,<O_CREATED | 98>,0.75,0.0,6,0.42136008552514226,0.9640275800758169,1
<O_SENT | 110>,W_Call_after_offer,<A_CANCELLED | 110>,0.0042075736325385,0.0,3,0.35286809520422735,1.0,1
<O_SENT | 110>,W_Call_after_offer,<A_CANCELLED | 24>,0.0126227208976157,0.0,9,0.35286809520422735,1.0,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 110>,0.0266479663394109,0.0,19,0.35286809520422735,1.0,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 114>,0.0070126227208976,0.0,5,0.35286809520422735,1.0,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 24>,0.0476858345021037,0.0,34,0.35286809520422735,1.0,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 110>,0.7279102384291725,0.0,519,0.35286809520422735,1.0,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 114>,0.1290322580645161,0.0,92,0.35286809520422735,1.0,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 24>,0.0448807854137447,0.0,32,0.35286809520422735,1.0,1
<O_SENT | 114>,W_Call_after_offer,<A_CANCELLED | 114>,0.0048076923076923,0.0,1,0.3600932252241651,1.0,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 114>,0.0336538461538461,0.0,7,0.3600932252241651,1.0,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 138>,0.0048076923076923,0.0,1,0.3600932252241651,1.0,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0288461538461538,0.0,6,0.3600932252241651,1.0,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 114>,0.6875,0.0,143,0.3600932252241651,1.0,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 138>,0.0192307692307692,0.0,4,0.3600932252241651,1.0,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 8>,0.2211538461538461,0.0,46,0.3600932252241651,1.0,1
<O_SENT | 116>,W_Call_missing_information,<O_ACCEPTED | 134>,0.5238095238095238,0.0,22,0.4910573182015267,0.9999999984834879,1
<O_SENT | 116>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0476190476190476,0.0,2,0.4910573182015267,0.9999999984834879,1
<O_SENT | 116>,W_Call_missing_information,<W_Call_missing_information | 116>,0.2857142857142857,0.0,12,0.4910573182015267,0.9999999984834879,1
<O_SENT | 116>,W_Call_missing_information,<W_Call_missing_information | 20>,0.1428571428571428,0.0,6,0.4910573182015267,0.9999999984834879,1
<O_SENT | 123>,W_Call_missing_information,<W_Call_missing_information | 123>,1.0,0.0,1,0.05549556120968151,0.24491866240370908,1
<O_SENT | 127>,W_Call_after_offer,<A_CANCELLED | 93>,0.0116279069767441,0.0,1,0.3395525821516391,1.0,1
<O_SENT | 127>,W_Call_after_offer,<O_SENT_BACK | 93>,0.0348837209302325,0.0,3,0.3395525821516391,1.0,1
<O_SENT | 127>,W_Call_after_offer,<W_Call_after_offer | 127>,0.9534883720930232,0.0,82,0.3395525821516391,1.0,1
<O_SENT | 128>,W_Call_missing_information,<A_CANCELLED | 128>,0.125,0.0,1,0.3158058750293587,0.9640275800758169,1
<O_SENT | 128>,W_Call_missing_information,<O_ACCEPTED | 123>,0.125,0.0,1,0.3158058750293587,0.9640275800758169,1
<O_SENT | 128>,W_Call_missing_information,<O_ACCEPTED | 128>,0.25,0.0,2,0.3158058750293587,0.9640275800758169,1
<O_SENT | 128>,W_Call_missing_information,<W_Call_missing_information | 123>,0.375,0.0,3,0.3158058750293587,0.9640275800758169,1
<O_SENT | 128>,W_Call_missing_information,<W_Call_missing_information | 128>,0.125,0.0,1,0.3158058750293587,0.9640275800758169,1
<O_SENT | 134>,W_Call_missing_information,<O_ACCEPTED | 134>,0.171875,0.0,11,0.4759300455734734,0.9999999999999747,1
<O_SENT | 134>,W_Call_missing_information,<O_ACCEPTED | 5>,0.21875,0.0,14,0.4759300455734734,0.9999999999999747,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 134>,0.46875,0.0,30,0.4759300455734734,0.9999999999999747,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 5>,0.078125,0.0,5,0.4759300455734734,0.9999999999999747,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 81>,0.0625,0.0,4,0.4759300455734734,0.9999999999999747,1
<O_SENT | 137>,W_Call_missing_information,<O_ACCEPTED | 137>,1.0,0.0,2,0.2741876677031102,0.4621171572600098,1
<O_SENT | 138>,W_Call_after_offer,<W_Call_after_offer | 138>,0.9215686274509804,0.0,47,0.38630065018376797,0.999999999983153,1
<O_SENT | 138>,W_Call_after_offer,<W_Call_after_offer | 6>,0.0784313725490196,0.0,4,0.38630065018376797,0.999999999983153,1
<O_SENT | 15>,W_Call_after_offer,<A_CANCELLED | 2>,0.0080411707944676,0.0,25,0.35483169769598255,1.0,1
<O_SENT | 15>,W_Call_after_offer,<A_CANCELLED | 64>,0.0238018655516243,0.0,74,0.35483169769598255,1.0,1
<O_SENT | 15>,W_Call_after_offer,<O_SENT_BACK | 2>,0.0170472820842714,0.0,53,0.35483169769598255,1.0,1
<O_SENT | 15>,W_Call_after_offer,<O_SENT_BACK | 64>,0.1058218076551946,0.0,329,0.35483169769598255,1.0,1
<O_SENT | 15>,W_Call_after_offer,<W_Call_after_offer | 32>,0.8452878739144419,0.0,2628,0.35483169769598255,1.0,1
<O_SENT | 15>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 32>,1.0,0.0,1,0.021032733077262705,0.24491866240370908,0
<O_SENT | 19>,W_Call_missing_information,<O_ACCEPTED | 61>,1.0,0.0,1,0.1354603618564473,0.24491866240370908,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0909090909090909,0.0,2,0.520056585840512,0.9999665971563038,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 40>,0.0454545454545454,0.0,1,0.520056585840512,0.9999665971563038,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 5>,0.2272727272727272,0.0,5,0.520056585840512,0.9999665971563038,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 61>,0.0909090909090909,0.0,2,0.520056585840512,0.9999665971563038,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 98>,0.1818181818181818,0.0,4,0.520056585840512,0.9999665971563038,1
<O_SENT | 20>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0454545454545454,0.0,1,0.520056585840512,0.9999665971563038,1
<O_SENT | 20>,W_Call_missing_information,<O_SENT_BACK | 5>,0.0454545454545454,0.0,1,0.520056585840512,0.9999665971563038,1
<O_SENT | 20>,W_Call_missing_information,<W_Call_missing_information | 20>,0.2727272727272727,0.0,6,0.520056585840512,0.9999665971563038,1
<O_SENT | 24>,W_Call_after_offer,<O_SENT_BACK | 24>,0.0227272727272727,0.0,3,0.3379490008680398,1.0,1
<O_SENT | 24>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0227272727272727,0.0,3,0.3379490008680398,1.0,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 114>,0.1136363636363636,0.0,15,0.3379490008680398,1.0,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 24>,0.6212121212121212,0.0,82,0.3379490008680398,1.0,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 8>,0.2196969696969697,0.0,29,0.3379490008680398,1.0,1
<O_SENT | 26>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0142857142857142,0.0,1,0.4548642345532866,0.9999999999999988,1
<O_SENT | 26>,W_Call_missing_information,<O_ACCEPTED | 26>,0.0142857142857142,0.0,1,0.4548642345532866,0.9999999999999988,1
<O_SENT | 26>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0142857142857142,0.0,1,0.4548642345532866,0.9999999999999988,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 134>,0.2142857142857142,0.0,15,0.4548642345532866,0.9999999999999988,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 26>,0.6571428571428571,0.0,46,0.4548642345532866,0.9999999999999988,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 81>,0.0857142857142857,0.0,6,0.4548642345532866,0.9999999999999988,1
<O_SENT | 36>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0232558139534883,0.0,1,0.47967632604706967,0.9999999990801889,1
<O_SENT | 36>,W_Call_missing_information,<O_ACCEPTED | 26>,0.2325581395348837,0.0,10,0.47967632604706967,0.9999999990801889,1
<O_SENT | 36>,W_Call_missing_information,<O_SENT_BACK | 26>,0.0465116279069767,0.0,2,0.47967632604706967,0.9999999990801889,1
<O_SENT | 36>,W_Call_missing_information,<W_Call_missing_information | 116>,0.0697674418604651,0.0,3,0.47967632604706967,0.9999999990801889,1
<O_SENT | 36>,W_Call_missing_information,<W_Call_missing_information | 36>,0.627906976744186,0.0,27,0.47967632604706967,0.9999999990801889,1
<O_SENT | 40>,W_Call_missing_information,<W_Call_missing_information | 40>,0.5,0.0,1,0.2125868702566688,0.4621171572600098,1
<O_SENT | 40>,W_Call_missing_information,<W_Call_missing_information | 5>,0.5,0.0,1,0.2125868702566688,0.4621171572600098,1
<O_SENT | 49>,W_Call_missing_information,<O_ACCEPTED | 49>,0.125,0.0,1,0.3440913507203932,0.9640275800758169,1
<O_SENT | 49>,W_Call_missing_information,<W_Call_missing_information | 123>,0.125,0.0,1,0.3440913507203932,0.9640275800758169,1
<O_SENT | 49>,W_Call_missing_information,<W_Call_missing_information | 49>,0.75,0.0,6,0.3440913507203932,0.9640275800758169,1
<O_SENT | 50>,W_Call_missing_information,<W_Call_missing_information | 50>,1.0,0.0,2,0.0011073337615454453,0.4621171572600098,1
<O_SENT | 5>,W_Call_missing_information,<A_CANCELLED | 5>,0.037037037037037,0.0,1,0.46837453719238015,0.9999972580855863,1
<O_SENT | 5>,W_Call_missing_information,<O_ACCEPTED | 5>,0.2222222222222222,0.0,6,0.46837453719238015,0.9999972580855863,1
<O_SENT | 5>,W_Call_missing_information,<O_ACCEPTED | 61>,0.037037037037037,0.0,1,0.46837453719238015,0.9999972580855863,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 49>,0.037037037037037,0.0,1,0.46837453719238015,0.9999972580855863,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 5>,0.4814814814814814,0.0,13,0.46837453719238015,0.9999972580855863,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 61>,0.1851851851851851,0.0,5,0.46837453719238015,0.9999972580855863,1
<O_SENT | 61>,W_Call_missing_information,<O_ACCEPTED | 61>,0.5,0.0,6,0.524125396937533,0.9950547536867305,1
<O_SENT | 61>,W_Call_missing_information,<O_SENT_BACK | 61>,0.0833333333333333,0.0,1,0.524125396937533,0.9950547536867305,1
<O_SENT | 61>,W_Call_missing_information,<W_Call_missing_information | 61>,0.4166666666666667,0.0,5,0.524125396937533,0.9950547536867305,1
<O_SENT | 66>,W_Call_after_offer,<A_CANCELLED | 2>,0.0060386473429951,0.0,5,0.35858384576073876,1.0,1
<O_SENT | 66>,W_Call_after_offer,<A_CANCELLED | 74>,0.0036231884057971,0.0,3,0.35858384576073876,1.0,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 2>,0.0531400966183574,0.0,44,0.35858384576073876,1.0,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 74>,0.0132850241545893,0.0,11,0.35858384576073876,1.0,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 93>,0.0036231884057971,0.0,3,0.35858384576073876,1.0,1
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 115>,0.8961352657004831,0.0,742,0.35858384576073876,1.0,1
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 127>,0.0241545893719806,0.0,20,0.35858384576073876,1.0,1
<O_SENT | 67>,W_Call_after_offer,<W_Call_after_offer | 67>,1.0,0.0,11,0.2507622554261485,0.9918597245682077,1
<O_SENT | 6>,W_Call_after_offer,<A_CANCELLED | 6>,0.0158730158730158,0.0,1,0.32613491809328576,0.9999999999999583,1
<O_SENT | 6>,W_Call_after_offer,<O_SENT_BACK | 67>,0.0158730158730158,0.0,1,0.32613491809328576,0.9999999999999583,1
<O_SENT | 6>,W_Call_after_offer,<O_SENT_BACK | 6>,0.0476190476190476,0.0,3,0.32613491809328576,0.9999999999999583,1
<O_SENT | 6>,W_Call_after_offer,<W_Call_after_offer | 67>,0.0317460317460317,0.0,2,0.32613491809328576,0.9999999999999583,1
<O_SENT | 6>,W_Call_after_offer,<W_Call_after_offer | 6>,0.8888888888888888,0.0,56,0.32613491809328576,0.9999999999999583,1
<O_SENT | 76>,W_Call_after_offer,<W_Call_after_offer | 76>,1.0,0.0,13,0.24637315748856556,0.996997635486526,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 49>,0.1,0.0,1,0.42167706247846604,0.9866142981514303,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 5>,0.1,0.0,1,0.42167706247846604,0.9866142981514303,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 81>,0.8,0.0,8,0.42167706247846604,0.9866142981514303,1
<O_SENT | 87>,W_Call_after_offer,<W_Call_after_offer | 6>,0.1176470588235294,0.0,2,0.3392906026877809,0.9995931460438896,1
<O_SENT | 87>,W_Call_after_offer,<W_Call_after_offer | 8>,0.8823529411764706,0.0,15,0.3392906026877809,0.9995931460438896,1
<O_SENT | 8>,W_Call_after_offer,<O_SENT_BACK | 6>,0.0149253731343283,0.0,2,0.34909133003533876,1.0,1
<O_SENT | 8>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0597014925373134,0.0,8,0.34909133003533876,1.0,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 138>,0.0074626865671641,0.0,1,0.34909133003533876,1.0,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 6>,0.1567164179104477,0.0,21,0.34909133003533876,1.0,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 8>,0.7611940298507462,0.0,102,0.34909133003533876,1.0,1
<O_SENT | 90>,W_Call_missing_information,<O_ACCEPTED | 137>,0.3333333333333333,0.0,1,0.34886669150481797,0.6351489523872873,1
<O_SENT | 90>,W_Call_missing_information,<O_ACCEPTED | 61>,0.3333333333333333,0.0,1,0.34886669150481797,0.6351489523872873,1
<O_SENT | 90>,W_Call_missing_information,<W_Call_missing_information | 90>,0.3333333333333333,0.0,1,0.34886669150481797,0.6351489523872873,1
<O_SENT | 98>,W_Call_missing_information,<O_ACCEPTED | 61>,0.3333333333333333,0.0,1,0.319671494004154,0.6351489523872873,1
<O_SENT | 98>,W_Call_missing_information,<W_Call_missing_information | 5>,0.3333333333333333,0.0,1,0.319671494004154,0.6351489523872873,1
<O_SENT | 98>,W_Call_missing_information,<W_Call_missing_information | 61>,0.3333333333333333,0.0,1,0.319671494004154,0.6351489523872873,1
<O_SENT_BACK | 110>,W_Assess_application,<O_ACCEPTED | 36>,0.2631578947368421,0.0,5,0.4720426990328973,0.9998503075449787,1
<O_SENT_BACK | 110>,W_Assess_application,<W_Assess_application | 104>,0.7368421052631579,0.0,14,0.4720426990328973,0.9998503075449787,1
<O_SENT_BACK | 114>,W_Assess_application,<O_ACCEPTED | 116>,0.0833333333333333,0.0,5,0.47953483360680493,0.9999999999998128,1
<O_SENT_BACK | 114>,W_Assess_application,<O_ACCEPTED | 36>,0.0666666666666666,0.0,4,0.47953483360680493,0.9999999999998128,1
<O_SENT_BACK | 114>,W_Assess_application,<W_Assess_application | 104>,0.55,0.0,33,0.47953483360680493,0.9999999999998128,1
<O_SENT_BACK | 114>,W_Assess_application,<W_Assess_application | 60>,0.3,0.0,18,0.47953483360680493,0.9999999999998128,1
<O_SENT_BACK | 123>,W_Assess_application,<O_ACCEPTED | 16>,0.5,0.0,1,0.20189351845844478,0.4621171572600098,1
<O_SENT_BACK | 123>,W_Assess_application,<W_Assess_application | 128>,0.5,0.0,1,0.20189351845844478,0.4621171572600098,1
