s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,10469,0.23289615582681408,1.0,1
<A_ACCEPTED | 0>,A_DECLINED,<A_DECLINED | 48>,1.0,0.0,10,0.0006966924226356109,0.0906594777770402,0
<O_DECLINED | 129>,END,<END | 133>,1.0,0.0,1,0.0,0.009090658660920847,1
<O_DECLINED | 16>,END,<END | 133>,1.0,0.0,1,0.0,0.009090658660920847,1
<O_DECLINED | 24>,END,<END | 100>,1.0,0.0214301921434059,1,0.00019481456181365072,0.009090658660920847,1
<O_DECLINED | 2>,END,<END | 100>,0.5,0.0214301921434059,4,0.002260913671456645,0.07259931903970274,1
<O_DECLINED | 2>,END,<END | 2>,0.5,0.0408545152440066,4,0.002260913671456645,0.07259931903970274,1
<O_DECLINED | 31>,END,<END | 31>,1.0,0.0407856001069096,1,0.00037076796885273197,0.009090658660920847,1
<O_DECLINED | 43>,END,<END | 100>,1.0,0.0214301921434059,2,0.00038959692730804955,0.018179814940573413,1
<O_DECLINED | 49>,END,<END | 133>,1.0,0.0,1,0.0,0.009090658660920847,1
<O_DECLINED | 57>,END,<END | 100>,0.9940652818991098,0.0214301921434058,335,0.021294282064714933,0.9956444556997743,1
<O_DECLINED | 57>,END,<END | 23>,0.0059347181008902,0.0142257802331998,2,0.021294282064714933,0.9956444556997743,1
<O_DECLINED | 64>,END,<END | 100>,0.0625,0.0214301921434059,1,0.0057238407994532935,0.14443735771310517,1
<O_DECLINED | 64>,END,<END | 64>,0.9375,0.0408417572220867,15,0.0057238407994532935,0.14443735771310517,1
<O_DECLINED | 6>,END,<END | 23>,1.0,0.0142257802331998,1,0.00012932171228529436,0.009090658660920847,1
<O_DECLINED | 74>,END,<END | 100>,1.0,0.0214301921434059,1,0.00019481456181365072,0.009090658660920847,1
<O_DECLINED | 87>,END,<END | 100>,0.5,0.0214301921434059,1,0.0003241094896664446,0.018179814940573413,1
<O_DECLINED | 87>,END,<END | 23>,0.5,0.0142257802331998,1,0.0003241094896664446,0.018179814940573413,1
<O_DECLINED | 8>,END,<END | 8>,1.0,0.0408474202136885,1,0.00037132995434184063,0.009090658660920847,1
<O_DECLINED | 95>,END,<END | 133>,0.6,2.0816681711721685e-17,33,0.00235599132461667,0.4621171572600098,1
<O_DECLINED | 95>,END,<END | 54>,0.4,0.0127456386741072,22,0.00235599132461667,0.4621171572600098,1
<O_SELECTED | 102>,O_CREATED,<O_CREATED | 102>,0.3076923076923077,0.0,4,0.0007236316104540934,0.11763466194590655,1
<O_SELECTED | 102>,O_CREATED,<O_CREATED | 134>,0.5384615384615384,0.0,7,0.0007236316104540934,0.11763466194590655,1
<O_SELECTED | 102>,O_CREATED,<O_CREATED | 5>,0.0769230769230769,0.0,1,0.0007236316104540934,0.11763466194590655,1
<O_SELECTED | 102>,O_CREATED,<O_CREATED | 98>,0.0769230769230769,0.0,1,0.0007236316104540934,0.11763466194590655,1
<O_SELECTED | 110>,O_CREATED,<O_CREATED | 24>,1.0,0.0,16,0.003963118976701958,0.14443735771310517,1
<O_SELECTED | 114>,O_CREATED,<O_CREATED | 114>,0.8846153846153846,0.0,115,0.020014435857043135,0.8280240652015368,1
<O_SELECTED | 114>,O_CREATED,<O_CREATED | 138>,0.0615384615384615,0.0,8,0.020014435857043135,0.8280240652015368,1
<O_SELECTED | 114>,O_CREATED,<O_CREATED | 8>,0.0538461538461538,0.0,7,0.020014435857043135,0.8280240652015368,1
<O_SELECTED | 116>,O_CREATED,<O_CREATED | 116>,0.875,0.0,28,0.0032224787024336806,0.28297132511028,1
<O_SELECTED | 116>,O_CREATED,<O_CREATED | 20>,0.125,0.0,4,0.0032224787024336806,0.28297132511028,1
<O_SELECTED | 117>,O_CREATED,<O_CREATED | 62>,1.0,0.0,3,0.00011918013738565073,0.027265967450698758,1
<O_SELECTED | 123>,O_CREATED,<O_CREATED | 123>,1.0,0.0,1,1.249068232472572e-13,0.009090658660920847,1
<O_SELECTED | 124>,A_FINALIZED,<A_FINALIZED | 124>,1.0,0.0,182,0.11822890186289797,0.929478738041571,1
<O_SELECTED | 128>,O_CREATED,<O_CREATED | 128>,1.0,0.0,4,2.03889799028818e-07,0.0363476167876613,1
<O_SELECTED | 131>,A_FINALIZED,<A_FINALIZED | 124>,1.0,0.0,2,0.0023124569379859975,0.018179814940573413,1
<O_SELECTED | 134>,O_CREATED,<O_CREATED | 134>,1.0,0.0,4,0.0003804165192129628,0.0363476167876613,1
<O_SELECTED | 137>,O_CREATED,<O_CREATED | 137>,1.0,0.0,2,1.5849230403221398e-08,0.018179814940573413,1
<O_SELECTED | 138>,O_CREATED,<O_CREATED | 138>,0.8478260869565217,0.0,39,0.0003044539068195581,0.3953976070450098,1
<O_SELECTED | 138>,O_CREATED,<O_CREATED | 6>,0.0652173913043478,0.0,3,0.0003044539068195581,0.3953976070450098,1
<O_SELECTED | 138>,O_CREATED,<O_CREATED | 76>,0.0869565217391304,0.0,4,0.0003044539068195581,0.3953976070450098,1
<O_SELECTED | 19>,O_CREATED,<O_CREATED | 128>,0.25,0.0,1,8.803939622431252e-07,0.0363476167876613,1
<O_SELECTED | 19>,O_CREATED,<O_CREATED | 19>,0.5,0.0,2,8.803939622431252e-07,0.0363476167876613,1
<O_SELECTED | 19>,O_CREATED,<O_CREATED | 61>,0.25,0.0,1,8.803939622431252e-07,0.0363476167876613,1
<O_SELECTED | 1>,O_CREATED,<O_CREATED | 102>,0.1052631578947368,0.0,2,0.001628813332347346,0.1710297715624275,1
<O_SELECTED | 1>,O_CREATED,<O_CREATED | 134>,0.8947368421052632,0.0,17,0.001628813332347346,0.1710297715624275,1
<O_SELECTED | 20>,O_CREATED,<O_CREATED | 20>,1.0,0.0,11,0.0001631142363977387,0.09966799462495579,1
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 114>,0.1052631578947368,0.0,10,0.01818810556304645,0.6981264792941997,1
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 24>,0.8210526315789474,0.0,78,0.01818810556304645,0.6981264792941997,1
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 87>,0.0105263157894736,0.0,1,0.01818810556304645,0.6981264792941997,1
<O_SELECTED | 24>,O_CREATED,<O_CREATED | 8>,0.0631578947368421,0.0,6,0.01818810556304645,0.6981264792941997,1
<O_SELECTED | 26>,O_CREATED,<O_CREATED | 134>,0.375,0.0,6,0.0014774199761980063,0.14443735771310517,1
<O_SELECTED | 26>,O_CREATED,<O_CREATED | 26>,0.5625,0.0,9,0.0014774199761980063,0.14443735771310517,1
<O_SELECTED | 26>,O_CREATED,<O_CREATED | 81>,0.0625,0.0,1,0.0014774199761980063,0.14443735771310517,1
<O_SELECTED | 36>,O_CREATED,<O_CREATED | 116>,0.1935483870967742,0.0,12,0.005561549366082241,0.5106704789224957,1
<O_SELECTED | 36>,O_CREATED,<O_CREATED | 36>,0.8064516129032258,0.0,50,0.005561549366082241,0.5106704789224957,1
<O_SELECTED | 37>,A_FINALIZED,<A_FINALIZED | 124>,1.0,0.0,2,0.0023124569379859975,0.018179814940573413,1
<O_SELECTED | 39>,O_CREATED,<O_CREATED | 128>,0.6,0.0,3,1.9902364649686948e-07,0.04542326652127837,1
<O_SELECTED | 39>,O_CREATED,<O_CREATED | 19>,0.2,0.0,1,1.9902364649686948e-07,0.04542326652127837,1
<O_SELECTED | 39>,O_CREATED,<O_CREATED | 49>,0.2,0.0,1,1.9902364649686948e-07,0.04542326652127837,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 134>,0.3076923076923077,0.0,4,0.0004270949768674029,0.11763466194590655,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 40>,0.4615384615384615,0.0,6,0.0004270949768674029,0.11763466194590655,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 5>,0.1538461538461538,0.0,2,0.0004270949768674029,0.11763466194590655,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 98>,0.0769230769230769,0.0,1,0.0004270949768674029,0.11763466194590655,1
<O_SELECTED | 48>,A_FINALIZED,<A_FINALIZED | 124>,0.0330901511203751,0.0,127,0.23969389115776837,1.0,1
<O_SELECTED | 48>,A_FINALIZED,<A_FINALIZED | 35>,0.9669098488796248,0.0,3711,0.23969389115776837,1.0,1
<O_SELECTED | 49>,O_CREATED,<O_CREATED | 49>,1.0,0.0,2,2.9808349405819964e-08,0.018179814940573413,1
<O_SELECTED | 50>,O_CREATED,<O_CREATED | 50>,1.0,0.0,1,1.249068232472572e-13,0.009090658660920847,1
<O_SELECTED | 51>,O_CREATED,<O_CREATED | 36>,1.0,0.0,2,0.00018974252654330745,0.018179814940573413,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 110>,0.8883878241262683,0.0,788,0.05368078713570808,0.9999998018270387,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 114>,0.0552423900789177,0.0,49,0.05368078713570808,0.9999998018270387,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 24>,0.0552423900789177,0.0,49,0.05368078713570808,0.9999998018270387,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 87>,0.0011273957158962,0.0,1,0.05368078713570808,0.9999998018270387,1
<O_SELECTED | 5>,O_CREATED,<O_CREATED | 5>,1.0,0.0,3,1.4759000332351987e-05,0.027265967450698758,1
<O_SELECTED | 61>,O_CREATED,<O_CREATED | 61>,1.0,0.0,3,2.301169880823932e-06,0.027265967450698758,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 134>,0.0459770114942528,0.0,4,0.006059482944522891,0.6589237255090266,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 26>,0.6666666666666666,0.0,58,0.006059482944522891,0.6589237255090266,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 62>,0.2873563218390804,0.0,25,0.006059482944522891,0.6589237255090266,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 134>,0.2777777777777778,0.0,5,0.0005082156817065519,0.16219128357450507,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 5>,0.2777777777777778,0.0,5,0.0005082156817065519,0.16219128357450507,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 81>,0.4444444444444444,0.0,8,0.0005082156817065519,0.16219128357450507,1
<O_SELECTED | 67>,O_CREATED,<O_CREATED | 67>,1.0,0.0,6,3.23778390423256e-07,0.0544914241794795,1
<O_SELECTED | 6>,O_CREATED,<O_CREATED | 6>,1.0,0.0,37,0.0001434278704239088,0.3242271438999971,1
<O_SELECTED | 76>,O_CREATED,<O_CREATED | 76>,1.0,0.0,5,1.5911318925302846e-07,0.04542326652127837,1
<O_SELECTED | 77>,O_CREATED,<O_CREATED | 49>,1.0,0.0,1,1.490540638502369e-08,0.009090658660920847,1
<O_SELECTED | 81>,O_CREATED,<O_CREATED | 5>,0.3333333333333333,0.0,1,8.021169331250061e-06,0.027265967450698758,1
<O_SELECTED | 81>,O_CREATED,<O_CREATED | 81>,0.6666666666666666,0.0,2,8.021169331250061e-06,0.027265967450698758,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 138>,0.0638297872340425,0.0,3,0.0018259076632791708,0.4030395703269315,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 6>,0.1276595744680851,0.0,6,0.0018259076632791708,0.4030395703269315,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 87>,0.5106382978723404,0.0,24,0.0018259076632791708,0.4030395703269315,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 8>,0.2978723404255319,0.0,14,0.0018259076632791708,0.4030395703269315,1
<O_SELECTED | 8>,O_CREATED,<O_CREATED | 6>,0.0410958904109589,0.0,3,0.006211613998636922,0.580778308129397,1
<O_SELECTED | 8>,O_CREATED,<O_CREATED | 8>,0.958904109589041,0.0,70,0.006211613998636922,0.580778308129397,1
<O_SELECTED | 90>,O_CREATED,<O_CREATED | 90>,1.0,0.0,3,2.1438775562970715e-07,0.027265967450698758,1
<O_SELECTED | 98>,O_CREATED,<O_CREATED | 61>,0.25,0.0,2,7.884160458971569e-06,0.07259931903970274,1
<O_SELECTED | 98>,O_CREATED,<O_CREATED | 98>,0.75,0.0,6,7.884160458971569e-06,0.07259931903970274,1
<O_SENT | 110>,W_Call_after_offer,<A_CANCELLED | 110>,0.0042075736325385,0.0,3,0.05916731596058301,0.999995311939156,1
<O_SENT | 110>,W_Call_after_offer,<A_CANCELLED | 24>,0.0126227208976157,0.0,9,0.05916731596058301,0.999995311939156,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 110>,0.0266479663394109,0.0,19,0.05916731596058301,0.999995311939156,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 114>,0.0070126227208976,0.0,5,0.05916731596058301,0.999995311939156,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 24>,0.0476858345021037,0.0,34,0.05916731596058301,0.999995311939156,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 110>,0.7279102384291725,0.0,519,0.05916731596058301,0.999995311939156,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 114>,0.1290322580645161,0.0,92,0.05916731596058301,0.999995311939156,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 24>,0.0448807854137447,0.0,32,0.05916731596058301,0.999995311939156,1
<O_SENT | 114>,W_Call_after_offer,<A_CANCELLED | 114>,0.0048076923076923,0.0,1,0.03146973986486795,0.9554523830104151,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 114>,0.0336538461538461,0.0,7,0.03146973986486795,0.9554523830104151,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 138>,0.0048076923076923,0.0,1,0.03146973986486795,0.9554523830104151,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0288461538461538,0.0,6,0.03146973986486795,0.9554523830104151,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 114>,0.6875,0.0,143,0.03146973986486795,0.9554523830104151,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 138>,0.0192307692307692,0.0,4,0.03146973986486795,0.9554523830104151,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 8>,0.2211538461538461,0.0,46,0.03146973986486795,0.9554523830104151,1
<O_SENT | 116>,W_Call_missing_information,<O_ACCEPTED | 134>,0.5238095238095238,0.0,22,0.041903506192122915,0.36428541303992434,1
<O_SENT | 116>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0476190476190476,0.0,2,0.041903506192122915,0.36428541303992434,1
<O_SENT | 116>,W_Call_missing_information,<W_Call_missing_information | 116>,0.2857142857142857,0.0,12,0.041903506192122915,0.36428541303992434,1
<O_SENT | 116>,W_Call_missing_information,<W_Call_missing_information | 20>,0.1428571428571428,0.0,6,0.041903506192122915,0.36428541303992434,1
<O_SENT | 123>,W_Call_missing_information,<W_Call_missing_information | 123>,1.0,0.0,1,6.209126500002555e-08,0.009090658660920847,1
<O_SENT | 127>,W_Call_after_offer,<A_CANCELLED | 93>,0.0116279069767441,0.0,1,0.010458386148429262,0.6537490568253829,1
<O_SENT | 127>,W_Call_after_offer,<O_SENT_BACK | 93>,0.0348837209302325,0.0,3,0.010458386148429262,0.6537490568253829,1
<O_SENT | 127>,W_Call_after_offer,<W_Call_after_offer | 127>,0.9534883720930232,0.0,82,0.010458386148429262,0.6537490568253829,1
<O_SENT | 128>,W_Call_missing_information,<A_CANCELLED | 128>,0.125,0.0,1,7.726574740862139e-05,0.07259931903970274,1
<O_SENT | 128>,W_Call_missing_information,<O_ACCEPTED | 123>,0.125,0.0,1,7.726574740862139e-05,0.07259931903970274,1
<O_SENT | 128>,W_Call_missing_information,<O_ACCEPTED | 128>,0.25,0.0,2,7.726574740862139e-05,0.07259931903970274,1
<O_SENT | 128>,W_Call_missing_information,<W_Call_missing_information | 123>,0.375,0.0,3,7.726574740862139e-05,0.07259931903970274,1
<O_SENT | 128>,W_Call_missing_information,<W_Call_missing_information | 128>,0.125,0.0,1,7.726574740862139e-05,0.07259931903970274,1
<O_SENT | 134>,W_Call_missing_information,<O_ACCEPTED | 134>,0.171875,0.0,11,0.03217052829671932,0.5239856660613766,1
<O_SENT | 134>,W_Call_missing_information,<O_ACCEPTED | 5>,0.21875,0.0,14,0.03217052829671932,0.5239856660613766,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 134>,0.46875,0.0,30,0.03217052829671932,0.5239856660613766,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 5>,0.078125,0.0,5,0.03217052829671932,0.5239856660613766,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 81>,0.0625,0.0,4,0.03217052829671932,0.5239856660613766,1
<O_SENT | 137>,W_Call_missing_information,<O_ACCEPTED | 137>,1.0,0.0,2,4.795448847262298e-05,0.018179814940573413,1
<O_SENT | 138>,W_Call_after_offer,<W_Call_after_offer | 138>,0.9215686274509804,0.0,47,0.002357323126944165,0.43304330712551586,1
<O_SENT | 138>,W_Call_after_offer,<W_Call_after_offer | 6>,0.0784313725490196,0.0,4,0.002357323126944165,0.43304330712551586,1
<O_SENT | 15>,W_Call_after_offer,<A_CANCELLED | 2>,0.0080411707944676,0.0,25,0.2590608426368648,1.0,1
<O_SENT | 15>,W_Call_after_offer,<A_CANCELLED | 64>,0.0238018655516243,0.0,74,0.2590608426368648,1.0,1
<O_SENT | 15>,W_Call_after_offer,<O_SENT_BACK | 2>,0.0170472820842714,0.0,53,0.2590608426368648,1.0,1
<O_SENT | 15>,W_Call_after_offer,<O_SENT_BACK | 64>,0.1058218076551946,0.0,329,0.2590608426368648,1.0,1
<O_SENT | 15>,W_Call_after_offer,<W_Call_after_offer | 32>,0.8452878739144419,0.0,2628,0.2590608426368648,1.0,1
<O_SENT | 15>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 32>,1.0,0.0,1,2.0563180608223136e-05,0.009090658660920847,0
<O_SENT | 19>,W_Call_missing_information,<O_ACCEPTED | 61>,1.0,0.0,1,0.00025821057440572154,0.009090658660920847,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0909090909090909,0.0,2,0.01207585424151839,0.197375320224904,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 40>,0.0454545454545454,0.0,1,0.01207585424151839,0.197375320224904,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 5>,0.2272727272727272,0.0,5,0.01207585424151839,0.197375320224904,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 61>,0.0909090909090909,0.0,2,0.01207585424151839,0.197375320224904,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 98>,0.1818181818181818,0.0,4,0.01207585424151839,0.197375320224904,1
<O_SENT | 20>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0454545454545454,0.0,1,0.01207585424151839,0.197375320224904,1
<O_SENT | 20>,W_Call_missing_information,<O_SENT_BACK | 5>,0.0454545454545454,0.0,1,0.01207585424151839,0.197375320224904,1
<O_SENT | 20>,W_Call_missing_information,<W_Call_missing_information | 20>,0.2727272727272727,0.0,6,0.01207585424151839,0.197375320224904,1
<O_SENT | 24>,W_Call_after_offer,<O_SENT_BACK | 24>,0.0227272727272727,0.0,3,0.038695437980838084,0.8336546070121552,1
<O_SENT | 24>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0227272727272727,0.0,3,0.038695437980838084,0.8336546070121552,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 114>,0.1136363636363636,0.0,15,0.038695437980838084,0.8336546070121552,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 24>,0.6212121212121212,0.0,82,0.038695437980838084,0.8336546070121552,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 8>,0.2196969696969697,0.0,29,0.038695437980838084,0.8336546070121552,1
<O_SENT | 26>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0142857142857142,0.0,1,0.01699932754539661,0.5624185091066973,1
<O_SENT | 26>,W_Call_missing_information,<O_ACCEPTED | 26>,0.0142857142857142,0.0,1,0.01699932754539661,0.5624185091066973,1
<O_SENT | 26>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0142857142857142,0.0,1,0.01699932754539661,0.5624185091066973,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 134>,0.2142857142857142,0.0,15,0.01699932754539661,0.5624185091066973,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 26>,0.6571428571428571,0.0,46,0.01699932754539661,0.5624185091066973,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 81>,0.0857142857142857,0.0,6,0.01699932754539661,0.5624185091066973,1
<O_SENT | 36>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0232558139534883,0.0,1,0.01988967709380895,0.372143682785369,1
<O_SENT | 36>,W_Call_missing_information,<O_ACCEPTED | 26>,0.2325581395348837,0.0,10,0.01988967709380895,0.372143682785369,1
<O_SENT | 36>,W_Call_missing_information,<O_SENT_BACK | 26>,0.0465116279069767,0.0,2,0.01988967709380895,0.372143682785369,1
<O_SENT | 36>,W_Call_missing_information,<W_Call_missing_information | 116>,0.0697674418604651,0.0,3,0.01988967709380895,0.372143682785369,1
<O_SENT | 36>,W_Call_missing_information,<W_Call_missing_information | 36>,0.627906976744186,0.0,27,0.01988967709380895,0.372143682785369,1
<O_SENT | 40>,W_Call_missing_information,<W_Call_missing_information | 40>,0.5,0.0,1,0.00010722346131005272,0.018179814940573413,1
<O_SENT | 40>,W_Call_missing_information,<W_Call_missing_information | 5>,0.5,0.0,1,0.00010722346131005272,0.018179814940573413,1
<O_SENT | 49>,W_Call_missing_information,<O_ACCEPTED | 49>,0.125,0.0,1,6.012592840034816e-05,0.07259931903970274,1
<O_SENT | 49>,W_Call_missing_information,<W_Call_missing_information | 123>,0.125,0.0,1,6.012592840034816e-05,0.07259931903970274,1
<O_SENT | 49>,W_Call_missing_information,<W_Call_missing_information | 49>,0.75,0.0,6,6.012592840034816e-05,0.07259931903970274,1
<O_SENT | 50>,W_Call_missing_information,<W_Call_missing_information | 50>,1.0,0.0,2,1.5114558331954766e-09,0.018179814940573413,1
<O_SENT | 5>,W_Call_missing_information,<A_CANCELLED | 5>,0.037037037037037,0.0,1,0.005668111166123354,0.24064113506740503,1
<O_SENT | 5>,W_Call_missing_information,<O_ACCEPTED | 5>,0.2222222222222222,0.0,6,0.005668111166123354,0.24064113506740503,1
<O_SENT | 5>,W_Call_missing_information,<O_ACCEPTED | 61>,0.037037037037037,0.0,1,0.005668111166123354,0.24064113506740503,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 49>,0.037037037037037,0.0,1,0.005668111166123354,0.24064113506740503,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 5>,0.4814814814814814,0.0,13,0.005668111166123354,0.24064113506740503,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 61>,0.1851851851851851,0.0,5,0.005668111166123354,0.24064113506740503,1
<O_SENT | 61>,W_Call_missing_information,<O_ACCEPTED | 61>,0.5,0.0,6,0.0015488152296141446,0.10866020195779524,1
<O_SENT | 61>,W_Call_missing_information,<O_SENT_BACK | 61>,0.0833333333333333,0.0,1,0.0015488152296141446,0.10866020195779524,1
<O_SENT | 61>,W_Call_missing_information,<W_Call_missing_information | 61>,0.4166666666666667,0.0,5,0.0015488152296141446,0.10866020195779524,1
<O_SENT | 66>,W_Call_after_offer,<A_CANCELLED | 2>,0.0060386473429951,0.0,5,0.16601291741822663,0.9999994206728909,1
<O_SENT | 66>,W_Call_after_offer,<A_CANCELLED | 74>,0.0036231884057971,0.0,3,0.16601291741822663,0.9999994206728909,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 2>,0.0531400966183574,0.0,44,0.16601291741822663,0.9999994206728909,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 74>,0.0132850241545893,0.0,11,0.16601291741822663,0.9999994206728909,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 93>,0.0036231884057971,0.0,3,0.16601291741822663,0.9999994206728909,1
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 115>,0.8961352657004831,0.0,742,0.16601291741822663,0.9999994206728909,1
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 127>,0.0241545893719806,0.0,20,0.16601291741822663,0.9999994206728909,1
<O_SENT | 67>,W_Call_after_offer,<W_Call_after_offer | 67>,1.0,0.0,11,0.00010904143100940163,0.09966799462495579,1
<O_SENT | 6>,W_Call_after_offer,<A_CANCELLED | 6>,0.0158730158730158,0.0,1,0.0011657299261297453,0.5173593840703492,1
<O_SENT | 6>,W_Call_after_offer,<O_SENT_BACK | 67>,0.0158730158730158,0.0,1,0.0011657299261297453,0.5173593840703492,1
<O_SENT | 6>,W_Call_after_offer,<O_SENT_BACK | 6>,0.0476190476190476,0.0,3,0.0011657299261297453,0.5173593840703492,1
<O_SENT | 6>,W_Call_after_offer,<W_Call_after_offer | 67>,0.0317460317460317,0.0,2,0.0011657299261297453,0.5173593840703492,1
<O_SENT | 6>,W_Call_after_offer,<W_Call_after_offer | 6>,0.8888888888888888,0.0,56,0.0011657299261297453,0.5173593840703492,1
<O_SENT | 76>,W_Call_after_offer,<W_Call_after_offer | 76>,1.0,0.0,13,4.290872105949288e-05,0.11763466194590655,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 49>,0.1,0.0,1,0.0012191105508071037,0.0906594777770402,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 5>,0.1,0.0,1,0.0012191105508071037,0.0906594777770402,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 81>,0.8,0.0,8,0.0012191105508071037,0.0906594777770402,1
<O_SENT | 87>,W_Call_after_offer,<W_Call_after_offer | 6>,0.1176470588235294,0.0,2,0.0033480997300281722,0.1533266937154637,1
<O_SENT | 87>,W_Call_after_offer,<W_Call_after_offer | 8>,0.8823529411764706,0.0,15,0.0033480997300281722,0.1533266937154637,1
<O_SENT | 8>,W_Call_after_offer,<O_SENT_BACK | 6>,0.0149253731343283,0.0,2,0.017799790064762632,0.8391170273660753,1
<O_SENT | 8>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0597014925373134,0.0,8,0.017799790064762632,0.8391170273660753,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 138>,0.0074626865671641,0.0,1,0.017799790064762632,0.8391170273660753,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 6>,0.1567164179104477,0.0,21,0.017799790064762632,0.8391170273660753,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 8>,0.7611940298507462,0.0,102,0.017799790064762632,0.8391170273660753,1
<O_SENT | 90>,W_Call_missing_information,<O_ACCEPTED | 137>,0.3333333333333333,0.0,1,0.00028837536281323925,0.027265967450698758,1
<O_SENT | 90>,W_Call_missing_information,<O_ACCEPTED | 61>,0.3333333333333333,0.0,1,0.00028837536281323925,0.027265967450698758,1
<O_SENT | 90>,W_Call_missing_information,<W_Call_missing_information | 90>,0.3333333333333333,0.0,1,0.00028837536281323925,0.027265967450698758,1
<O_SENT | 98>,W_Call_missing_information,<O_ACCEPTED | 61>,0.3333333333333333,0.0,1,0.0003308100676096857,0.027265967450698758,1
<O_SENT | 98>,W_Call_missing_information,<W_Call_missing_information | 5>,0.3333333333333333,0.0,1,0.0003308100676096857,0.027265967450698758,1
<O_SENT | 98>,W_Call_missing_information,<W_Call_missing_information | 61>,0.3333333333333333,0.0,1,0.0003308100676096857,0.027265967450698758,1
