s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,10469,0.3176330306029596,1,1
<A_ACCEPTED | 0>,A_DECLINED,<A_DECLINED | 48>,1.0,0.0,10,0.0,0,0
<O_SELECTED | 39>,O_CREATED,<O_CREATED | 49>,0.2,0.0,1,0.0,0,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 134>,0.3076923076923077,0.0,4,0.18412839772774905,1,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 40>,0.4615384615384615,0.0,6,0.18412839772774905,1,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 5>,0.1538461538461538,0.0,2,0.18412839772774905,1,1
<O_SELECTED | 40>,O_CREATED,<O_CREATED | 98>,0.0769230769230769,0.0,1,0.18412839772774905,1,1
<O_SELECTED | 48>,A_FINALIZED,<A_FINALIZED | 124>,0.0330901511203751,0.0,127,0.32676008841756865,1,1
<O_SELECTED | 48>,A_FINALIZED,<A_FINALIZED | 35>,0.9669098488796248,0.0,3711,0.32676008841756865,1,1
<O_SELECTED | 49>,O_CREATED,<O_CREATED | 49>,1.0,0.0,2,0.0,0,1
<O_SELECTED | 50>,O_CREATED,<O_CREATED | 50>,1.0,0.0,1,0.0,0,1
<O_SELECTED | 51>,O_CREATED,<O_CREATED | 36>,1.0,0.0,2,0.0,0,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 110>,0.8883878241262683,0.0,788,0.3228266958542653,1,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 114>,0.0552423900789177,0.0,49,0.3228266958542653,1,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 24>,0.0552423900789177,0.0,49,0.3228266958542653,1,1
<O_SELECTED | 58>,O_CREATED,<O_CREATED | 87>,0.0011273957158962,0.0,1,0.3228266958542653,1,1
<O_SELECTED | 5>,O_CREATED,<O_CREATED | 5>,1.0,0.0,3,0.0,0,1
<O_SELECTED | 61>,O_CREATED,<O_CREATED | 61>,1.0,0.0,3,0.0,0,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 134>,0.0459770114942528,0.0,4,0.3719805302324497,1,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 26>,0.6666666666666666,0.0,58,0.3719805302324497,1,1
<O_SELECTED | 62>,O_CREATED,<O_CREATED | 62>,0.2873563218390804,0.0,25,0.3719805302324497,1,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 134>,0.2777777777777778,0.0,5,0.21497431950276757,1,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 5>,0.2777777777777778,0.0,5,0.21497431950276757,1,1
<O_SELECTED | 63>,O_CREATED,<O_CREATED | 81>,0.4444444444444444,0.0,8,0.21497431950276757,1,1
<O_SELECTED | 67>,O_CREATED,<O_CREATED | 67>,1.0,0.0,6,0.0,0,1
<O_SELECTED | 6>,O_CREATED,<O_CREATED | 6>,1.0,0.0,37,0.19008911596511568,1,1
<O_SELECTED | 76>,O_CREATED,<O_CREATED | 76>,1.0,0.0,5,0.0,0,1
<O_SELECTED | 77>,O_CREATED,<O_CREATED | 49>,1.0,0.0,1,0.0,0,1
<O_SELECTED | 81>,O_CREATED,<O_CREATED | 5>,0.3333333333333333,0.0,1,0.0,0,1
<O_SELECTED | 81>,O_CREATED,<O_CREATED | 81>,0.6666666666666666,0.0,2,0.0,0,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 138>,0.0638297872340425,0.0,3,0.2833894726355217,1,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 6>,0.1276595744680851,0.0,6,0.2833894726355217,1,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 87>,0.5106382978723404,0.0,24,0.2833894726355217,1,1
<O_SELECTED | 87>,O_CREATED,<O_CREATED | 8>,0.2978723404255319,0.0,14,0.2833894726355217,1,1
<O_SELECTED | 8>,O_CREATED,<O_CREATED | 6>,0.0410958904109589,0.0,3,0.2935367875214455,1,1
<O_SELECTED | 8>,O_CREATED,<O_CREATED | 8>,0.958904109589041,0.0,70,0.2935367875214455,1,1
<O_SELECTED | 90>,O_CREATED,<O_CREATED | 90>,1.0,0.0,3,0.0,0,1
<O_SELECTED | 98>,O_CREATED,<O_CREATED | 61>,0.25,0.0,2,0.0,0,1
<O_SELECTED | 98>,O_CREATED,<O_CREATED | 98>,0.75,0.0,6,0.0,0,1
<O_SENT | 110>,W_Call_after_offer,<A_CANCELLED | 110>,0.0042075736325385,0.0,3,0.3245948959600236,1,1
<O_SENT | 110>,W_Call_after_offer,<A_CANCELLED | 24>,0.0126227208976157,0.0,9,0.3245948959600236,1,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 110>,0.0266479663394109,0.0,19,0.3245948959600236,1,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 114>,0.0070126227208976,0.0,5,0.3245948959600236,1,1
<O_SENT | 110>,W_Call_after_offer,<O_SENT_BACK | 24>,0.0476858345021037,0.0,34,0.3245948959600236,1,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 110>,0.7279102384291725,0.0,519,0.3245948959600236,1,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 114>,0.1290322580645161,0.0,92,0.3245948959600236,1,1
<O_SENT | 110>,W_Call_after_offer,<W_Call_after_offer | 24>,0.0448807854137447,0.0,32,0.3245948959600236,1,1
<O_SENT | 114>,W_Call_after_offer,<A_CANCELLED | 114>,0.0048076923076923,0.0,1,0.32147026027732506,1,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 114>,0.0336538461538461,0.0,7,0.32147026027732506,1,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 138>,0.0048076923076923,0.0,1,0.32147026027732506,1,1
<O_SENT | 114>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0288461538461538,0.0,6,0.32147026027732506,1,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 114>,0.6875,0.0,143,0.32147026027732506,1,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 138>,0.0192307692307692,0.0,4,0.32147026027732506,1,1
<O_SENT | 114>,W_Call_after_offer,<W_Call_after_offer | 8>,0.2211538461538461,0.0,46,0.32147026027732506,1,1
<O_SENT | 116>,W_Call_missing_information,<O_ACCEPTED | 134>,0.5238095238095238,0.0,22,0.4880865629105393,1,1
<O_SENT | 116>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0476190476190476,0.0,2,0.4880865629105393,1,1
<O_SENT | 116>,W_Call_missing_information,<W_Call_missing_information | 116>,0.2857142857142857,0.0,12,0.4880865629105393,1,1
<O_SENT | 116>,W_Call_missing_information,<W_Call_missing_information | 20>,0.1428571428571428,0.0,6,0.4880865629105393,1,1
<O_SENT | 123>,W_Call_missing_information,<W_Call_missing_information | 123>,1.0,0.0,1,0.0,0,1
<O_SENT | 127>,W_Call_after_offer,<A_CANCELLED | 93>,0.0116279069767441,0.0,1,0.228022072743296,1,1
<O_SENT | 127>,W_Call_after_offer,<O_SENT_BACK | 93>,0.0348837209302325,0.0,3,0.228022072743296,1,1
<O_SENT | 127>,W_Call_after_offer,<W_Call_after_offer | 127>,0.9534883720930232,0.0,82,0.228022072743296,1,1
<O_SENT | 128>,W_Call_missing_information,<A_CANCELLED | 128>,0.125,0.0,1,0.0,0,1
<O_SENT | 128>,W_Call_missing_information,<O_ACCEPTED | 123>,0.125,0.0,1,0.0,0,1
<O_SENT | 128>,W_Call_missing_information,<O_ACCEPTED | 128>,0.25,0.0,2,0.0,0,1
<O_SENT | 128>,W_Call_missing_information,<W_Call_missing_information | 123>,0.375,0.0,3,0.0,0,1
<O_SENT | 128>,W_Call_missing_information,<W_Call_missing_information | 128>,0.125,0.0,1,0.0,0,1
<O_SENT | 134>,W_Call_missing_information,<O_ACCEPTED | 134>,0.171875,0.0,11,0.4421519797707676,1,1
<O_SENT | 134>,W_Call_missing_information,<O_ACCEPTED | 5>,0.21875,0.0,14,0.4421519797707676,1,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 134>,0.46875,0.0,30,0.4421519797707676,1,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 5>,0.078125,0.0,5,0.4421519797707676,1,1
<O_SENT | 134>,W_Call_missing_information,<W_Call_missing_information | 81>,0.0625,0.0,4,0.4421519797707676,1,1
<O_SENT | 137>,W_Call_missing_information,<O_ACCEPTED | 137>,1.0,0.0,2,0.0,0,1
<O_SENT | 138>,W_Call_after_offer,<W_Call_after_offer | 138>,0.9215686274509804,0.0,47,0.3059783363056073,1,1
<O_SENT | 138>,W_Call_after_offer,<W_Call_after_offer | 6>,0.0784313725490196,0.0,4,0.3059783363056073,1,1
<O_SENT | 15>,W_Call_after_offer,<A_CANCELLED | 2>,0.0080411707944676,0.0,25,0.32917436779540815,1,1
<O_SENT | 15>,W_Call_after_offer,<A_CANCELLED | 64>,0.0238018655516243,0.0,74,0.32917436779540815,1,1
<O_SENT | 15>,W_Call_after_offer,<O_SENT_BACK | 2>,0.0170472820842714,0.0,53,0.32917436779540815,1,1
<O_SENT | 15>,W_Call_after_offer,<O_SENT_BACK | 64>,0.1058218076551946,0.0,329,0.32917436779540815,1,1
<O_SENT | 15>,W_Call_after_offer,<W_Call_after_offer | 32>,0.8452878739144419,0.0,2628,0.32917436779540815,1,1
<O_SENT | 15>,W_Complete_preaccepted_appl,<W_Complete_preaccepted_appl | 32>,1.0,0.0,1,0.0,0,0
<O_SENT | 19>,W_Call_missing_information,<O_ACCEPTED | 61>,1.0,0.0,1,0.0,0,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0909090909090909,0.0,2,0.5160007011731882,1,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 40>,0.0454545454545454,0.0,1,0.5160007011731882,1,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 5>,0.2272727272727272,0.0,5,0.5160007011731882,1,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 61>,0.0909090909090909,0.0,2,0.5160007011731882,1,1
<O_SENT | 20>,W_Call_missing_information,<O_ACCEPTED | 98>,0.1818181818181818,0.0,4,0.5160007011731882,1,1
<O_SENT | 20>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0454545454545454,0.0,1,0.5160007011731882,1,1
<O_SENT | 20>,W_Call_missing_information,<O_SENT_BACK | 5>,0.0454545454545454,0.0,1,0.5160007011731882,1,1
<O_SENT | 20>,W_Call_missing_information,<W_Call_missing_information | 20>,0.2727272727272727,0.0,6,0.5160007011731882,1,1
<O_SENT | 24>,W_Call_after_offer,<O_SENT_BACK | 24>,0.0227272727272727,0.0,3,0.3119274895754174,1,1
<O_SENT | 24>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0227272727272727,0.0,3,0.3119274895754174,1,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 114>,0.1136363636363636,0.0,15,0.3119274895754174,1,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 24>,0.6212121212121212,0.0,82,0.3119274895754174,1,1
<O_SENT | 24>,W_Call_after_offer,<W_Call_after_offer | 8>,0.2196969696969697,0.0,29,0.3119274895754174,1,1
<O_SENT | 26>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0142857142857142,0.0,1,0.36883115623323653,1,1
<O_SENT | 26>,W_Call_missing_information,<O_ACCEPTED | 26>,0.0142857142857142,0.0,1,0.36883115623323653,1,1
<O_SENT | 26>,W_Call_missing_information,<O_SENT_BACK | 134>,0.0142857142857142,0.0,1,0.36883115623323653,1,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 134>,0.2142857142857142,0.0,15,0.36883115623323653,1,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 26>,0.6571428571428571,0.0,46,0.36883115623323653,1,1
<O_SENT | 26>,W_Call_missing_information,<W_Call_missing_information | 81>,0.0857142857142857,0.0,6,0.36883115623323653,1,1
<O_SENT | 36>,W_Call_missing_information,<O_ACCEPTED | 134>,0.0232558139534883,0.0,1,0.46223624658005547,1,1
<O_SENT | 36>,W_Call_missing_information,<O_ACCEPTED | 26>,0.2325581395348837,0.0,10,0.46223624658005547,1,1
<O_SENT | 36>,W_Call_missing_information,<O_SENT_BACK | 26>,0.0465116279069767,0.0,2,0.46223624658005547,1,1
<O_SENT | 36>,W_Call_missing_information,<W_Call_missing_information | 116>,0.0697674418604651,0.0,3,0.46223624658005547,1,1
<O_SENT | 36>,W_Call_missing_information,<W_Call_missing_information | 36>,0.627906976744186,0.0,27,0.46223624658005547,1,1
<O_SENT | 40>,W_Call_missing_information,<W_Call_missing_information | 40>,0.5,0.0,1,0.0,0,1
<O_SENT | 40>,W_Call_missing_information,<W_Call_missing_information | 5>,0.5,0.0,1,0.0,0,1
<O_SENT | 49>,W_Call_missing_information,<O_ACCEPTED | 49>,0.125,0.0,1,0.0,0,1
<O_SENT | 49>,W_Call_missing_information,<W_Call_missing_information | 123>,0.125,0.0,1,0.0,0,1
<O_SENT | 49>,W_Call_missing_information,<W_Call_missing_information | 49>,0.75,0.0,6,0.0,0,1
<O_SENT | 50>,W_Call_missing_information,<W_Call_missing_information | 50>,1.0,0.0,2,0.0,0,1
<O_SENT | 5>,W_Call_missing_information,<A_CANCELLED | 5>,0.037037037037037,0.0,1,0.36002573368751306,1,1
<O_SENT | 5>,W_Call_missing_information,<O_ACCEPTED | 5>,0.2222222222222222,0.0,6,0.36002573368751306,1,1
<O_SENT | 5>,W_Call_missing_information,<O_ACCEPTED | 61>,0.037037037037037,0.0,1,0.36002573368751306,1,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 49>,0.037037037037037,0.0,1,0.36002573368751306,1,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 5>,0.4814814814814814,0.0,13,0.36002573368751306,1,1
<O_SENT | 5>,W_Call_missing_information,<W_Call_missing_information | 61>,0.1851851851851851,0.0,5,0.36002573368751306,1,1
<O_SENT | 61>,W_Call_missing_information,<O_ACCEPTED | 61>,0.5,0.0,6,0.305799784900567,1,1
<O_SENT | 61>,W_Call_missing_information,<O_SENT_BACK | 61>,0.0833333333333333,0.0,1,0.305799784900567,1,1
<O_SENT | 61>,W_Call_missing_information,<W_Call_missing_information | 61>,0.4166666666666667,0.0,5,0.305799784900567,1,1
<O_SENT | 66>,W_Call_after_offer,<A_CANCELLED | 2>,0.0060386473429951,0.0,5,0.32188493702511256,1,1
<O_SENT | 66>,W_Call_after_offer,<A_CANCELLED | 74>,0.0036231884057971,0.0,3,0.32188493702511256,1,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 2>,0.0531400966183574,0.0,44,0.32188493702511256,1,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 74>,0.0132850241545893,0.0,11,0.32188493702511256,1,1
<O_SENT | 66>,W_Call_after_offer,<O_SENT_BACK | 93>,0.0036231884057971,0.0,3,0.32188493702511256,1,1
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 115>,0.8961352657004831,0.0,742,0.32188493702511256,1,1
<O_SENT | 66>,W_Call_after_offer,<W_Call_after_offer | 127>,0.0241545893719806,0.0,20,0.32188493702511256,1,1
<O_SENT | 67>,W_Call_after_offer,<W_Call_after_offer | 67>,1.0,0.0,11,0.0,0,1
<O_SENT | 6>,W_Call_after_offer,<A_CANCELLED | 6>,0.0158730158730158,0.0,1,0.211690718496494,1,1
<O_SENT | 6>,W_Call_after_offer,<O_SENT_BACK | 67>,0.0158730158730158,0.0,1,0.211690718496494,1,1
<O_SENT | 6>,W_Call_after_offer,<O_SENT_BACK | 6>,0.0476190476190476,0.0,3,0.211690718496494,1,1
<O_SENT | 6>,W_Call_after_offer,<W_Call_after_offer | 67>,0.0317460317460317,0.0,2,0.211690718496494,1,1
<O_SENT | 6>,W_Call_after_offer,<W_Call_after_offer | 6>,0.8888888888888888,0.0,56,0.211690718496494,1,1
<O_SENT | 76>,W_Call_after_offer,<W_Call_after_offer | 76>,1.0,0.0,13,0.0,1,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 49>,0.1,0.0,1,0.0,0,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 5>,0.1,0.0,1,0.0,0,1
<O_SENT | 81>,W_Call_missing_information,<W_Call_missing_information | 81>,0.8,0.0,8,0.0,0,1
<O_SENT | 87>,W_Call_after_offer,<W_Call_after_offer | 6>,0.1176470588235294,0.0,2,0.30424548286071573,1,1
<O_SENT | 87>,W_Call_after_offer,<W_Call_after_offer | 8>,0.8823529411764706,0.0,15,0.30424548286071573,1,1
<O_SENT | 8>,W_Call_after_offer,<O_SENT_BACK | 6>,0.0149253731343283,0.0,2,0.31015156654172016,1,1
<O_SENT | 8>,W_Call_after_offer,<O_SENT_BACK | 8>,0.0597014925373134,0.0,8,0.31015156654172016,1,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 138>,0.0074626865671641,0.0,1,0.31015156654172016,1,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 6>,0.1567164179104477,0.0,21,0.31015156654172016,1,1
<O_SENT | 8>,W_Call_after_offer,<W_Call_after_offer | 8>,0.7611940298507462,0.0,102,0.31015156654172016,1,1
<O_SENT | 90>,W_Call_missing_information,<O_ACCEPTED | 137>,0.3333333333333333,0.0,1,0.0,0,1
<O_SENT | 90>,W_Call_missing_information,<O_ACCEPTED | 61>,0.3333333333333333,0.0,1,0.0,0,1
<O_SENT | 90>,W_Call_missing_information,<W_Call_missing_information | 90>,0.3333333333333333,0.0,1,0.0,0,1
<O_SENT | 98>,W_Call_missing_information,<O_ACCEPTED | 61>,0.3333333333333333,0.0,1,0.0,0,1
<O_SENT | 98>,W_Call_missing_information,<W_Call_missing_information | 5>,0.3333333333333333,0.0,1,0.0,0,1
<O_SENT | 98>,W_Call_missing_information,<W_Call_missing_information | 61>,0.3333333333333333,0.0,1,0.0,0,1
<O_SENT_BACK | 110>,W_Assess_application,<O_ACCEPTED | 36>,0.2631578947368421,0.0,5,0.45858586248725053,1,1
<O_SENT_BACK | 110>,W_Assess_application,<W_Assess_application | 104>,0.7368421052631579,0.0,14,0.45858586248725053,1,1
<O_SENT_BACK | 114>,W_Assess_application,<O_ACCEPTED | 116>,0.0833333333333333,0.0,5,0.46610689441626935,1,1
<O_SENT_BACK | 114>,W_Assess_application,<O_ACCEPTED | 36>,0.0666666666666666,0.0,4,0.46610689441626935,1,1
<O_SENT_BACK | 114>,W_Assess_application,<W_Assess_application | 104>,0.55,0.0,33,0.46610689441626935,1,1
<O_SENT_BACK | 114>,W_Assess_application,<W_Assess_application | 60>,0.3,0.0,18,0.46610689441626935,1,1
<O_SENT_BACK | 123>,W_Assess_application,<O_ACCEPTED | 16>,0.5,0.0,1,0.0,0,1
<O_SENT_BACK | 123>,W_Assess_application,<W_Assess_application | 128>,0.5,0.0,1,0.0,0,1
<O_SENT_BACK | 128>,W_Assess_application,<W_Assess_application | 128>,1.0,0.0,2,0.0,0,1
<O_SENT_BACK | 134>,W_Assess_application,<O_ACCEPTED | 102>,0.1538461538461538,0.0,4,0.504586603365512,1,1
<O_SENT_BACK | 134>,W_Assess_application,<O_ACCEPTED | 134>,0.2307692307692307,0.0,6,0.504586603365512,1,1
<O_SENT_BACK | 134>,W_Assess_application,<O_ACCEPTED | 19>,0.0769230769230769,0.0,2,0.504586603365512,1,1
<O_SENT_BACK | 134>,W_Assess_application,<O_ACCEPTED | 40>,0.1923076923076923,0.0,5,0.504586603365512,1,1
<O_SENT_BACK | 134>,W_Assess_application,<W_Assess_application | 134>,0.3461538461538461,0.0,9,0.504586603365512,1,1
<O_SENT_BACK | 138>,W_Assess_application,<O_ACCEPTED | 116>,0.0689655172413793,0.0,2,0.4361843905487868,1,1
<O_SENT_BACK | 138>,W_Assess_application,<W_Assess_application | 106>,0.4137931034482758,0.0,12,0.4361843905487868,1,1
<O_SENT_BACK | 138>,W_Assess_application,<W_Assess_application | 60>,0.5172413793103449,0.0,15,0.4361843905487868,1,1
<O_SENT_BACK | 24>,W_Assess_application,<A_CANCELLED | 36>,0.006269592476489,0.0,2,0.45796157085048983,1,1
<O_SENT_BACK | 24>,W_Assess_application,<O_ACCEPTED | 116>,0.0313479623824451,0.0,10,0.45796157085048983,1,1
<O_SENT_BACK | 24>,W_Assess_application,<O_ACCEPTED | 36>,0.1849529780564263,0.0,59,0.45796157085048983,1,1
<O_SENT_BACK | 24>,W_Assess_application,<W_Assess_application | 104>,0.768025078369906,0.0,245,0.45796157085048983,1,1
<O_SENT_BACK | 24>,W_Assess_application,<W_Assess_application | 60>,0.0094043887147335,0.0,3,0.45796157085048983,1,1
<O_SENT_BACK | 24>,W_Call_after_offer,<W_Call_after_offer | 104>,1.0,0.0,1,0.0,0,0
<O_SENT_BACK | 26>,W_Assess_application,<O_ACCEPTED | 134>,0.2,0.0,9,0.35781087617776847,1,1
<O_SENT_BACK | 26>,W_Assess_application,<O_ACCEPTED | 1>,0.2222222222222222,0.0,10,0.35781087617776847,1,1
<O_SENT_BACK | 26>,W_Assess_application,<O_ACCEPTED | 26>,0.0222222222222222,0.0,1,0.35781087617776847,1,1
<O_SENT_BACK | 26>,W_Assess_application,<O_ACCEPTED | 62>,0.0888888888888888,0.0,4,0.35781087617776847,1,1
<O_SENT_BACK | 26>,W_Assess_application,<O_ACCEPTED | 63>,0.0666666666666666,0.0,3,0.35781087617776847,1,1
<O_SENT_BACK | 26>,W_Assess_application,<W_Assess_application | 134>,0.1111111111111111,0.0,5,0.35781087617776847,1,1
<O_SENT_BACK | 26>,W_Assess_application,<W_Assess_application | 26>,0.2666666666666666,0.0,12,0.35781087617776847,1,1
<O_SENT_BACK | 26>,W_Assess_application,<W_Assess_application | 62>,0.0222222222222222,0.0,1,0.35781087617776847,1,1
<O_SENT_BACK | 2>,W_Assess_application,<A_CANCELLED | 4>,0.0047169811320754,0.0,2,0.45783127124380885,1,1
<O_SENT_BACK | 2>,W_Assess_application,<O_ACCEPTED | 4>,0.0778301886792452,0.0,33,0.45783127124380885,1,1
<O_SENT_BACK | 2>,W_Assess_application,<O_ACCEPTED | 51>,0.1132075471698113,0.0,48,0.45783127124380885,1,1
<O_SENT_BACK | 2>,W_Assess_application,<W_Assess_application | 132>,0.6462264150943396,0.0,274,0.45783127124380885,1,1
<O_SENT_BACK | 2>,W_Assess_application,<W_Assess_application | 38>,0.1580188679245283,0.0,67,0.45783127124380885,1,1
<O_SENT_BACK | 31>,W_Assess_application,<W_Assess_application | 31>,0.5454545454545454,0.0,6,0.0,0,1
<O_SENT_BACK | 31>,W_Assess_application,<W_Assess_application | 38>,0.4545454545454545,0.0,5,0.0,0,1
<O_SENT_BACK | 40>,W_Assess_application,<O_ACCEPTED | 19>,0.5,0.0,1,0.0,0,1
<O_SENT_BACK | 40>,W_Assess_application,<O_ACCEPTED | 40>,0.5,0.0,1,0.0,0,1
<O_SENT_BACK | 43>,W_Assess_application,<O_ACCEPTED | 4>,0.1857142857142857,0.0,39,0.4596338816995806,1,1
<O_SENT_BACK | 43>,W_Assess_application,<W_Assess_application | 132>,0.6523809523809524,0.0,137,0.4596338816995806,1,1
<O_SENT_BACK | 43>,W_Assess_application,<W_Assess_application | 38>,0.1619047619047619,0.0,34,0.4596338816995806,1,1
<O_SENT_BACK | 49>,W_Assess_application,<O_ACCEPTED | 128>,0.1666666666666666,0.0,2,0.4880481575975063,1,1
<O_SENT_BACK | 49>,W_Assess_application,<W_Assess_application | 128>,0.5,0.0,6,0.4880481575975063,1,1
<O_SENT_BACK | 49>,W_Assess_application,<W_Assess_application | 16>,0.0833333333333333,0.0,1,0.4880481575975063,1,1
<O_SENT_BACK | 49>,W_Assess_application,<W_Assess_application | 19>,0.1666666666666666,0.0,2,0.4880481575975063,1,1
<O_SENT_BACK | 49>,W_Assess_application,<W_Assess_application | 49>,0.0833333333333333,0.0,1,0.4880481575975063,1,1
<O_SENT_BACK | 5>,W_Assess_application,<O_ACCEPTED | 128>,0.0555555555555555,0.0,1,0.4496857913958227,1,1
<O_SENT_BACK | 5>,W_Assess_application,<O_ACCEPTED | 19>,0.3888888888888889,0.0,7,0.4496857913958227,1,1
<O_SENT_BACK | 5>,W_Assess_application,<O_ACCEPTED | 98>,0.1111111111111111,0.0,2,0.4496857913958227,1,1
<O_SENT_BACK | 5>,W_Assess_application,<W_Assess_application | 19>,0.2222222222222222,0.0,4,0.4496857913958227,1,1
<O_SENT_BACK | 5>,W_Assess_application,<W_Assess_application | 5>,0.1666666666666666,0.0,3,0.4496857913958227,1,1
<O_SENT_BACK | 5>,W_Assess_application,<W_Assess_application | 98>,0.0555555555555555,0.0,1,0.4496857913958227,1,1
<O_SENT_BACK | 61>,W_Assess_application,<O_ACCEPTED | 128>,0.1111111111111111,0.0,1,0.0,0,1
<O_SENT_BACK | 61>,W_Assess_application,<O_ACCEPTED | 137>,0.3333333333333333,0.0,3,0.0,0,1
<O_SENT_BACK | 61>,W_Assess_application,<O_ACCEPTED | 61>,0.1111111111111111,0.0,1,0.0,0,1
<O_SENT_BACK | 61>,W_Assess_application,<W_Assess_application | 128>,0.2222222222222222,0.0,2,0.0,0,1
<O_SENT_BACK | 61>,W_Assess_application,<W_Assess_application | 137>,0.1111111111111111,0.0,1,0.0,0,1
<O_SENT_BACK | 61>,W_Assess_application,<W_Assess_application | 61>,0.1111111111111111,0.0,1,0.0,0,1
<O_SENT_BACK | 64>,W_Assess_application,<A_CANCELLED | 51>,0.004416961130742,0.0,5,0.4613975577579846,1,1
<O_SENT_BACK | 64>,W_Assess_application,<O_ACCEPTED | 51>,0.2358657243816254,0.0,267,0.4613975577579846,1,1
<O_SENT_BACK | 64>,W_Assess_application,<W_Assess_application | 132>,0.7597173144876325,0.0,860,0.4613975577579846,1,1
<O_SENT_BACK | 67>,END,<END | 106>,1.0,0.0400635730018225,2,0.0,0,1
<O_SENT_BACK | 67>,W_Assess_application,<O_ACCEPTED | 90>,0.3333333333333333,0.0,3,0.0,0,1
<O_SENT_BACK | 67>,W_Assess_application,<W_Assess_application | 106>,0.6666666666666666,0.0,6,0.0,0,1
<O_SENT_BACK | 6>,W_Assess_application,<O_ACCEPTED | 20>,0.1111111111111111,0.0,6,0.3889641277341368,1,1
<O_SENT_BACK | 6>,W_Assess_application,<O_ACCEPTED | 90>,0.0555555555555555,0.0,3,0.3889641277341368,1,1
<O_SENT_BACK | 6>,W_Assess_application,<W_Assess_application | 106>,0.8333333333333334,0.0,45,0.3889641277341368,1,1
<O_SENT_BACK | 74>,W_Assess_application,<O_ACCEPTED | 4>,0.0833333333333333,0.0,11,0.4446386665478481,1,1
<O_SENT_BACK | 74>,W_Assess_application,<O_ACCEPTED | 75>,0.0681818181818181,0.0,9,0.4446386665478481,1,1
<O_SENT_BACK | 74>,W_Assess_application,<W_Assess_application | 38>,0.8484848484848485,0.0,112,0.4446386665478481,1,1
<O_SENT_BACK | 76>,W_Assess_application,<W_Assess_application | 106>,1.0,0.0,7,0.0,0,1
<O_SENT_BACK | 77>,W_Assess_application,<O_ACCEPTED | 39>,1.0,0.0,1,0.0,0,1
<O_SENT_BACK | 81>,W_Assess_application,<O_ACCEPTED | 134>,0.0416666666666666,0.0,2,0.4104779824686821,1,1
<O_SENT_BACK | 81>,W_Assess_application,<O_ACCEPTED | 19>,0.3125,0.0,15,0.4104779824686821,1,1
<O_SENT_BACK | 81>,W_Assess_application,<O_ACCEPTED | 40>,0.0208333333333333,0.0,1,0.4104779824686821,1,1
<O_SENT_BACK | 81>,W_Assess_application,<O_ACCEPTED | 63>,0.0625,0.0,3,0.4104779824686821,1,1
