s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,22496,0.7986666776202475,1.0,1
<A_Accepted | 15>,O_CreateOffer,<O_CreateOffer | 15>,0.9838082901554404,0.0,1519,0.7218002730910577,1.0,1
<O_Accepted | 26>,A_Pending,<A_Pending | 21>,0.9972397476340694,0.0,2529,0.9618309541872481,1.0,1
<O_Accepted | 26>,A_Pending,<A_Pending | 91>,0.0027602523659305,0.0,7,0.9618309541872481,1.0,1
<O_Accepted | 28>,A_Pending,<A_Pending | 91>,1.0,0.0,1069,0.9706335927736184,1.0,1
<O_Accepted | 33>,A_Pending,<A_Pending | 30>,0.273972602739726,0.0,20,0.8138651518228139,0.9997822061799468,1
<O_Accepted | 33>,A_Pending,<A_Pending | 33>,0.0684931506849315,0.0,5,0.8138651518228139,0.9997822061799468,1
<O_Accepted | 33>,A_Pending,<A_Pending | 85>,0.6027397260273972,0.0,44,0.8138651518228139,0.9997822061799468,1
<O_Accepted | 33>,A_Pending,<A_Pending | 95>,0.0273972602739726,0.0,2,0.8138651518228139,0.9997822061799468,1
<O_Accepted | 33>,A_Pending,<A_Pending | 97>,0.0273972602739726,0.0,2,0.8138651518228139,0.9997822061799468,1
<O_Accepted | 41>,A_Pending,<A_Pending | 21>,1.0,0.0,466,0.961806589430386,1.0,1
<O_Accepted | 45>,A_Pending,<A_Pending | 21>,0.0601092896174863,0.0,11,0.8925364213980266,0.9999999997674354,1
<O_Accepted | 45>,A_Pending,<A_Pending | 45>,0.0765027322404371,0.0,14,0.8925364213980266,0.9999999997674354,1
<O_Accepted | 45>,A_Pending,<A_Pending | 65>,0.1912568306010929,0.0,35,0.8925364213980266,0.9999999997674354,1
<O_Accepted | 45>,A_Pending,<A_Pending | 85>,0.6721311475409836,0.0,123,0.8925364213980266,0.9999999997674354,1
<O_Accepted | 47>,A_Pending,<A_Pending | 65>,1.0,0.0,12,0.6280903613839659,0.6351489523872873,1
<O_Accepted | 48>,A_Pending,<A_Pending | 21>,0.0389610389610389,0.0,9,0.9873825982119608,0.9999999999994236,1
<O_Accepted | 48>,A_Pending,<A_Pending | 65>,0.9567099567099568,0.0,221,0.9873825982119608,0.9999999999994236,1
<O_Accepted | 48>,A_Pending,<A_Pending | 85>,0.0043290043290043,0.0,1,0.9873825982119608,0.9999999999994236,1
<O_Accepted | 49>,A_Pending,<A_Pending | 21>,0.0318021201413427,0.0,9,0.9880255100840518,0.9999999999999991,1
<O_Accepted | 49>,A_Pending,<A_Pending | 65>,0.9681978798586572,0.0,274,0.9880255100840518,0.9999999999999991,1
<O_Accepted | 4>,A_Pending,<A_Pending | 30>,0.8103448275862069,0.0,94,0.9065945776148457,0.9999989913051835,1
<O_Accepted | 4>,A_Pending,<A_Pending | 53>,0.1810344827586207,0.0,21,0.9065945776148457,0.9999989913051835,1
<O_Accepted | 4>,A_Pending,<A_Pending | 67>,0.0086206896551724,0.0,1,0.9065945776148457,0.9999989913051835,1
<O_Accepted | 52>,A_Pending,<A_Pending | 30>,0.2604166666666667,0.0,25,0.9514741087477219,0.9999877116507956,1
<O_Accepted | 52>,A_Pending,<A_Pending | 53>,0.2604166666666667,0.0,25,0.9514741087477219,0.9999877116507956,1
<O_Accepted | 52>,A_Pending,<A_Pending | 65>,0.34375,0.0,33,0.9514741087477219,0.9999877116507956,1
<O_Accepted | 52>,A_Pending,<A_Pending | 85>,0.0104166666666666,0.0,1,0.9514741087477219,0.9999877116507956,1
<O_Accepted | 52>,A_Pending,<A_Pending | 91>,0.125,0.0,12,0.9514741087477219,0.9999877116507956,1
<O_Accepted | 5>,A_Pending,<A_Pending | 55>,0.8841911764705882,0.0,481,0.7817780038836699,1.0,1
<O_Accepted | 5>,A_Pending,<A_Pending | 5>,0.0551470588235294,0.0,30,0.7817780038836699,1.0,1
<O_Accepted | 5>,A_Pending,<A_Pending | 77>,0.0606617647058823,0.0,33,0.7817780038836699,1.0,1
<O_Accepted | 61>,A_Pending,<A_Pending | 30>,0.2401960784313725,0.0,49,0.9681389282583133,0.999999999983153,1
<O_Accepted | 61>,A_Pending,<A_Pending | 65>,0.75,0.0,153,0.9681389282583133,0.999999999983153,1
<O_Accepted | 61>,A_Pending,<A_Pending | 85>,0.0098039215686274,0.0,2,0.9681389282583133,0.999999999983153,1
<O_Accepted | 63>,A_Pending,<A_Pending | 53>,0.2079905992949471,0.0,177,0.9643291845068205,1.0,1
<O_Accepted | 63>,A_Pending,<A_Pending | 91>,0.7920094007050529,0.0,674,0.9643291845068205,1.0,1
<O_Accepted | 68>,A_Pending,<A_Pending | 30>,0.005813953488372,0.0,1,0.8630913740955763,0.9999999990801889,1
<O_Accepted | 68>,A_Pending,<A_Pending | 53>,0.0697674418604651,0.0,12,0.8630913740955763,0.9999999990801889,1
<O_Accepted | 68>,A_Pending,<A_Pending | 80>,0.0523255813953488,0.0,9,0.8630913740955763,0.9999999990801889,1
<O_Accepted | 68>,A_Pending,<A_Pending | 85>,0.8372093023255814,0.0,144,0.8630913740955763,0.9999999990801889,1
<O_Accepted | 68>,A_Pending,<A_Pending | 97>,0.0348837209302325,0.0,6,0.8630913740955763,0.9999999990801889,1
<O_Accepted | 73>,A_Pending,<A_Pending | 30>,1.0,0.0,88,0.9067117609125751,0.9999665971563038,1
<O_Accepted | 75>,A_Pending,<A_Pending | 53>,1.0,0.0,211,0.9403225677102631,0.9999999999929772,1
<O_Accepted | 76>,A_Pending,<A_Pending | 30>,0.3317972350230415,0.0,144,0.9503344572168291,1.0,1
<O_Accepted | 76>,A_Pending,<A_Pending | 53>,0.1566820276497695,0.0,68,0.9503344572168291,1.0,1
<O_Accepted | 76>,A_Pending,<A_Pending | 65>,0.3202764976958525,0.0,139,0.9503344572168291,1.0,1
<O_Accepted | 76>,A_Pending,<A_Pending | 85>,0.0023041474654377,0.0,1,0.9503344572168291,1.0,1
<O_Accepted | 76>,A_Pending,<A_Pending | 91>,0.1889400921658986,0.0,82,0.9503344572168291,1.0,1
<O_Accepted | 80>,A_Pending,<A_Pending | 16>,0.0434782608695652,0.0,2,0.7162590668791582,0.9936546343150297,1
<O_Accepted | 80>,A_Pending,<A_Pending | 30>,0.0869565217391304,0.0,4,0.7162590668791582,0.9936546343150297,1
<O_Accepted | 80>,A_Pending,<A_Pending | 67>,0.0652173913043478,0.0,3,0.7162590668791582,0.9936546343150297,1
<O_Accepted | 80>,A_Pending,<A_Pending | 80>,0.782608695652174,0.0,36,0.7162590668791582,0.9936546343150297,1
<O_Accepted | 80>,A_Pending,<A_Pending | 97>,0.0217391304347826,0.0,1,0.7162590668791582,0.9936546343150297,1
<O_Accepted | 93>,A_Pending,<A_Pending | 21>,1.0,0.0,922,0.961806589430386,1.0,1
<O_Accepted | 95>,A_Pending,<A_Pending | 16>,0.1052631578947368,0.0,2,0.34764223799427085,0.8298019099859595,1
<O_Accepted | 95>,A_Pending,<A_Pending | 80>,0.0526315789473684,0.0,1,0.34764223799427085,0.8298019099859595,1
<O_Accepted | 95>,A_Pending,<A_Pending | 95>,0.8421052631578947,0.0,16,0.34764223799427085,0.8298019099859595,1
<O_Accepted | 96>,A_Pending,<A_Pending | 77>,0.4583333333333333,0.0,22,0.6399572972685896,0.9950547536867305,1
<O_Accepted | 96>,A_Pending,<A_Pending | 96>,0.5416666666666666,0.0,26,0.6399572972685896,0.9950547536867305,1
<O_Cancelled | 10>,END,<END | 10>,1.0,0.0427817388124702,28,0.040273682412439435,0.9413755384972874,0
<O_Cancelled | 10>,O_CreateOffer,<O_CreateOffer | 10>,1.0,0.0,2,0.07652690457075534,0.12435300177159625,1
<O_Cancelled | 10>,W_Callincompletefiles,<W_Callincompletefiles | 10>,1.0,0.0,1,0.05769254780545307,0.062418746747512466,0
<O_Cancelled | 12>,O_Cancelled,<O_Cancelled | 33>,0.1538461538461538,0.0,2,0.04144738772594295,0.6709670742068736,0
<O_Cancelled | 12>,O_Cancelled,<O_Cancelled | 62>,0.8461538461538461,0.0,11,0.04144738772594295,0.6709670742068736,0
<O_Cancelled | 12>,O_CreateOffer,<O_CreateOffer | 12>,0.5,0.0,1,0.04552409506735995,0.12435300177159625,0
<O_Cancelled | 12>,O_CreateOffer,<O_CreateOffer | 52>,0.5,0.0,1,0.04552409506735995,0.12435300177159625,0
<O_Cancelled | 12>,O_Sent(onlineonly),<O_Returned | 33>,1.0,0.0,1,0.038157022340914865,0.062418746747512466,0
<O_Cancelled | 12>,W_Validateapplication,<W_Validateapplication | 12>,0.5,0.0,1,0.0970802699536955,0.12435300177159625,1
<O_Cancelled | 12>,W_Validateapplication,<W_Validateapplication | 33>,0.5,0.0,1,0.0970802699536955,0.12435300177159625,1
<O_Cancelled | 13>,O_Cancelled,<O_Cancelled | 52>,0.1176470588235294,0.0,2,0.0498484762717619,0.7866188121086977,0
<O_Cancelled | 13>,O_Cancelled,<O_Cancelled | 62>,0.8823529411764706,0.0,15,0.0498484762717619,0.7866188121086977,0
<O_Cancelled | 13>,O_CreateOffer,<O_CreateOffer | 52>,1.0,0.0,1,0.016674676601483626,0.062418746747512466,0
<O_Cancelled | 13>,W_Validateapplication,<W_Validateapplication | 52>,1.0,0.0,2,0.11227730537081804,0.12435300177159625,1
<O_Cancelled | 16>,END,<END | 16>,1.0,0.5340218555934613,74,0.5339192140129572,0.9998077951690011,1
<O_Cancelled | 16>,O_Cancelled,<O_Cancelled | 16>,1.0,0.0,93,0.533909667861708,0.9999821206073904,0
<O_Cancelled | 18>,END,<END | 18>,1.0,0.0410873162110449,11,0.024503388853880762,0.5963735554792424,0
<O_Cancelled | 18>,O_Cancelled,<A_Cancelled | 18>,0.1428571428571428,0.0,3,0.0764748787068395,0.8649066177207418,0
<O_Cancelled | 18>,O_Cancelled,<O_Cancelled | 18>,0.8571428571428571,0.0,18,0.0764748787068395,0.8649066177207418,0
<O_Cancelled | 18>,O_Sent(mailandonline),<O_Accepted | 18>,1.0,0.0,1,0.05446270180328399,0.062418746747512466,0
<O_Cancelled | 18>,W_Validateapplication,<W_Validateapplication | 18>,1.0,0.0,2,0.09920787717935621,0.12435300177159625,1
<O_Cancelled | 19>,END,<END | 24>,1.0,0.0140098271870341,2,0.0017421640650090088,0.12435300177159625,1
<O_Cancelled | 1>,END,<END | 62>,1.0,0.0045500447621711,3,0.0008432743554984399,0.18533319990813957,1
<O_Cancelled | 22>,END,<END | 22>,0.9545454545454546,0.4951042275667258,252,0.4893591757459735,0.9999999999999907,0
<O_Cancelled | 22>,END,<END | 92>,0.0454545454545454,0.3687130875102747,12,0.4893591757459735,0.9999999999999907,0
<O_Cancelled | 22>,O_Cancelled,<O_Cancelled | 22>,0.935064935064935,0.0,72,0.5320665249392227,0.9998678957102907,1
<O_Cancelled | 22>,O_Cancelled,<O_Cancelled | 92>,0.0649350649350649,0.0,5,0.5320665249392227,0.9998678957102907,1
<O_Cancelled | 23>,A_Denied,<O_Refused | 7>,1.0,0.0,1,0.0008076619188230545,0.062418746747512466,0
<O_Cancelled | 23>,O_Cancelled,<A_Cancelled | 7>,0.1818181818181818,0.0,2,0.4292289135513618,0.5963735554792424,0
<O_Cancelled | 23>,O_Cancelled,<O_Cancelled | 23>,0.0909090909090909,0.0,1,0.4292289135513618,0.5963735554792424,0
<O_Cancelled | 23>,O_Cancelled,<O_Cancelled | 7>,0.7272727272727273,0.0,8,0.4292289135513618,0.5963735554792424,0
<O_Cancelled | 23>,O_CreateOffer,<O_CreateOffer | 7>,1.0,0.0,18,0.5945929816397645,0.809301070201781,0
<O_Cancelled | 23>,O_Sent(mailandonline),<A_Cancelled | 7>,0.1125,0.0,9,0.7894805581546591,0.9999092042625951,0
<O_Cancelled | 23>,O_Sent(mailandonline),<O_Sent(mailandonline) | 23>,0.0125,0.0,1,0.7894805581546591,0.9999092042625951,0
<O_Cancelled | 23>,O_Sent(mailandonline),<O_Sent(mailandonline) | 7>,0.875,0.0,70,0.7894805581546591,0.9999092042625951,0
<O_Cancelled | 23>,O_Sent(onlineonly),<O_Sent(onlineonly) | 7>,1.0,0.0,2,0.06160789191083516,0.12435300177159625,0
<O_Cancelled | 23>,W_Validateapplication,<W_Validateapplication | 7>,1.0,0.0,45,0.8530263274488159,0.9928127948371598,1
<O_Cancelled | 24>,END,<END | 24>,0.8888888888888888,0.0140098271870341,8,0.007687206864809389,0.5098299737352565,1
<O_Cancelled | 24>,END,<END | 38>,0.1111111111111111,0.0236232151684553,1,0.007687206864809389,0.5098299737352565,1
<O_Cancelled | 25>,END,<END | 77>,1.0,0.6989778274387822,393,0.6989778274387822,1.0,1
<O_Cancelled | 25>,O_Cancelled,<O_Cancelled | 77>,1.0,0.0,1,0.04362853992728661,0.062418746747512466,0
<O_Cancelled | 26>,END,<END | 62>,1.0,0.0045500447621711,12,0.002889956164008238,0.6351489523872873,0
<O_Cancelled | 26>,W_Callincompletefiles,<W_Callincompletefiles | 48>,1.0,0.0,1,0.05527927703273003,0.062418746747512466,1
<O_Cancelled | 28>,END,<END | 62>,1.0,0.0045500447621711,91,0.004549940304353514,0.9999770424637459,0
<O_Cancelled | 28>,W_Callincompletefiles,<W_Callincompletefiles | 52>,1.0,0.0,1,0.0559888127076385,0.062418746747512466,1
<O_Cancelled | 2>,A_Denied,<A_Denied | 2>,1.0,0.0,3,0.0014694802358413866,0.18533319990813957,0
<O_Cancelled | 2>,O_CreateOffer,<O_CreateOffer | 2>,1.0,0.0,59,0.8435543128953695,0.9987473316837812,1
<O_Cancelled | 33>,END,<END | 18>,0.125,0.0410873162110449,1,0.015071872547199999,0.4621171572600098,0
<O_Cancelled | 33>,END,<END | 33>,0.625,0.0421462469328383,5,0.015071872547199999,0.4621171572600098,0
<O_Cancelled | 33>,END,<END | 62>,0.25,0.0045500447621711,2,0.015071872547199999,0.4621171572600098,0
<O_Cancelled | 33>,O_Cancelled,<A_Cancelled | 33>,0.04,0.0,1,0.04784091932360486,0.9158245441687624,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 18>,0.08,0.0,2,0.04784091932360486,0.9158245441687624,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 33>,0.8,0.0,20,0.04784091932360486,0.9158245441687624,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 62>,0.08,0.0,2,0.04784091932360486,0.9158245441687624,1
<O_Cancelled | 33>,O_CreateOffer,<O_CreateOffer | 33>,1.0,0.0,1,0.013261531351277145,0.062418746747512466,0
<O_Cancelled | 33>,O_Sent(onlineonly),<O_Returned | 33>,1.0,0.0,1,0.038157022340914865,0.062418746747512466,0
<O_Cancelled | 33>,W_Validateapplication,<W_Validateapplication | 33>,1.0,0.0,1,0.04458004192255214,0.062418746747512466,0
<O_Cancelled | 34>,END,<END | 24>,1.0,0.014009827187032,5203,0.014009827187032,1.0,0
<O_Cancelled | 34>,O_Cancelled,<O_Cancelled | 24>,0.0070754716981132,0.0,9,0.29081855413758256,1.0,1
<O_Cancelled | 34>,O_Cancelled,<O_Cancelled | 38>,0.9929245283018868,0.0,1263,0.29081855413758256,1.0,1
<O_Cancelled | 35>,END,<END | 89>,1.0,0.999999999999998,33,0.9681872165763686,0.9681872165763705,1
<O_Cancelled | 37>,END,<END | 60>,0.4074074074074074,0.9822638559667096,11,0.9270803545023634,0.9338280432225917,1
<O_Cancelled | 37>,END,<END | 89>,0.5925925925925926,0.999999999999998,16,0.9270803545023634,0.9338280432225917,1
<O_Cancelled | 38>,END,<END | 38>,0.98971898560658,0.0236232151684547,1444,0.023650980010233368,1.0,0
<O_Cancelled | 38>,END,<END | 46>,0.0102810143934201,0.0263238087787928,15,0.023650980010233368,1.0,0
<O_Cancelled | 38>,O_Cancelled,<O_Cancelled | 38>,0.3333333333333333,0.0,22,0.2928363263896673,0.9994776193618086,1
<O_Cancelled | 38>,O_Cancelled,<O_Cancelled | 46>,0.6666666666666666,0.0,44,0.2928363263896673,0.9994776193618086,1
<O_Cancelled | 39>,END,<END | 60>,0.0053763440860215,0.9822638559667096,2,0.8944694479017044,1.0,1
<O_Cancelled | 39>,END,<END | 89>,0.303763440860215,1.0,113,0.8944694479017044,1.0,1
<O_Cancelled | 39>,END,<END | 97>,0.6908602150537635,0.8473856299902747,257,0.8944694479017044,1.0,1
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 22>,0.0657894736842105,0.0,10,0.785936706683075,0.9999999887944072,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 89>,0.0657894736842105,0.0,10,0.785936706683075,0.9999999887944072,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 92>,0.0657894736842105,0.0,10,0.785936706683075,0.9999999887944072,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 97>,0.8026315789473685,0.0,122,0.785936706683075,0.9999999887944072,0
<O_Cancelled | 3>,A_Denied,<A_Denied | 3>,1.0,0.0,6,0.005496104438182859,0.35835739835078606,0
<O_Cancelled | 3>,END,<END | 3>,1.0,0.0427978770460862,28,0.040288874550800095,0.9413755384972874,0
<O_Cancelled | 3>,O_Cancelled,<O_Cancelled | 87>,1.0,0.0,22,0.6050219822754312,0.8798266996519848,0
<O_Cancelled | 3>,O_CreateOffer,<O_CreateOffer | 3>,0.9365079365079364,0.0,118,0.7187181740946242,0.9999997110039925,1
<O_Cancelled | 3>,O_CreateOffer,<O_CreateOffer | 87>,0.0634920634920634,0.0,8,0.7187181740946242,0.9999997110039925,1
<O_Cancelled | 3>,O_Sent(mailandonline),<O_Sent(mailandonline) | 87>,1.0,0.0,68,0.7051430657887529,0.9995931460438896,0
<O_Cancelled | 3>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 87>,1.0,0.0,1,2.063361953608868e-05,0.062418746747512466,0
<O_Cancelled | 3>,W_Completeapplication,<A_Cancelled | 3>,1.0,0.0,1,0.04279987822026846,0.062418746747512466,0
<O_Cancelled | 3>,W_Shortenedcompletion,<W_Shortenedcompletion | 3>,1.0,0.0,1,0.0001667448064280603,0.062418746747512466,0
<O_Cancelled | 41>,A_Denied,<A_Denied | 41>,1.0,0.0,1,0.00016574446959785317,0.062418746747512466,0
<O_Cancelled | 41>,END,<END | 62>,1.0,0.0045500447621711,51,0.004534568035970984,0.9965985551771295,0
<O_Cancelled | 41>,O_CreateOffer,<O_CreateOffer | 41>,1.0,0.0,4,0.2067796176797436,0.24491866240370908,1
<O_Cancelled | 45>,O_Cancelled,<A_Cancelled | 45>,0.054054054054054,0.0,2,0.07509109006271221,0.9805830470370519,0
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 45>,0.027027027027027,0.0,1,0.07509109006271221,0.9805830470370519,0
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 48>,0.027027027027027,0.0,1,0.07509109006271221,0.9805830470370519,0
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 62>,0.8918918918918919,0.0,33,0.07509109006271221,0.9805830470370519,0
<O_Cancelled | 45>,O_CreateOffer,<O_CreateOffer | 45>,1.0,0.0,1,0.04388242464569412,0.062418746747512466,0
<O_Cancelled | 45>,O_Sent(onlineonly),<O_Sent(onlineonly) | 45>,1.0,0.0,1,0.04140516139106807,0.062418746747512466,0
<O_Cancelled | 45>,W_Validateapplication,<W_Validateapplication | 33>,0.3333333333333333,0.0,1,0.15044131133305258,0.18533319990813957,1
<O_Cancelled | 45>,W_Validateapplication,<W_Validateapplication | 45>,0.6666666666666666,0.0,2,0.15044131133305258,0.18533319990813957,1
<O_Cancelled | 46>,END,<END | 46>,1.0,0.0263238087787928,313,0.0263238087787928,1.0,0
<O_Cancelled | 46>,O_Cancelled,<A_Cancelled | 46>,0.0027932960893854,0.0,1,0.2928236197170273,1.0,0
<O_Cancelled | 46>,O_Cancelled,<O_Cancelled | 46>,0.9972067039106144,0.0,357,0.2928236197170273,1.0,0
<O_Cancelled | 46>,O_CreateOffer,<O_CreateOffer | 46>,1.0,0.0,3,0.034662958658602326,0.18533319990813957,0
<O_Cancelled | 46>,O_Sent(mailandonline),<A_Cancelled | 50>,0.3333333333333333,0.0,1,0.039838376893048456,0.18533319990813957,0
<O_Cancelled | 46>,O_Sent(mailandonline),<O_Sent(mailandonline) | 46>,0.6666666666666666,0.0,2,0.039838376893048456,0.18533319990813957,0
<O_Cancelled | 46>,W_Validateapplication,<W_Validateapplication | 46>,1.0,0.0,7,0.29306621433272767,0.4115700556740225,1
<O_Cancelled | 47>,O_Cancelled,<A_Cancelled | 48>,0.03125,0.0,1,0.06875671060443704,0.9640275800758169,0
<O_Cancelled | 47>,O_Cancelled,<O_Cancelled | 48>,0.03125,0.0,1,0.06875671060443704,0.9640275800758169,0
<O_Cancelled | 47>,O_Cancelled,<O_Cancelled | 62>,0.9375,0.0,30,0.06875671060443704,0.9640275800758169,0
<O_Cancelled | 47>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,5,0.1730503817245077,0.3027097293321085,0
<O_Cancelled | 47>,O_Sent(mailandonline),<O_Sent(mailandonline) | 48>,1.0,0.0,1,0.043162921391092825,0.062418746747512466,0
<O_Cancelled | 47>,O_Sent(onlineonly),<O_Sent(onlineonly) | 48>,1.0,0.0,1,0.040866448125994055,0.062418746747512466,0
<O_Cancelled | 47>,W_Validateapplication,<W_Validateapplication | 48>,1.0,0.0,4,0.2243087379693994,0.24491866240370908,1
<O_Cancelled | 48>,A_Denied,<A_Denied | 48>,1.0,0.0,3,0.002394219910627055,0.18533319990813957,0
<O_Cancelled | 48>,O_Cancelled,<A_Cancelled | 18>,1.0,0.0,1,0.001478825102544824,0.062418746747512466,0
<O_Cancelled | 48>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,9,0.2914550244689598,0.5098299737352565,1
<O_Cancelled | 48>,O_Sent(mailandonline),<O_Sent(mailandonline) | 48>,1.0,0.0,1,0.043162921391092825,0.062418746747512466,0
<O_Cancelled | 48>,W_Validateapplication,<W_Validateapplication | 48>,1.0,0.0,1,0.057166204368238625,0.062418746747512466,0
<O_Cancelled | 49>,O_Cancelled,<A_Cancelled | 48>,0.0181818181818181,0.0,1,0.08885420699154975,0.9979355379264904,1
<O_Cancelled | 49>,O_Cancelled,<O_Cancelled | 48>,0.109090909090909,0.0,6,0.08885420699154975,0.9979355379264904,1
<O_Cancelled | 49>,O_Cancelled,<O_Cancelled | 62>,0.8727272727272727,0.0,48,0.08885420699154975,0.9979355379264904,1
<O_Cancelled | 49>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,1,0.035682989031290045,0.062418746747512466,0
<O_Cancelled | 4>,END,<END | 4>,1.0,0.0423953370311043,1,0.0026462638054199363,0.062418746747512466,0
<O_Cancelled | 4>,O_Cancelled,<O_Cancelled | 18>,0.5,0.0,1,0.009672495664524633,0.12435300177159625,1
<O_Cancelled | 4>,O_Cancelled,<O_Cancelled | 52>,0.5,0.0,1,0.009672495664524633,0.12435300177159625,1
<O_Cancelled | 50>,END,<END | 50>,1.0,0.0408978251953129,6,0.014656038235197559,0.35835739835078606,0
<O_Cancelled | 50>,O_Cancelled,<A_Cancelled | 50>,0.0377358490566037,0.0,2,0.13917706928866716,0.9973499551655737,1
<O_Cancelled | 50>,O_Cancelled,<O_Cancelled | 50>,0.9622641509433962,0.0,51,0.13917706928866716,0.9973499551655737,1
<O_Cancelled | 50>,O_CreateOffer,<O_CreateOffer | 50>,1.0,0.0,3,0.08846728541645453,0.18533319990813957,0
<O_Cancelled | 50>,O_Sent(mailandonline),<O_Sent(mailandonline) | 50>,1.0,0.0,1,0.03724391361780569,0.062418746747512466,0
<O_Cancelled | 50>,W_Validateapplication,<W_Validateapplication | 50>,1.0,0.0,3,0.1207484401891218,0.18533319990813957,0
<O_Cancelled | 52>,END,<END | 52>,1.0,0.0412931827053691,4,0.010113471074590973,0.24491866240370908,0
<O_Cancelled | 52>,O_Cancelled,<O_Cancelled | 52>,0.5,0.0,1,0.007502403874707949,0.12435300177159625,0
<O_Cancelled | 52>,O_Cancelled,<O_Cancelled | 62>,0.5,0.0,1,0.007502403874707949,0.12435300177159625,0
<O_Cancelled | 52>,O_CreateOffer,<O_CreateOffer | 52>,1.0,0.0,2,0.03321992505477088,0.12435300177159625,0
<O_Cancelled | 52>,W_Validateapplication,<W_Validateapplication | 52>,1.0,0.0,1,0.05635737448707871,0.062418746747512466,1
<O_Cancelled | 54>,END,<END | 22>,0.0093023255813953,0.4951042275667244,4,0.9797119871294898,1.0,1
<O_Cancelled | 54>,END,<END | 60>,0.8790697674418605,0.9822638559667032,378,0.9797119871294898,1.0,1
<O_Cancelled | 54>,END,<END | 89>,0.1116279069767441,0.9999999999999988,48,0.9797119871294898,1.0,1
<O_Cancelled | 54>,O_Cancelled,<O_Cancelled | 22>,0.4292929292929293,0.0,85,0.7073203576195164,0.9999999999643351,0
<O_Cancelled | 54>,O_Cancelled,<O_Cancelled | 60>,0.4191919191919191,0.0,83,0.7073203576195164,0.9999999999643351,0
<O_Cancelled | 54>,O_Cancelled,<O_Cancelled | 92>,0.1414141414141414,0.0,28,0.7073203576195164,0.9999999999643351,0
<O_Cancelled | 54>,O_Cancelled,<O_Cancelled | 97>,0.0101010101010101,0.0,2,0.7073203576195164,0.9999999999643351,0
<O_Cancelled | 57>,W_Callincompletefiles,<W_Callincompletefiles | 57>,1.0,0.0,1,0.026772797140415087,0.062418746747512466,1
<O_Cancelled | 5>,END,<END | 5>,0.75,0.0427998491896472,6,0.01535957191673275,0.4621171572600098,0
<O_Cancelled | 5>,END,<END | 62>,0.25,0.0045500447621711,2,0.01535957191673275,0.4621171572600098,0
<O_Cancelled | 5>,O_Cancelled,<O_Cancelled | 5>,0.7777777777777778,0.0,7,0.10928147642398893,0.5098299737352565,0
<O_Cancelled | 5>,O_Cancelled,<O_Cancelled | 96>,0.2222222222222222,0.0,2,0.10928147642398893,0.5098299737352565,0
<O_Cancelled | 5>,O_CreateOffer,<O_CreateOffer | 5>,1.0,0.0,1,0.012676248900165133,0.062418746747512466,0
<O_Cancelled | 5>,O_Sent(mailandonline),<O_Sent(mailandonline) | 5>,1.0,0.0,1,0.045745291881473304,0.062418746747512466,0
<O_Cancelled | 5>,W_Callincompletefiles,<W_Callincompletefiles | 57>,0.2,0.0,1,0.24650562936692577,0.3027097293321085,1
<O_Cancelled | 5>,W_Callincompletefiles,<W_Callincompletefiles | 5>,0.8,0.0,4,0.24650562936692577,0.3027097293321085,1
<O_Cancelled | 60>,END,<END | 16>,0.0093457943925233,0.5340218555934614,1,0.9424064901750836,0.9999968930044908,1
<O_Cancelled | 60>,END,<END | 60>,0.9252336448598132,0.9822638559667112,99,0.9424064901750836,0.9999968930044908,1
<O_Cancelled | 60>,END,<END | 92>,0.0560747663551401,0.3687130875102747,6,0.9424064901750836,0.9999968930044908,1
<O_Cancelled | 60>,END,<END | 97>,0.0093457943925233,0.8473856299902721,1,0.9424064901750836,0.9999968930044908,1
<O_Cancelled | 60>,O_Cancelled,<O_Cancelled | 16>,0.05,0.0,1,0.6085797307353635,0.8482836399575129,0
<O_Cancelled | 60>,O_Cancelled,<O_Cancelled | 60>,0.45,0.0,9,0.6085797307353635,0.8482836399575129,0
<O_Cancelled | 60>,O_Cancelled,<O_Cancelled | 92>,0.5,0.0,10,0.6085797307353635,0.8482836399575129,0
<O_Cancelled | 61>,O_Cancelled,<O_Cancelled | 18>,0.2941176470588235,0.0,5,0.07968009766550813,0.7866188121086977,1
<O_Cancelled | 61>,O_Cancelled,<O_Cancelled | 48>,0.1176470588235294,0.0,2,0.07968009766550813,0.7866188121086977,1
<O_Cancelled | 61>,O_Cancelled,<O_Cancelled | 62>,0.5882352941176471,0.0,10,0.07968009766550813,0.7866188121086977,1
