s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,22496,0.7780818010115118,1,1
<A_Accepted | 15>,O_CreateOffer,<O_CreateOffer | 15>,0.9838082901554404,0.0,1519,0.6636900973649478,1,1
<A_Validating | 64>,W_Callincompletefiles,<W_Callincompletefiles | 64>,1.0,0.0,1,0.0,0,1
<A_Validating | 68>,A_Denied,<O_Refused | 68>,1.0,0.0,1,0.0,0,0
<A_Validating | 68>,O_CreateOffer,<O_CreateOffer | 68>,1.0,0.0,1,0.0,0,0
<A_Validating | 68>,W_Callincompletefiles,<W_Callincompletefiles | 4>,0.0181818181818181,0.0,1,0.7557230156889947,1,1
<A_Validating | 68>,W_Callincompletefiles,<W_Callincompletefiles | 68>,0.9090909090909092,0.0,50,0.7557230156889947,1,1
<A_Validating | 68>,W_Callincompletefiles,<W_Callincompletefiles | 80>,0.0727272727272727,0.0,4,0.7557230156889947,1,1
<A_Validating | 73>,A_Denied,<O_Refused | 31>,0.5,0.0,1,0.0,0,0
<A_Validating | 73>,A_Denied,<O_Refused | 56>,0.5,0.0,1,0.0,0,0
<A_Validating | 73>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 73>,1.0,0.0,1,0.0,0,0
<A_Validating | 73>,W_Callincompletefiles,<W_Callincompletefiles | 4>,0.0588235294117647,0.0,3,0.8794865725538513,1,1
<A_Validating | 73>,W_Callincompletefiles,<W_Callincompletefiles | 73>,0.9411764705882352,0.0,48,0.8794865725538513,1,1
<A_Validating | 75>,A_Denied,<O_Refused | 31>,0.5,0.0,5,0.00010804938475524262,1,0
<A_Validating | 75>,A_Denied,<O_Refused | 75>,0.5,0.0,5,0.00010804938475524262,1,0
<A_Validating | 75>,W_Callincompletefiles,<W_Callincompletefiles | 75>,1.0,0.0,59,0.8417218194369329,1,1
<A_Validating | 76>,A_Denied,<O_Refused | 31>,1.0,0.0,24,0.00021609876951048524,1,0
<A_Validating | 76>,O_CreateOffer,<O_CreateOffer | 75>,0.3333333333333333,0.0,1,0.0,0,0
<A_Validating | 76>,O_CreateOffer,<O_CreateOffer | 76>,0.6666666666666666,0.0,2,0.0,0,0
<A_Validating | 76>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 4>,0.5,0.0,1,0.0,0,0
<A_Validating | 76>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 76>,0.5,0.0,1,0.0,0,0
<A_Validating | 76>,W_Callincompletefiles,<W_Callincompletefiles | 4>,0.0282258064516129,0.0,7,0.89432782034039,1,1
<A_Validating | 76>,W_Callincompletefiles,<W_Callincompletefiles | 75>,0.1330645161290322,0.0,33,0.89432782034039,1,1
<A_Validating | 76>,W_Callincompletefiles,<W_Callincompletefiles | 76>,0.8387096774193549,0.0,208,0.89432782034039,1,1
<A_Validating | 76>,W_Validateapplication,<O_Accepted | 76>,0.5,0.0,1,0.0,0,0
<A_Validating | 76>,W_Validateapplication,<W_Validateapplication | 76>,0.5,0.0,1,0.0,0,0
<A_Validating | 7>,W_Callincompletefiles,<W_Callincompletefiles | 57>,1.0,0.0,1,0.0,0,1
<A_Validating | 80>,A_Denied,<O_Refused | 80>,1.0,0.0,1,0.0,0,0
<A_Validating | 80>,O_CreateOffer,<O_CreateOffer | 80>,1.0,0.0,1,0.0,0,0
<A_Validating | 80>,W_Callincompletefiles,<W_Callincompletefiles | 80>,1.0,0.0,14,0.5907426398356735,1,1
<A_Validating | 82>,W_Callincompletefiles,<W_Callincompletefiles | 57>,1.0,0.0,2,0.0,0,1
<A_Validating | 88>,A_Denied,<O_Refused | 98>,1.0,0.0,4,0.0,0,0
<A_Validating | 88>,O_CreateOffer,<O_CreateOffer | 88>,1.0,0.0,1,0.0,0,0
<A_Validating | 88>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 88>,1.0,0.0,1,0.0,0,0
<A_Validating | 88>,W_Callincompletefiles,<W_Callincompletefiles | 28>,0.0945945945945946,0.0,7,0.8952394433990855,1,1
<A_Validating | 88>,W_Callincompletefiles,<W_Callincompletefiles | 88>,0.9054054054054054,0.0,67,0.8952394433990855,1,1
<A_Validating | 95>,A_Denied,<O_Refused | 95>,1.0,0.0,1,0.0,0,0
<A_Validating | 95>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 95>,1.0,0.0,1,0.0,0,0
<A_Validating | 95>,W_Callincompletefiles,<W_Callincompletefiles | 95>,1.0,0.0,13,0.43665191798704284,1,1
<A_Validating | 9>,A_Denied,<O_Refused | 19>,0.75,0.0,9,0.0034738623637241978,1,0
<A_Validating | 9>,A_Denied,<O_Refused | 43>,0.25,0.0,3,0.0034738623637241978,1,0
<A_Validating | 9>,O_Cancelled,<A_Cancelled | 19>,1.0,0.0,1,0.0,0,0
<A_Validating | 9>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 19>,1.0,0.0,1,0.0,0,0
<A_Validating | 9>,W_Callincompletefiles,<W_Callincompletefiles | 19>,1.0,0.0,580,0.8889264738586583,1,1
<A_Validating | 9>,W_Validateapplication,<O_Returned | 19>,1.0,0.0,5,0.0,0,0
<O_Accepted | 10>,A_Pending,<A_Pending | 55>,1.0,0.0,2081,0.7971166480893731,1,1
<O_Accepted | 12>,A_Pending,<A_Pending | 30>,0.011070110701107,0.0,3,0.8858035073200188,1,1
<O_Accepted | 12>,A_Pending,<A_Pending | 65>,0.003690036900369,0.0,1,0.8858035073200188,1,1
<O_Accepted | 12>,A_Pending,<A_Pending | 85>,0.985239852398524,0.0,267,0.8858035073200188,1,1
<O_Accepted | 13>,A_Pending,<A_Pending | 65>,0.9974126778783958,0.0,771,0.9889270958823302,1,1
<O_Accepted | 13>,A_Pending,<A_Pending | 91>,0.0025873221216041,0.0,2,0.9889270958823302,1,1
<O_Accepted | 18>,A_Pending,<A_Pending | 18>,0.0337078651685393,0.0,3,0.8688287454060389,1,1
<O_Accepted | 18>,A_Pending,<A_Pending | 30>,0.7865168539325843,0.0,70,0.8688287454060389,1,1
<O_Accepted | 18>,A_Pending,<A_Pending | 65>,0.1573033707865168,0.0,14,0.8688287454060389,1,1
<O_Accepted | 18>,A_Pending,<A_Pending | 92>,0.0224719101123595,0.0,2,0.8688287454060389,1,1
<O_Accepted | 1>,A_Pending,<A_Pending | 21>,0.8,0.0,4,0.0,0,1
<O_Accepted | 1>,A_Pending,<A_Pending | 91>,0.2,0.0,1,0.0,0,1
<O_Accepted | 26>,A_Pending,<A_Pending | 21>,0.9972397476340694,0.0,2529,0.9996389959603185,1,1
<O_Accepted | 26>,A_Pending,<A_Pending | 91>,0.0027602523659305,0.0,7,0.9996389959603185,1,1
<O_Accepted | 28>,A_Pending,<A_Pending | 91>,1.0,0.0,1069,0.9835063947423522,1,1
<O_Accepted | 33>,A_Pending,<A_Pending | 30>,0.273972602739726,0.0,20,0.7966122872732867,1,1
<O_Accepted | 33>,A_Pending,<A_Pending | 33>,0.0684931506849315,0.0,5,0.7966122872732867,1,1
<O_Accepted | 33>,A_Pending,<A_Pending | 85>,0.6027397260273972,0.0,44,0.7966122872732867,1,1
<O_Accepted | 33>,A_Pending,<A_Pending | 95>,0.0273972602739726,0.0,2,0.7966122872732867,1,1
<O_Accepted | 33>,A_Pending,<A_Pending | 97>,0.0273972602739726,0.0,2,0.7966122872732867,1,1
<O_Accepted | 41>,A_Pending,<A_Pending | 21>,1.0,0.0,466,0.99968364926539,1,1
<O_Accepted | 45>,A_Pending,<A_Pending | 21>,0.0601092896174863,0.0,11,0.9171883802082772,1,1
<O_Accepted | 45>,A_Pending,<A_Pending | 45>,0.0765027322404371,0.0,14,0.9171883802082772,1,1
<O_Accepted | 45>,A_Pending,<A_Pending | 65>,0.1912568306010929,0.0,35,0.9171883802082772,1,1
<O_Accepted | 45>,A_Pending,<A_Pending | 85>,0.6721311475409836,0.0,123,0.9171883802082772,1,1
<O_Accepted | 47>,A_Pending,<A_Pending | 65>,1.0,0.0,12,0.9889411573638867,1,1
<O_Accepted | 48>,A_Pending,<A_Pending | 21>,0.0389610389610389,0.0,9,0.9889105159898278,1,1
<O_Accepted | 48>,A_Pending,<A_Pending | 65>,0.9567099567099568,0.0,221,0.9889105159898278,1,1
<O_Accepted | 48>,A_Pending,<A_Pending | 85>,0.0043290043290043,0.0,1,0.9889105159898278,1,1
<O_Accepted | 49>,A_Pending,<A_Pending | 21>,0.0318021201413427,0.0,9,0.9892827913819556,1,1
<O_Accepted | 49>,A_Pending,<A_Pending | 65>,0.9681978798586572,0.0,274,0.9892827913819556,1,1
<O_Accepted | 4>,A_Pending,<A_Pending | 30>,0.8103448275862069,0.0,94,0.9057376980524479,1,1
<O_Accepted | 4>,A_Pending,<A_Pending | 53>,0.1810344827586207,0.0,21,0.9057376980524479,1,1
<O_Accepted | 4>,A_Pending,<A_Pending | 67>,0.0086206896551724,0.0,1,0.9057376980524479,1,1
<O_Accepted | 52>,A_Pending,<A_Pending | 30>,0.2604166666666667,0.0,25,0.9540567891990819,1,1
<O_Accepted | 52>,A_Pending,<A_Pending | 53>,0.2604166666666667,0.0,25,0.9540567891990819,1,1
<O_Accepted | 52>,A_Pending,<A_Pending | 65>,0.34375,0.0,33,0.9540567891990819,1,1
<O_Accepted | 52>,A_Pending,<A_Pending | 85>,0.0104166666666666,0.0,1,0.9540567891990819,1,1
<O_Accepted | 52>,A_Pending,<A_Pending | 91>,0.125,0.0,12,0.9540567891990819,1,1
<O_Accepted | 5>,A_Pending,<A_Pending | 55>,0.8841911764705882,0.0,481,0.7857513067272646,1,1
<O_Accepted | 5>,A_Pending,<A_Pending | 5>,0.0551470588235294,0.0,30,0.7857513067272646,1,1
<O_Accepted | 5>,A_Pending,<A_Pending | 77>,0.0606617647058823,0.0,33,0.7857513067272646,1,1
<O_Accepted | 61>,A_Pending,<A_Pending | 30>,0.2401960784313725,0.0,49,0.9682096358774034,1,1
<O_Accepted | 61>,A_Pending,<A_Pending | 65>,0.75,0.0,153,0.9682096358774034,1,1
<O_Accepted | 61>,A_Pending,<A_Pending | 85>,0.0098039215686274,0.0,2,0.9682096358774034,1,1
<O_Accepted | 63>,A_Pending,<A_Pending | 53>,0.2079905992949471,0.0,177,0.9752519959063508,1,1
<O_Accepted | 63>,A_Pending,<A_Pending | 91>,0.7920094007050529,0.0,674,0.9752519959063508,1,1
<O_Accepted | 68>,A_Pending,<A_Pending | 30>,0.005813953488372,0.0,1,0.8537995013748044,1,1
<O_Accepted | 68>,A_Pending,<A_Pending | 53>,0.0697674418604651,0.0,12,0.8537995013748044,1,1
<O_Accepted | 68>,A_Pending,<A_Pending | 80>,0.0523255813953488,0.0,9,0.8537995013748044,1,1
<O_Accepted | 68>,A_Pending,<A_Pending | 85>,0.8372093023255814,0.0,144,0.8537995013748044,1,1
<O_Accepted | 68>,A_Pending,<A_Pending | 97>,0.0348837209302325,0.0,6,0.8537995013748044,1,1
<O_Accepted | 73>,A_Pending,<A_Pending | 30>,1.0,0.0,88,0.9068654591149008,1,1
<O_Accepted | 75>,A_Pending,<A_Pending | 53>,1.0,0.0,211,0.943819991299204,1,1
<O_Accepted | 76>,A_Pending,<A_Pending | 30>,0.3317972350230415,0.0,144,0.9533730675949018,1,1
<O_Accepted | 76>,A_Pending,<A_Pending | 53>,0.1566820276497695,0.0,68,0.9533730675949018,1,1
<O_Accepted | 76>,A_Pending,<A_Pending | 65>,0.3202764976958525,0.0,139,0.9533730675949018,1,1
<O_Accepted | 76>,A_Pending,<A_Pending | 85>,0.0023041474654377,0.0,1,0.9533730675949018,1,1
<O_Accepted | 76>,A_Pending,<A_Pending | 91>,0.1889400921658986,0.0,82,0.9533730675949018,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 16>,0.0434782608695652,0.0,2,0.7010149436103226,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 30>,0.0869565217391304,0.0,4,0.7010149436103226,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 67>,0.0652173913043478,0.0,3,0.7010149436103226,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 80>,0.782608695652174,0.0,36,0.7010149436103226,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 97>,0.0217391304347826,0.0,1,0.7010149436103226,1,1
<O_Accepted | 93>,A_Pending,<A_Pending | 21>,1.0,0.0,922,0.99968364926539,1,1
<O_Accepted | 95>,A_Pending,<A_Pending | 16>,0.1052631578947368,0.0,2,0.49129048192680363,1,1
<O_Accepted | 95>,A_Pending,<A_Pending | 80>,0.0526315789473684,0.0,1,0.49129048192680363,1,1
<O_Accepted | 95>,A_Pending,<A_Pending | 95>,0.8421052631578947,0.0,16,0.49129048192680363,1,1
<O_Accepted | 96>,A_Pending,<A_Pending | 77>,0.4583333333333333,0.0,22,0.6961518803392945,1,1
<O_Accepted | 96>,A_Pending,<A_Pending | 96>,0.5416666666666666,0.0,26,0.6961518803392945,1,1
<O_Cancelled | 10>,END,<END | 10>,1.0,0.0427817388124702,28,0.0427817388124702,1,1
<O_Cancelled | 10>,O_CreateOffer,<O_CreateOffer | 10>,1.0,0.0,2,0.0,0,0
<O_Cancelled | 10>,W_Callincompletefiles,<W_Callincompletefiles | 10>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 12>,O_Cancelled,<O_Cancelled | 33>,0.1538461538461538,0.0,2,0.03982274993827947,1,1
<O_Cancelled | 12>,O_Cancelled,<O_Cancelled | 62>,0.8461538461538461,0.0,11,0.03982274993827947,1,1
<O_Cancelled | 12>,O_CreateOffer,<O_CreateOffer | 12>,0.5,0.0,1,0.0,0,0
<O_Cancelled | 12>,O_CreateOffer,<O_CreateOffer | 52>,0.5,0.0,1,0.0,0,0
<O_Cancelled | 12>,O_Sent(onlineonly),<O_Returned | 33>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 12>,W_Validateapplication,<W_Validateapplication | 12>,0.5,0.0,1,0.0,0,0
<O_Cancelled | 12>,W_Validateapplication,<W_Validateapplication | 33>,0.5,0.0,1,0.0,0,0
<O_Cancelled | 13>,O_Cancelled,<O_Cancelled | 52>,0.1176470588235294,0.0,2,0.036253185850300636,1,1
<O_Cancelled | 13>,O_Cancelled,<O_Cancelled | 62>,0.8823529411764706,0.0,15,0.036253185850300636,1,1
<O_Cancelled | 13>,O_CreateOffer,<O_CreateOffer | 52>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 13>,W_Validateapplication,<W_Validateapplication | 52>,1.0,0.0,2,0.0,0,0
<O_Cancelled | 16>,END,<END | 16>,1.0,0.5340218555934613,74,0.5340218555934613,1,1
<O_Cancelled | 16>,O_Cancelled,<O_Cancelled | 16>,1.0,0.0,93,0.5340218555934613,1,1
<O_Cancelled | 18>,END,<END | 18>,1.0,0.0410873162110449,11,0.0410873162110449,1,1
<O_Cancelled | 18>,O_Cancelled,<A_Cancelled | 18>,0.1428571428571428,0.0,3,0.03521769960946706,1,0
<O_Cancelled | 18>,O_Cancelled,<O_Cancelled | 18>,0.8571428571428571,0.0,18,0.03521769960946706,1,0
<O_Cancelled | 18>,O_Sent(mailandonline),<O_Accepted | 18>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 18>,W_Validateapplication,<W_Validateapplication | 18>,1.0,0.0,2,0.0,0,0
<O_Cancelled | 19>,END,<END | 24>,1.0,0.0140098271870341,2,0.0,0,1
<O_Cancelled | 1>,END,<END | 62>,1.0,0.0045500447621711,3,0.0,0,1
<O_Cancelled | 22>,END,<END | 22>,0.9545454545454546,0.4951042275667258,252,0.48935917574597804,1,0
<O_Cancelled | 22>,END,<END | 92>,0.0454545454545454,0.3687130875102747,12,0.48935917574597804,1,0
<O_Cancelled | 22>,O_Cancelled,<O_Cancelled | 22>,0.935064935064935,0.0,72,0.5334254785835296,1,1
<O_Cancelled | 22>,O_Cancelled,<O_Cancelled | 92>,0.0649350649350649,0.0,5,0.5334254785835296,1,1
<O_Cancelled | 23>,A_Denied,<O_Refused | 7>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 23>,O_Cancelled,<A_Cancelled | 7>,0.1818181818181818,0.0,2,0.7191755056650526,1,0
<O_Cancelled | 23>,O_Cancelled,<O_Cancelled | 23>,0.0909090909090909,0.0,1,0.7191755056650526,1,0
<O_Cancelled | 23>,O_Cancelled,<O_Cancelled | 7>,0.7272727272727273,0.0,8,0.7191755056650526,1,0
<O_Cancelled | 23>,O_CreateOffer,<O_CreateOffer | 7>,1.0,0.0,18,0.7051846677148049,1,0
<O_Cancelled | 23>,O_Sent(mailandonline),<A_Cancelled | 7>,0.1125,0.0,9,0.7770689177898306,1,0
<O_Cancelled | 23>,O_Sent(mailandonline),<O_Sent(mailandonline) | 23>,0.0125,0.0,1,0.7770689177898306,1,0
<O_Cancelled | 23>,O_Sent(mailandonline),<O_Sent(mailandonline) | 7>,0.875,0.0,70,0.7770689177898306,1,0
<O_Cancelled | 23>,O_Sent(onlineonly),<O_Sent(onlineonly) | 7>,1.0,0.0,2,0.0,0,0
<O_Cancelled | 23>,W_Validateapplication,<W_Validateapplication | 7>,1.0,0.0,45,0.8747078577312497,1,1
<O_Cancelled | 24>,END,<END | 24>,0.8888888888888888,0.0140098271870341,8,0.015077981407192012,1,1
<O_Cancelled | 24>,END,<END | 38>,0.1111111111111111,0.0236232151684553,1,0.015077981407192012,1,1
<O_Cancelled | 25>,END,<END | 77>,1.0,0.6989778274387822,393,0.6989778274387822,1,1
<O_Cancelled | 25>,O_Cancelled,<O_Cancelled | 77>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 26>,END,<END | 62>,1.0,0.0045500447621711,12,0.0045500447621711,1,1
<O_Cancelled | 26>,W_Callincompletefiles,<W_Callincompletefiles | 48>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 28>,END,<END | 62>,1.0,0.0045500447621711,91,0.0045500447621711,1,1
<O_Cancelled | 28>,W_Callincompletefiles,<W_Callincompletefiles | 52>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 2>,A_Denied,<A_Denied | 2>,1.0,0.0,3,0.0,0,0
<O_Cancelled | 2>,O_CreateOffer,<O_CreateOffer | 2>,1.0,0.0,59,0.8653200840088336,1,1
<O_Cancelled | 33>,END,<END | 18>,0.125,0.0410873162110449,1,0.0,0,0
<O_Cancelled | 33>,END,<END | 33>,0.625,0.0421462469328383,5,0.0,0,0
<O_Cancelled | 33>,END,<END | 62>,0.25,0.0045500447621711,2,0.0,0,0
<O_Cancelled | 33>,O_Cancelled,<A_Cancelled | 33>,0.04,0.0,1,0.032869687052864936,1,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 18>,0.08,0.0,2,0.032869687052864936,1,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 33>,0.8,0.0,20,0.032869687052864936,1,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 62>,0.08,0.0,2,0.032869687052864936,1,1
<O_Cancelled | 33>,O_CreateOffer,<O_CreateOffer | 33>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 33>,O_Sent(onlineonly),<O_Returned | 33>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 33>,W_Validateapplication,<W_Validateapplication | 33>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 34>,END,<END | 24>,1.0,0.014009827187032,5203,0.014009827187032,1,0
<O_Cancelled | 34>,O_Cancelled,<O_Cancelled | 24>,0.0070754716981132,0.0,9,0.02624423924550317,1,1
<O_Cancelled | 34>,O_Cancelled,<O_Cancelled | 38>,0.9929245283018868,0.0,1263,0.02624423924550317,1,1
<O_Cancelled | 35>,END,<END | 89>,1.0,0.999999999999998,33,0.999999999999998,1,1
<O_Cancelled | 37>,END,<END | 60>,0.4074074074074074,0.9822638559667096,11,0.9927741635419916,1,1
<O_Cancelled | 37>,END,<END | 89>,0.5925925925925926,0.999999999999998,16,0.9927741635419916,1,1
<O_Cancelled | 38>,END,<END | 38>,0.98971898560658,0.0236232151684547,1444,0.023650980010233368,1,0
<O_Cancelled | 38>,END,<END | 46>,0.0102810143934201,0.0263238087787928,15,0.023650980010233368,1,0
<O_Cancelled | 38>,O_Cancelled,<O_Cancelled | 38>,0.3333333333333333,0.0,22,0.026323808778792798,1,1
<O_Cancelled | 38>,O_Cancelled,<O_Cancelled | 46>,0.6666666666666666,0.0,44,0.026323808778792798,1,1
<O_Cancelled | 39>,END,<END | 60>,0.0053763440860215,0.9822638559667096,2,0.8944694479017044,1,1
<O_Cancelled | 39>,END,<END | 89>,0.303763440860215,1.0,113,0.8944694479017044,1,1
<O_Cancelled | 39>,END,<END | 97>,0.6908602150537635,0.8473856299902747,257,0.8944694479017044,1,1
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 22>,0.0657894736842105,0.0,10,0.7863269273900246,1,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 89>,0.0657894736842105,0.0,10,0.7863269273900246,1,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 92>,0.0657894736842105,0.0,10,0.7863269273900246,1,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 97>,0.8026315789473685,0.0,122,0.7863269273900246,1,0
<O_Cancelled | 3>,A_Denied,<A_Denied | 3>,1.0,0.0,6,0.0,0,0
<O_Cancelled | 3>,END,<END | 3>,1.0,0.0427978770460862,28,0.0427978770460862,1,0
<O_Cancelled | 3>,O_Cancelled,<O_Cancelled | 87>,1.0,0.0,22,0.6428238268947111,1,0
<O_Cancelled | 3>,O_CreateOffer,<O_CreateOffer | 3>,0.9365079365079364,0.0,118,0.6597784787819643,1,1
<O_Cancelled | 3>,O_CreateOffer,<O_CreateOffer | 87>,0.0634920634920634,0.0,8,0.6597784787819643,1,1
<O_Cancelled | 3>,O_Sent(mailandonline),<O_Sent(mailandonline) | 87>,1.0,0.0,68,0.6428239569966773,1,0
<O_Cancelled | 3>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 87>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 3>,W_Completeapplication,<A_Cancelled | 3>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 3>,W_Shortenedcompletion,<W_Shortenedcompletion | 3>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 41>,A_Denied,<A_Denied | 41>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 41>,END,<END | 62>,1.0,0.0045500447621711,51,0.0045500447621711,1,1
<O_Cancelled | 41>,O_CreateOffer,<O_CreateOffer | 41>,1.0,0.0,4,0.0,0,0
<O_Cancelled | 45>,O_Cancelled,<A_Cancelled | 45>,0.054054054054054,0.0,2,0.06358338683729822,1,1
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 45>,0.027027027027027,0.0,1,0.06358338683729822,1,1
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 48>,0.027027027027027,0.0,1,0.06358338683729822,1,1
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 62>,0.8918918918918919,0.0,33,0.06358338683729822,1,1
<O_Cancelled | 45>,O_CreateOffer,<O_CreateOffer | 45>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 45>,O_Sent(onlineonly),<O_Sent(onlineonly) | 45>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 45>,W_Validateapplication,<W_Validateapplication | 33>,0.3333333333333333,0.0,1,0.0,0,0
<O_Cancelled | 45>,W_Validateapplication,<W_Validateapplication | 45>,0.6666666666666666,0.0,2,0.0,0,0
<O_Cancelled | 46>,END,<END | 46>,1.0,0.0263238087787928,313,0.0263238087787928,1,1
<O_Cancelled | 46>,O_Cancelled,<A_Cancelled | 46>,0.0027932960893854,0.0,1,0.026323808778792795,1,0
<O_Cancelled | 46>,O_Cancelled,<O_Cancelled | 46>,0.9972067039106144,0.0,357,0.026323808778792795,1,0
<O_Cancelled | 46>,O_CreateOffer,<O_CreateOffer | 46>,1.0,0.0,3,0.0,0,0
<O_Cancelled | 46>,O_Sent(mailandonline),<A_Cancelled | 50>,0.3333333333333333,0.0,1,0.0,0,0
<O_Cancelled | 46>,O_Sent(mailandonline),<O_Sent(mailandonline) | 46>,0.6666666666666666,0.0,2,0.0,0,0
<O_Cancelled | 46>,W_Validateapplication,<W_Validateapplication | 46>,1.0,0.0,7,0.0,0,0
<O_Cancelled | 47>,O_Cancelled,<A_Cancelled | 48>,0.03125,0.0,1,0.06519027831914705,1,1
<O_Cancelled | 47>,O_Cancelled,<O_Cancelled | 48>,0.03125,0.0,1,0.06519027831914705,1,1
<O_Cancelled | 47>,O_Cancelled,<O_Cancelled | 62>,0.9375,0.0,30,0.06519027831914705,1,1
<O_Cancelled | 47>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,5,0.0,0,0
<O_Cancelled | 47>,O_Sent(mailandonline),<O_Sent(mailandonline) | 48>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 47>,O_Sent(onlineonly),<O_Sent(onlineonly) | 48>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 47>,W_Validateapplication,<W_Validateapplication | 48>,1.0,0.0,4,0.0,0,0
<O_Cancelled | 48>,A_Denied,<A_Denied | 48>,1.0,0.0,3,0.0,0,0
<O_Cancelled | 48>,O_Cancelled,<A_Cancelled | 18>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 48>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,9,0.8123940460946645,1,1
<O_Cancelled | 48>,O_Sent(mailandonline),<O_Sent(mailandonline) | 48>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 48>,W_Validateapplication,<W_Validateapplication | 48>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 49>,O_Cancelled,<A_Cancelled | 48>,0.0181818181818181,0.0,1,0.12522949385412555,1,1
<O_Cancelled | 49>,O_Cancelled,<O_Cancelled | 48>,0.109090909090909,0.0,6,0.12522949385412555,1,1
<O_Cancelled | 49>,O_Cancelled,<O_Cancelled | 62>,0.8727272727272727,0.0,48,0.12522949385412555,1,1
<O_Cancelled | 49>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 4>,END,<END | 4>,1.0,0.0423953370311043,1,0.0,0,1
<O_Cancelled | 4>,O_Cancelled,<O_Cancelled | 18>,0.5,0.0,1,0.0,0,1
<O_Cancelled | 4>,O_Cancelled,<O_Cancelled | 52>,0.5,0.0,1,0.0,0,1
<O_Cancelled | 50>,END,<END | 50>,1.0,0.0408978251953129,6,0.0,0,0
<O_Cancelled | 50>,O_Cancelled,<A_Cancelled | 50>,0.0377358490566037,0.0,2,0.026321029235632495,1,1
<O_Cancelled | 50>,O_Cancelled,<O_Cancelled | 50>,0.9622641509433962,0.0,51,0.026321029235632495,1,1
<O_Cancelled | 50>,O_CreateOffer,<O_CreateOffer | 50>,1.0,0.0,3,0.0,0,0
<O_Cancelled | 50>,O_Sent(mailandonline),<O_Sent(mailandonline) | 50>,1.0,0.0,1,0.0,0,0
<O_Cancelled | 50>,W_Validateapplication,<W_Validateapplication | 50>,1.0,0.0,3,0.0,0,0
<O_Cancelled | 52>,END,<END | 52>,1.0,0.0412931827053691,4,0.0,0,1
<O_Cancelled | 52>,O_Cancelled,<O_Cancelled | 52>,0.5,0.0,1,0.0,0,1
<O_Cancelled | 52>,O_Cancelled,<O_Cancelled | 62>,0.5,0.0,1,0.0,0,1
<O_Cancelled | 52>,O_CreateOffer,<O_CreateOffer | 52>,1.0,0.0,2,0.0,0,1
<O_Cancelled | 52>,W_Validateapplication,<W_Validateapplication | 52>,1.0,0.0,1,0.0,0,1
<O_Cancelled | 54>,END,<END | 22>,0.0093023255813953,0.4951042275667244,4,0.9797119871294898,1,1
<O_Cancelled | 54>,END,<END | 60>,0.8790697674418605,0.9822638559667032,378,0.9797119871294898,1,1
