s,a,s',p_r,reward,number_occurrences,q,scale_factor,policy
<>,START,<START>,1.0,0.0,22496,0.9596286402256585,1,1
<A_Accepted | 15>,O_CreateOffer,<O_CreateOffer | 15>,0.9838082901554404,0.0,1519,0.9542515344588345,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 16>,0.0434782608695652,0.0,2,0.7904661835015518,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 30>,0.0869565217391304,0.0,4,0.7904661835015518,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 67>,0.0652173913043478,0.0,3,0.7904661835015518,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 80>,0.782608695652174,0.0,36,0.7904661835015518,1,1
<O_Accepted | 80>,A_Pending,<A_Pending | 97>,0.0217391304347826,0.0,1,0.7904661835015518,1,1
<O_Accepted | 93>,A_Pending,<A_Pending | 21>,1.0,0.0,922,0.99968364926539,1,1
<O_Accepted | 95>,A_Pending,<A_Pending | 16>,0.1052631578947368,0.0,2,0.5474293290490173,1,1
<O_Accepted | 95>,A_Pending,<A_Pending | 80>,0.0526315789473684,0.0,1,0.5474293290490173,1,1
<O_Accepted | 95>,A_Pending,<A_Pending | 95>,0.8421052631578947,0.0,16,0.5474293290490173,1,1
<O_Accepted | 96>,A_Pending,<A_Pending | 77>,0.4583333333333333,0.0,22,0.7042078051630547,1,1
<O_Accepted | 96>,A_Pending,<A_Pending | 96>,0.5416666666666666,0.0,26,0.7042078051630547,1,1
<O_Cancelled | 10>,END,<END | 10>,1.0,0.0427817388124702,28,0.0427817388124702,1,0
<O_Cancelled | 10>,O_CreateOffer,<O_CreateOffer | 10>,1.0,0.0,2,0.9858900894066044,1,0
<O_Cancelled | 10>,W_Callincompletefiles,<W_Callincompletefiles | 10>,1.0,0.0,1,0.9990123956374171,1,1
<O_Cancelled | 12>,O_Cancelled,<O_Cancelled | 33>,0.1538461538461538,0.0,2,0.8973934038684936,1,0
<O_Cancelled | 12>,O_Cancelled,<O_Cancelled | 62>,0.8461538461538461,0.0,11,0.8973934038684936,1,0
<O_Cancelled | 12>,O_CreateOffer,<O_CreateOffer | 12>,0.5,0.0,1,0.908323420395385,1,1
<O_Cancelled | 12>,O_CreateOffer,<O_CreateOffer | 52>,0.5,0.0,1,0.908323420395385,1,1
<O_Cancelled | 12>,O_Sent(onlineonly),<O_Returned | 33>,1.0,0.0,1,0.8744626563002853,1,0
<O_Cancelled | 12>,W_Validateapplication,<W_Validateapplication | 12>,0.5,0.0,1,0.8751926684908815,1,0
<O_Cancelled | 12>,W_Validateapplication,<W_Validateapplication | 33>,0.5,0.0,1,0.8751926684908815,1,0
<O_Cancelled | 13>,O_Cancelled,<O_Cancelled | 52>,0.1176470588235294,0.0,2,0.9033954437672085,1,0
<O_Cancelled | 13>,O_Cancelled,<O_Cancelled | 62>,0.8823529411764706,0.0,15,0.9033954437672085,1,0
<O_Cancelled | 13>,O_CreateOffer,<O_CreateOffer | 52>,1.0,0.0,1,0.9090557767953968,1,0
<O_Cancelled | 13>,W_Validateapplication,<W_Validateapplication | 52>,1.0,0.0,2,0.9484538707176844,1,1
<O_Cancelled | 16>,END,<END | 16>,1.0,0.5340218555934613,74,0.5340218555934613,1,1
<O_Cancelled | 16>,O_Cancelled,<O_Cancelled | 16>,1.0,0.0,93,0.5340218555934613,1,1
<O_Cancelled | 18>,END,<END | 18>,1.0,0.0410873162110449,11,0.0410873162110449,1,0
<O_Cancelled | 18>,O_Cancelled,<A_Cancelled | 18>,0.1428571428571428,0.0,3,0.8974782451186791,1,0
<O_Cancelled | 18>,O_Cancelled,<O_Cancelled | 18>,0.8571428571428571,0.0,18,0.8974782451186791,1,0
<O_Cancelled | 18>,O_Sent(mailandonline),<O_Accepted | 18>,1.0,0.0,1,0.897488074978504,1,1
<O_Cancelled | 18>,W_Validateapplication,<W_Validateapplication | 18>,1.0,0.0,2,0.8963178564691034,1,0
<O_Cancelled | 19>,END,<END | 24>,1.0,0.0140098271870341,2,0.0140098271870341,1,1
<O_Cancelled | 1>,END,<END | 62>,1.0,0.0045500447621711,3,0.0045500447621711,1,1
<O_Cancelled | 22>,END,<END | 22>,0.9545454545454546,0.4951042275667258,252,0.48935917574597804,1,0
<O_Cancelled | 22>,END,<END | 92>,0.0454545454545454,0.3687130875102747,12,0.48935917574597804,1,0
<O_Cancelled | 22>,O_Cancelled,<O_Cancelled | 22>,0.935064935064935,0.0,72,0.5332511651438187,1,1
<O_Cancelled | 22>,O_Cancelled,<O_Cancelled | 92>,0.0649350649350649,0.0,5,0.5332511651438187,1,1
<O_Cancelled | 23>,A_Denied,<O_Refused | 7>,1.0,0.0,1,0.0427452815589269,1,0
<O_Cancelled | 23>,O_Cancelled,<A_Cancelled | 7>,0.1818181818181818,0.0,2,0.9427059001146052,1,0
<O_Cancelled | 23>,O_Cancelled,<O_Cancelled | 23>,0.0909090909090909,0.0,1,0.9427059001146052,1,0
<O_Cancelled | 23>,O_Cancelled,<O_Cancelled | 7>,0.7272727272727273,0.0,8,0.9427059001146052,1,0
<O_Cancelled | 23>,O_CreateOffer,<O_CreateOffer | 7>,1.0,0.0,18,0.9427020240395747,1,0
<O_Cancelled | 23>,O_Sent(mailandonline),<A_Cancelled | 7>,0.1125,0.0,9,0.9428318877498015,1,1
<O_Cancelled | 23>,O_Sent(mailandonline),<O_Sent(mailandonline) | 23>,0.0125,0.0,1,0.9428318877498015,1,1
<O_Cancelled | 23>,O_Sent(mailandonline),<O_Sent(mailandonline) | 7>,0.875,0.0,70,0.9428318877498015,1,1
<O_Cancelled | 23>,O_Sent(onlineonly),<O_Sent(onlineonly) | 7>,1.0,0.0,2,0.9427001771409791,1,0
<O_Cancelled | 23>,W_Validateapplication,<W_Validateapplication | 7>,1.0,0.0,45,0.9372239217038374,1,0
<O_Cancelled | 24>,END,<END | 24>,0.8888888888888888,0.0140098271870341,8,0.015077981407192012,1,1
<O_Cancelled | 24>,END,<END | 38>,0.1111111111111111,0.0236232151684553,1,0.015077981407192012,1,1
<O_Cancelled | 25>,END,<END | 77>,1.0,0.6989778274387822,393,0.6989778274387822,1,0
<O_Cancelled | 25>,O_Cancelled,<O_Cancelled | 77>,1.0,0.0,1,0.6989778274387859,1,1
<O_Cancelled | 26>,END,<END | 62>,1.0,0.0045500447621711,12,0.0045500447621711,1,0
<O_Cancelled | 26>,W_Callincompletefiles,<W_Callincompletefiles | 48>,1.0,0.0,1,0.9535683926616783,1,1
<O_Cancelled | 28>,END,<END | 62>,1.0,0.0045500447621711,91,0.0045500447621711,1,0
<O_Cancelled | 28>,W_Callincompletefiles,<W_Callincompletefiles | 52>,1.0,0.0,1,0.947911024495273,1,1
<O_Cancelled | 2>,A_Denied,<A_Denied | 2>,1.0,0.0,3,0.0427816273903517,1,0
<O_Cancelled | 2>,O_CreateOffer,<O_CreateOffer | 2>,1.0,0.0,59,0.9530202290560725,1,1
<O_Cancelled | 33>,END,<END | 18>,0.125,0.0410873162110449,1,0.03261483004994733,1,0
<O_Cancelled | 33>,END,<END | 33>,0.625,0.0421462469328383,5,0.03261483004994733,1,0
<O_Cancelled | 33>,END,<END | 62>,0.25,0.0045500447621711,2,0.03261483004994733,1,0
<O_Cancelled | 33>,O_Cancelled,<A_Cancelled | 33>,0.04,0.0,1,0.8974266957082555,1,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 18>,0.08,0.0,2,0.8974266957082555,1,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 33>,0.8,0.0,20,0.8974266957082555,1,1
<O_Cancelled | 33>,O_Cancelled,<O_Cancelled | 62>,0.08,0.0,2,0.8974266957082555,1,1
<O_Cancelled | 33>,O_CreateOffer,<O_CreateOffer | 33>,1.0,0.0,1,0.8974207936567429,1,0
<O_Cancelled | 33>,O_Sent(onlineonly),<O_Returned | 33>,1.0,0.0,1,0.8744626563002853,1,0
<O_Cancelled | 33>,W_Validateapplication,<W_Validateapplication | 33>,1.0,0.0,1,0.8610003036584611,1,0
<O_Cancelled | 34>,END,<END | 24>,1.0,0.014009827187032,5203,0.014009827187032,1,0
<O_Cancelled | 34>,O_Cancelled,<O_Cancelled | 24>,0.0070754716981132,0.0,9,0.9361006332662922,1,1
<O_Cancelled | 34>,O_Cancelled,<O_Cancelled | 38>,0.9929245283018868,0.0,1263,0.9361006332662922,1,1
<O_Cancelled | 35>,END,<END | 89>,1.0,0.999999999999998,33,0.999999999999998,1,1
<O_Cancelled | 37>,END,<END | 60>,0.4074074074074074,0.9822638559667096,11,0.9927741635419916,1,1
<O_Cancelled | 37>,END,<END | 89>,0.5925925925925926,0.999999999999998,16,0.9927741635419916,1,1
<O_Cancelled | 38>,END,<END | 38>,0.98971898560658,0.0236232151684547,1444,0.023650980010233368,1,0
<O_Cancelled | 38>,END,<END | 46>,0.0102810143934201,0.0263238087787928,15,0.023650980010233368,1,0
<O_Cancelled | 38>,O_Cancelled,<O_Cancelled | 38>,0.3333333333333333,0.0,22,0.9426651896170385,1,1
<O_Cancelled | 38>,O_Cancelled,<O_Cancelled | 46>,0.6666666666666666,0.0,44,0.9426651896170385,1,1
<O_Cancelled | 39>,END,<END | 60>,0.0053763440860215,0.9822638559667096,2,0.8944694479017044,1,1
<O_Cancelled | 39>,END,<END | 89>,0.303763440860215,1.0,113,0.8944694479017044,1,1
<O_Cancelled | 39>,END,<END | 97>,0.6908602150537635,0.8473856299902747,257,0.8944694479017044,1,1
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 22>,0.0657894736842105,0.0,10,0.7863059742634106,1,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 89>,0.0657894736842105,0.0,10,0.7863059742634106,1,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 92>,0.0657894736842105,0.0,10,0.7863059742634106,1,0
<O_Cancelled | 39>,O_Cancelled,<O_Cancelled | 97>,0.8026315789473685,0.0,122,0.7863059742634106,1,0
<O_Cancelled | 3>,A_Denied,<A_Denied | 3>,1.0,0.0,6,0.0427978770460862,1,0
<O_Cancelled | 3>,END,<END | 3>,1.0,0.0427978770460862,28,0.0427978770460862,1,0
<O_Cancelled | 3>,O_Cancelled,<O_Cancelled | 87>,1.0,0.0,22,0.9484414876667736,1,0
<O_Cancelled | 3>,O_CreateOffer,<O_CreateOffer | 3>,0.9365079365079364,0.0,118,0.953251442990559,1,1
<O_Cancelled | 3>,O_CreateOffer,<O_CreateOffer | 87>,0.0634920634920634,0.0,8,0.953251442990559,1,1
<O_Cancelled | 3>,O_Sent(mailandonline),<O_Sent(mailandonline) | 87>,1.0,0.0,68,0.9484420369562048,1,0
<O_Cancelled | 3>,W_Assesspotentialfraud,<W_Assesspotentialfraud | 87>,1.0,0.0,1,0.0425881775442137,1,0
<O_Cancelled | 3>,W_Completeapplication,<A_Cancelled | 3>,1.0,0.0,1,0.9532504745126488,1,0
<O_Cancelled | 3>,W_Shortenedcompletion,<W_Shortenedcompletion | 3>,1.0,0.0,1,0.0427978770460862,1,0
<O_Cancelled | 41>,A_Denied,<A_Denied | 41>,1.0,0.0,1,0.0425411236659901,1,0
<O_Cancelled | 41>,END,<END | 62>,1.0,0.0045500447621711,51,0.0045500447621711,1,0
<O_Cancelled | 41>,O_CreateOffer,<O_CreateOffer | 41>,1.0,0.0,4,0.9786203520103851,1,1
<O_Cancelled | 45>,O_Cancelled,<A_Cancelled | 45>,0.054054054054054,0.0,2,0.9032654113985544,1,0
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 45>,0.027027027027027,0.0,1,0.9032654113985544,1,0
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 48>,0.027027027027027,0.0,1,0.9032654113985544,1,0
<O_Cancelled | 45>,O_Cancelled,<O_Cancelled | 62>,0.8918918918918919,0.0,33,0.9032654113985544,1,0
<O_Cancelled | 45>,O_CreateOffer,<O_CreateOffer | 45>,1.0,0.0,1,0.9491455059388609,1,1
<O_Cancelled | 45>,O_Sent(onlineonly),<O_Sent(onlineonly) | 45>,1.0,0.0,1,0.9491428365833028,1,0
<O_Cancelled | 45>,W_Validateapplication,<W_Validateapplication | 33>,0.3333333333333333,0.0,1,0.8959470714015169,1,0
<O_Cancelled | 45>,W_Validateapplication,<W_Validateapplication | 45>,0.6666666666666666,0.0,2,0.8959470714015169,1,0
<O_Cancelled | 46>,END,<END | 46>,1.0,0.0263238087787928,313,0.0263238087787928,1,0
<O_Cancelled | 46>,O_Cancelled,<A_Cancelled | 46>,0.0027932960893854,0.0,1,0.9426659103810647,1,0
<O_Cancelled | 46>,O_Cancelled,<O_Cancelled | 46>,0.9972067039106144,0.0,357,0.9426659103810647,1,0
<O_Cancelled | 46>,O_CreateOffer,<O_CreateOffer | 46>,1.0,0.0,3,0.9426673331270201,1,1
<O_Cancelled | 46>,O_Sent(mailandonline),<A_Cancelled | 50>,0.3333333333333333,0.0,1,0.9426617944184186,1,0
<O_Cancelled | 46>,O_Sent(mailandonline),<O_Sent(mailandonline) | 46>,0.6666666666666666,0.0,2,0.9426617944184186,1,0
<O_Cancelled | 46>,W_Validateapplication,<W_Validateapplication | 46>,1.0,0.0,7,0.9059073559390198,1,0
<O_Cancelled | 47>,O_Cancelled,<A_Cancelled | 48>,0.03125,0.0,1,0.8997937607018657,1,0
<O_Cancelled | 47>,O_Cancelled,<O_Cancelled | 48>,0.03125,0.0,1,0.8997937607018657,1,0
<O_Cancelled | 47>,O_Cancelled,<O_Cancelled | 62>,0.9375,0.0,30,0.8997937607018657,1,0
<O_Cancelled | 47>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,5,0.9645301880852927,1,0
<O_Cancelled | 47>,O_Sent(mailandonline),<O_Sent(mailandonline) | 48>,1.0,0.0,1,0.9486000854725514,1,0
<O_Cancelled | 47>,O_Sent(onlineonly),<O_Sent(onlineonly) | 48>,1.0,0.0,1,0.949144180182774,1,0
<O_Cancelled | 47>,W_Validateapplication,<W_Validateapplication | 48>,1.0,0.0,4,0.9743843646782485,1,1
<O_Cancelled | 48>,A_Denied,<A_Denied | 48>,1.0,0.0,3,0.04267607150898508,1,0
<O_Cancelled | 48>,O_Cancelled,<A_Cancelled | 18>,1.0,0.0,1,0.8974255030805766,1,0
<O_Cancelled | 48>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,9,0.9645301880852927,1,0
<O_Cancelled | 48>,O_Sent(mailandonline),<O_Sent(mailandonline) | 48>,1.0,0.0,1,0.9486000854725514,1,0
<O_Cancelled | 48>,W_Validateapplication,<W_Validateapplication | 48>,1.0,0.0,1,0.9743843646782485,1,1
<O_Cancelled | 49>,O_Cancelled,<A_Cancelled | 48>,0.0181818181818181,0.0,1,0.9057872597279522,1,0
<O_Cancelled | 49>,O_Cancelled,<O_Cancelled | 48>,0.109090909090909,0.0,6,0.9057872597279522,1,0
<O_Cancelled | 49>,O_Cancelled,<O_Cancelled | 62>,0.8727272727272727,0.0,48,0.9057872597279522,1,0
<O_Cancelled | 49>,O_CreateOffer,<O_CreateOffer | 48>,1.0,0.0,1,0.9645301880852927,1,1
<O_Cancelled | 4>,END,<END | 4>,1.0,0.0423953370311043,1,0.0423953370311043,1,0
<O_Cancelled | 4>,O_Cancelled,<O_Cancelled | 18>,0.5,0.0,1,0.9229702658856633,1,1
<O_Cancelled | 4>,O_Cancelled,<O_Cancelled | 52>,0.5,0.0,1,0.9229702658856633,1,1
<O_Cancelled | 50>,END,<END | 50>,1.0,0.0408978251953129,6,0.0408978251953129,1,0
<O_Cancelled | 50>,O_Cancelled,<A_Cancelled | 50>,0.0377358490566037,0.0,2,0.9426430048346945,1,0
<O_Cancelled | 50>,O_Cancelled,<O_Cancelled | 50>,0.9622641509433962,0.0,51,0.9426430048346945,1,0
<O_Cancelled | 50>,O_CreateOffer,<O_CreateOffer | 50>,1.0,0.0,3,0.9426412444413464,1,0
<O_Cancelled | 50>,O_Sent(mailandonline),<O_Sent(mailandonline) | 50>,1.0,0.0,1,0.9426443432912789,1,1
<O_Cancelled | 50>,W_Validateapplication,<W_Validateapplication | 50>,1.0,0.0,3,0.9037409413459965,1,0
<O_Cancelled | 52>,END,<END | 52>,1.0,0.0412931827053691,4,0.0412931827053691,1,0
<O_Cancelled | 52>,O_Cancelled,<O_Cancelled | 52>,0.5,0.0,1,0.9229205998703691,1,0
<O_Cancelled | 52>,O_Cancelled,<O_Cancelled | 62>,0.5,0.0,1,0.9229205998703691,1,0
<O_Cancelled | 52>,O_CreateOffer,<O_CreateOffer | 52>,1.0,0.0,2,0.9090557767953968,1,0
<O_Cancelled | 52>,W_Validateapplication,<W_Validateapplication | 52>,1.0,0.0,1,0.9484538707176844,1,1
<O_Cancelled | 54>,END,<END | 22>,0.0093023255813953,0.4951042275667244,4,0.9797119871294898,1,1
<O_Cancelled | 54>,END,<END | 60>,0.8790697674418605,0.9822638559667032,378,0.9797119871294898,1,1
<O_Cancelled | 54>,END,<END | 89>,0.1116279069767441,0.9999999999999988,48,0.9797119871294898,1,1
<O_Cancelled | 54>,O_Cancelled,<O_Cancelled | 22>,0.4292929292929293,0.0,85,0.7078446248819766,1,0
<O_Cancelled | 54>,O_Cancelled,<O_Cancelled | 60>,0.4191919191919191,0.0,83,0.7078446248819766,1,0
<O_Cancelled | 54>,O_Cancelled,<O_Cancelled | 92>,0.1414141414141414,0.0,28,0.7078446248819766,1,0
<O_Cancelled | 54>,O_Cancelled,<O_Cancelled | 97>,0.0101010101010101,0.0,2,0.7078446248819766,1,0
<O_Cancelled | 57>,W_Callincompletefiles,<W_Callincompletefiles | 57>,1.0,0.0,1,0.9435355402433375,1,1
<O_Cancelled | 5>,END,<END | 5>,0.75,0.0427998491896472,6,0.03323739808277818,1,0
<O_Cancelled | 5>,END,<END | 62>,0.25,0.0045500447621711,2,0.03323739808277818,1,0
<O_Cancelled | 5>,O_Cancelled,<O_Cancelled | 5>,0.7777777777777778,0.0,7,0.9684319498425282,1,0
<O_Cancelled | 5>,O_Cancelled,<O_Cancelled | 96>,0.2222222222222222,0.0,2,0.9684319498425282,1,0
<O_Cancelled | 5>,O_CreateOffer,<O_CreateOffer | 5>,1.0,0.0,1,0.9629101522775441,1,0
<O_Cancelled | 5>,O_Sent(mailandonline),<O_Sent(mailandonline) | 5>,1.0,0.0,1,0.9822362039746874,1,1
<O_Cancelled | 5>,W_Callincompletefiles,<W_Callincompletefiles | 57>,0.2,0.0,1,0.9774194058213711,1,0
<O_Cancelled | 5>,W_Callincompletefiles,<W_Callincompletefiles | 5>,0.8,0.0,4,0.9774194058213711,1,0
<O_Cancelled | 60>,END,<END | 16>,0.0093457943925233,0.5340218555934614,1,0.9424094182369138,1,1
<O_Cancelled | 60>,END,<END | 60>,0.9252336448598132,0.9822638559667112,99,0.9424094182369138,1,1
<O_Cancelled | 60>,END,<END | 92>,0.0560747663551401,0.3687130875102747,6,0.9424094182369138,1,1
<O_Cancelled | 60>,END,<END | 97>,0.0093457943925233,0.8473856299902721,1,0.9424094182369138,1,1
<O_Cancelled | 60>,O_Cancelled,<O_Cancelled | 16>,0.05,0.0,1,0.717482513186236,1,0
<O_Cancelled | 60>,O_Cancelled,<O_Cancelled | 60>,0.45,0.0,9,0.717482513186236,1,0
<O_Cancelled | 60>,O_Cancelled,<O_Cancelled | 92>,0.5,0.0,10,0.717482513186236,1,0
<O_Cancelled | 61>,O_Cancelled,<O_Cancelled | 18>,0.2941176470588235,0.0,5,0.9064753131718031,1,0
<O_Cancelled | 61>,O_Cancelled,<O_Cancelled | 48>,0.1176470588235294,0.0,2,0.9064753131718031,1,0
<O_Cancelled | 61>,O_Cancelled,<O_Cancelled | 62>,0.5882352941176471,0.0,10,0.9064753131718031,1,0
<O_Cancelled | 61>,O_Sent(mailandonline),<O_Sent(mailandonline) | 48>,1.0,0.0,1,0.9486000854725514,1,1
<O_Cancelled | 61>,O_Sent(onlineonly),<O_Sent(onlineonly) | 18>,1.0,0.0,1,0.8974187695703938,1,0
<O_Cancelled | 61>,W_Validateapplication,<W_Validateapplication | 18>,1.0,0.0,1,0.8963178564691034,1,0
<O_Cancelled | 62>,END,<END | 62>,1.0,0.0045500447621712,215,0.0045500447621712,1,0
<O_Cancelled | 62>,O_Cancelled,<O_Cancelled | 18>,0.025,0.0,1,0.8973901867285392,1,1
<O_Cancelled | 62>,O_Cancelled,<O_Cancelled | 62>,0.975,0.0,39,0.8973901867285392,1,1
<O_Cancelled | 63>,END,<END | 62>,1.0,0.0045500447621711,27,0.0045500447621711,1,0
<O_Cancelled | 63>,O_Cancelled,<O_Cancelled | 62>,1.0,0.0,1,0.8973877034277745,1,0
<O_Cancelled | 63>,W_Callincompletefiles,<W_Callincompletefiles | 52>,1.0,0.0,1,0.947911024495273,1,1
<O_Cancelled | 64>,O_Cancelled,<O_Cancelled | 38>,0.3333333333333333,0.0,1,0.9429536467421069,1,0
<O_Cancelled | 64>,O_Cancelled,<O_Cancelled | 46>,0.3333333333333333,0.0,1,0.9429536467421069,1,0
<O_Cancelled | 64>,O_Cancelled,<O_Cancelled | 64>,0.3333333333333333,0.0,1,0.9429536467421069,1,0
<O_Cancelled | 64>,O_CreateOffer,<O_CreateOffer | 64>,1.0,0.0,1,0.9435323702163464,1,1
<O_Cancelled | 67>,END,<END | 16>,0.1518987341772152,0.5340218555934613,12,0.8268024676121125,1,1
<O_Cancelled | 67>,END,<END | 60>,0.430379746835443,0.9822638559667096,34,0.8268024676121125,1,1
<O_Cancelled | 67>,END,<END | 67>,0.0379746835443038,0.1897550713796922,3,0.8268024676121125,1,1
<O_Cancelled | 67>,END,<END | 92>,0.0126582278481012,0.3687130875102747,1,0.8268024676121125,1,1
<O_Cancelled | 67>,END,<END | 97>,0.3670886075949367,0.8473856299902716,29,0.8268024676121125,1,1
<O_Cancelled | 67>,O_Cancelled,<O_Cancelled | 16>,0.4146341463414634,0.0,51,0.6938819796875032,1,0
<O_Cancelled | 67>,O_Cancelled,<O_Cancelled | 60>,0.1869918699186991,0.0,23,0.6938819796875032,1,0
<O_Cancelled | 67>,O_Cancelled,<O_Cancelled | 92>,0.1219512195121951,0.0,15,0.6938819796875032,1,0
<O_Cancelled | 67>,O_Cancelled,<O_Cancelled | 97>,0.2764227642276423,0.0,34,0.6938819796875032,1,0
<O_Cancelled | 68>,END,<END | 68>,1.0,0.0421459483280248,4,0.0421459483280248,1,0
<O_Cancelled | 68>,O_Cancelled,<O_Cancelled | 33>,0.1428571428571428,0.0,1,0.8974118317021276,1,1
<O_Cancelled | 68>,O_Cancelled,<O_Cancelled | 68>,0.8571428571428571,0.0,6,0.8974118317021276,1,1
<O_Cancelled | 69>,END,<END | 89>,1.0,0.9999999999999984,9,0.9999999999999984,1,1
<O_Cancelled | 6>,END,<END | 22>,0.0079365079365079,0.4951042275667244,9,0.9959928906949624,1,1
<O_Cancelled | 6>,END,<END | 89>,0.992063492063492,0.9999999999999885,1125,0.9959928906949624,1,1
<O_Cancelled | 6>,O_Cancelled,<O_Cancelled | 22>,0.8235294117647058,0.0,126,0.559439148288966,1,0
<O_Cancelled | 6>,O_Cancelled,<O_Cancelled | 89>,0.1764705882352941,0.0,27,0.559439148288966,1,0
<O_Cancelled | 70>,A_Denied,<A_Denied | 70>,1.0,0.0,1,0.042791512708618,1,0
<O_Cancelled | 70>,END,<END | 70>,1.0,0.042791512708618,9,0.042791512708618,1,0
<O_Cancelled | 70>,O_Cancelled,<O_Cancelled | 87>,1.0,0.0,3,0.9484414876667736,1,0
<O_Cancelled | 70>,O_CreateOffer,<O_CreateOffer | 70>,0.925925925925926,0.0,25,0.953797811031789,1,1
<O_Cancelled | 70>,O_CreateOffer,<O_CreateOffer | 87>,0.074074074074074,0.0,2,0.953797811031789,1,1
<O_Cancelled | 70>,O_Sent(mailandonline),<O_Sent(mailandonline) | 87>,1.0,0.0,17,0.9484420369562048,1,0
<O_Cancelled | 70>,W_Completeapplication,<A_Cancelled | 70>,1.0,0.0,1,0.9537961942947419,1,0
<O_Cancelled | 71>,O_CreateOffer,<O_CreateOffer | 71>,1.0,0.0,62,0.9533332463479031,1,1
<O_Cancelled | 72>,O_Cancelled,<A_Cancelled | 46>,0.0035087719298245,0.0,1,0.9426699892186743,1,0
<O_Cancelled | 72>,O_Cancelled,<A_Cancelled | 7>,0.0070175438596491,0.0,2,0.9426699892186743,1,0
<O_Cancelled | 72>,O_Cancelled,<O_Cancelled | 38>,0.1368421052631579,0.0,39,0.9426699892186743,1,0
<O_Cancelled | 72>,O_Cancelled,<O_Cancelled | 46>,0.7157894736842105,0.0,204,0.9426699892186743,1,0
<O_Cancelled | 72>,O_Cancelled,<O_Cancelled | 50>,0.0070175438596491,0.0,2,0.9426699892186743,1,0
<O_Cancelled | 72>,O_Cancelled,<O_Cancelled | 72>,0.0105263157894736,0.0,3,0.9426699892186743,1,0
<O_Cancelled | 72>,O_Cancelled,<O_Cancelled | 7>,0.119298245614035,0.0,34,0.9426699892186743,1,0
<O_Cancelled | 72>,O_CreateOffer,<O_CreateOffer | 50>,0.1428571428571428,0.0,1,0.9426933412398277,1,0
<O_Cancelled | 72>,O_CreateOffer,<O_CreateOffer | 7>,0.8571428571428571,0.0,6,0.9426933412398277,1,0
<O_Cancelled | 72>,O_Sent(mailandonline),<O_Sent(mailandonline) | 7>,1.0,0.0,2,0.9427016221043694,1,1
<O_Cancelled | 72>,W_Validateapplication,<W_Validateapplication | 72>,0.1428571428571428,0.0,1,0.9380116694459035,1,0
<O_Cancelled | 72>,W_Validateapplication,<W_Validateapplication | 7>,0.8571428571428571,0.0,6,0.9380116694459035,1,0
<O_Cancelled | 73>,O_Cancelled,<O_Cancelled | 18>,1.0,0.0,4,0.897487035458363,1,0
<O_Cancelled | 73>,O_CreateOffer,<O_CreateOffer | 18>,1.0,0.0,1,0.8992072139469379,1,1
<O_Cancelled | 73>,W_Validateapplication,<W_Validateapplication | 18>,1.0,0.0,1,0.8963178564691034,1,0
<O_Cancelled | 75>,END,<END | 52>,0.6363636363636364,0.0412931827053691,7,0.041689746609076914,1,0
<O_Cancelled | 75>,END,<END | 75>,0.3636363636363636,0.0423837334405656,4,0.041689746609076914,1,0
<O_Cancelled | 75>,O_Cancelled,<O_Cancelled | 52>,1.0,0.0,3,0.9484534963129638,1,1
<O_Cancelled | 76>,O_Cancelled,<O_Cancelled | 52>,0.0625,0.0,1,0.9005793154830988,1,1
<O_Cancelled | 76>,O_Cancelled,<O_Cancelled | 62>,0.9375,0.0,15,0.9005793154830988,1,1
<O_Cancelled | 77>,END,<END | 77>,1.0,0.6989778274387859,93,0.6989778274387859,1,1
<O_Cancelled | 77>,O_Cancelled,<O_Cancelled | 22>,0.0114942528735632,0.0,1,0.6970728089711106,1,0
<O_Cancelled | 77>,O_Cancelled,<O_Cancelled | 77>,0.9885057471264368,0.0,86,0.6970728089711106,1,0
<O_Cancelled | 7>,A_Denied,<A_Denied | 7>,0.6666666666666666,0.0,2,0.0427452815589269,1,0
<O_Cancelled | 7>,A_Denied,<O_Refused | 7>,0.3333333333333333,0.0,1,0.0427452815589269,1,0
<O_Cancelled | 7>,O_Cancelled,<A_Cancelled | 7>,0.3,0.0,3,0.9426789871926429,1,0
<O_Cancelled | 7>,O_Cancelled,<O_Cancelled | 46>,0.3,0.0,3,0.9426789871926429,1,0
<O_Cancelled | 7>,O_Cancelled,<O_Cancelled | 7>,0.4,0.0,4,0.9426789871926429,1,0
<O_Cancelled | 7>,O_CreateOffer,<O_CreateOffer | 7>,1.0,0.0,73,0.9427020240395747,1,1
<O_Cancelled | 7>,O_Sent(mailandonline),<A_Cancelled | 7>,0.0833333333333333,0.0,2,0.9426968796826699,1,0
